 INPUT STRING:	بسم
     IS_TRANS:	.
        INDEX:	P2W11
      OFFSETS:	20-21
       TOKENS:	P2W12-P2W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P2W12
      OFFSETS:	21-22
       TOKENS:	P2W13-P2W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P2W13
      OFFSETS:	22-23
       TOKENS:	P2W14-P2W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P3W1
      OFFSETS:	0-2
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	هنطلع
     IS_TRANS:	hnTlE
        INDEX:	P3W2
      OFFSETS:	3-8
       TOKENS:	P3W2-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TiliE_1]
   UNSPLITVOC:	(HaniTolaE)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+TolaE
        GLOSS:	will+we+go out/exit/leave

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P3W3
      OFFSETS:	9-11
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المولد
     IS_TRANS:	Almwld
        INDEX:	P3W4
      OFFSETS:	12-18
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwlid_1]
   UNSPLITVOC:	(Almuwlid)
          POS:	DET+NOUN
          VOC:	Al+muwlid
        GLOSS:	the+birthday/birthdays

 INPUT STRING:	بلى
     IS_TRANS:	blY
        INDEX:	P3W5
      OFFSETS:	19-22
       TOKENS:	P3W6-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(bilA)
          POS:	PREP+NEG_PART
          VOC:	bi+lA
        GLOSS:	with+no (without)

 INPUT STRING:	حمص
     IS_TRANS:	HmS
        INDEX:	P3W6
      OFFSETS:	23-26
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hum~uSap_1]
   UNSPLITVOC:	(Hum~uS)
          POS:	NOUN
          VOC:	Hum~uS
        GLOSS:	hummus

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W7
      OFFSETS:	26-27
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W8
      OFFSETS:	27-28
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P3W9
      OFFSETS:	28-29
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P4W1
      OFFSETS:	0-3
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	المثال
     IS_TRANS:	AlmvAl
        INDEX:	P4W2
      OFFSETS:	4-10
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivAl_1]
   UNSPLITVOC:	(AlmivAl)
          POS:	DET+NOUN
          VOC:	Al+mivAl
        GLOSS:	the+example/model

 INPUT STRING:	الشعبى
     IS_TRANS:	Al$EbY
        INDEX:	P4W3
      OFFSETS:	11-17
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aEobiy_1]
   UNSPLITVOC:	(Al$~aEobiy)
          POS:	DET+ADJ
          VOC:	Al+$aEobiy
        GLOSS:	the+popular/national/people's

 INPUT STRING:	ينطبق
     IS_TRANS:	ynTbq
        INDEX:	P4W4
      OFFSETS:	18-23
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inoTabaq_1]
   UNSPLITVOC:	(yinoTibiq)
          POS:	IV3MS+IV
          VOC:	yi+noTibiq
        GLOSS:	he/it+be applicable/conform to

 INPUT STRING:	وبشدة
     IS_TRANS:	wb$dp
        INDEX:	P4W5
      OFFSETS:	24-29
       TOKENS:	P4W5-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$id~ap_1]
   UNSPLITVOC:	(wibi$id~ap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+$id~+ap
        GLOSS:	and+with/by+intensity/forcefulness+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P4W6
      OFFSETS:	30-33
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	احوال
     IS_TRANS:	AHwAl
        INDEX:	P4W7
      OFFSETS:	34-39
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(AHowAl)
          POS:	NOUN
          VOC:	AHowAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P4W8
      OFFSETS:	40-47
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+society

 INPUT STRING:	الان
     IS_TRANS:	AlAn
        INDEX:	P4W9
      OFFSETS:	48-52
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|n_1]
   UNSPLITVOC:	(Al|n)
          POS:	DET+NOUN
          VOC:	Al+|n
        GLOSS:	the+time/moment

 INPUT STRING:	حيث
     IS_TRANS:	Hyv
        INDEX:	P4W10
      OFFSETS:	53-56
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hayov_1]
   UNSPLITVOC:	(Hayov)
          POS:	REL_ADV
          VOC:	Hayov
        GLOSS:	where/since/given that/where by

 INPUT STRING:	ترى
     IS_TRANS:	trY
        INDEX:	P4W11
      OFFSETS:	57-60
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ra>aY_1]
   UNSPLITVOC:	(taraY)
          POS:	IV2MS+IV
          VOC:	ta+raY
        GLOSS:	you+see/think/believe

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P4W12
      OFFSETS:	61-63
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	فرد
     IS_TRANS:	frd
        INDEX:	P4W13
      OFFSETS:	64-67
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(farod)
          POS:	NOUN
          VOC:	farod
        GLOSS:	individual/unit/individually/separately/one item

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P4W14
      OFFSETS:	68-70
       TOKENS:	P4W16-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	افراد
     IS_TRANS:	AfrAd
        INDEX:	P4W15
      OFFSETS:	71-76
       TOKENS:	P4W17-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(>aforAd)
          POS:	NOUN
          VOC:	>aforAd
        GLOSS:	individuals

 INPUT STRING:	المجتمع
     IS_TRANS:	AlmjtmE
        INDEX:	P4W16
      OFFSETS:	77-84
       TOKENS:	P4W18-P4W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mijotimiE_1]
   UNSPLITVOC:	(AlmijotimiE)
          POS:	DET+NOUN
          VOC:	Al+mijotimiE
        GLOSS:	the+society

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P4W17
      OFFSETS:	85-88
       TOKENS:	P4W19-P4W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+Gloss:TBA

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P4W18
      OFFSETS:	89-91
       TOKENS:	P4W21-P4W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يفكر
     IS_TRANS:	yfkr
        INDEX:	P4W19
      OFFSETS:	92-96
       TOKENS:	P4W22-P4W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fak~ar_1]
   UNSPLITVOC:	(yufak~ir)
          POS:	IV3MS+IV
          VOC:	yu+fak~ir
        GLOSS:	he/it+think/consider/ponder

 INPUT STRING:	الا
     IS_TRANS:	AlA
        INDEX:	P4W20
      OFFSETS:	97-100
       TOKENS:	P4W23-P4W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<il~A_1]
   UNSPLITVOC:	(<il~A)
          POS:	RESTRIC_PART
          VOC:	<il~A
        GLOSS:	only

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P4W21
      OFFSETS:	101-103
       TOKENS:	P4W24-P4W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P4W22
      OFFSETS:	104-108
       TOKENS:	P4W25-P4W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	وكيفية
     IS_TRANS:	wkyfyp
        INDEX:	P4W23
      OFFSETS:	109-115
       TOKENS:	P4W27-P4W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kayfiy~ap_1]
   UNSPLITVOC:	(wikayfiy~ap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+kayfiy~+ap
        GLOSS:	and+manner/mode/way+[fem.sg.]

 INPUT STRING:	استفادته
     IS_TRANS:	AstfAdth
        INDEX:	P4W24
      OFFSETS:	116-124
       TOKENS:	P4W29-P4W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[{isotifAdap_1]
   UNSPLITVOC:	({isotifAdotuh)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	{isotifAd+ap+uh
        GLOSS:	profit/gain+[fem.sg.]+his/its

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P4W25
      OFFSETS:	125-127
       TOKENS:	P4W31-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المولد
     IS_TRANS:	Almwld
        INDEX:	P4W26
      OFFSETS:	128-134
       TOKENS:	P4W32-P4W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwlid_1]
   UNSPLITVOC:	(Almuwlid)
          POS:	DET+NOUN
          VOC:	Al+muwlid
        GLOSS:	the+birthday/birthdays

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P4W27
      OFFSETS:	135-138
       TOKENS:	P4W33-P4W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	and+it/he

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P4W28
      OFFSETS:	139-145
       TOKENS:	P4W35-P4W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[vawrap_1]
   UNSPLITVOC:	(Alv~awrap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+vawr+ap
        GLOSS:	the+revolution/uprising+[fem.sg.]

 INPUT STRING:	والاحداث
     IS_TRANS:	wAlAHdAv
        INDEX:	P4W29
      OFFSETS:	146-154
       TOKENS:	P4W36-P4W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(wiAl>aHodAv)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>aHodAv
        GLOSS:	and+the+events

 INPUT STRING:	المتتابعه
     IS_TRANS:	AlmttAbEh
        INDEX:	P4W30
      OFFSETS:	155-164
       TOKENS:	P4W38-P4W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AlmutatAbiE_1]
   UNSPLITVOC:	(AlmutatAbiEap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+mutatAbiE+ap
        GLOSS:	the+consecutive/successive+[fem.sg.]

 INPUT STRING:	الناتجه
     IS_TRANS:	AlnAtjh
        INDEX:	P4W31
      OFFSETS:	165-172
       TOKENS:	P4W39-P4W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAtij_1]
   UNSPLITVOC:	(Aln~Atijap)
          POS:	DET+ADJ.VN+NSUFF_FEM_SG
          VOC:	Al+nAtij+ap
        GLOSS:	the+resulting from/ensuing+[fem.sg.]

 INPUT STRING:	عنه
     IS_TRANS:	Enh
        INDEX:	P4W32
      OFFSETS:	173-176
       TOKENS:	P4W40-P4W41
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean~uh)
          POS:	PREP+PRON_3MS
          VOC:	Ean~+uh
        GLOSS:	(away) from, off, about, on, over+it/him

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P4W33
      OFFSETS:	177-178
       TOKENS:	P4W42-P4W42
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	هذا
     IS_TRANS:	h*A
        INDEX:	P4W34
      OFFSETS:	179-182
       TOKENS:	P4W43-P4W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ha*A_1]
   UNSPLITVOC:	(ha*A)
          POS:	DEM_PRON_MS
          VOC:	ha*A
        GLOSS:	this

 INPUT STRING:	ليس
     IS_TRANS:	lys
        INDEX:	P4W35
      OFFSETS:	183-186
       TOKENS:	P4W44-P4W44
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[layosa_2]
   UNSPLITVOC:	(layosa)
          POS:	NEG_PART
          VOC:	layosa
        GLOSS:	not

 INPUT STRING:	حال
     IS_TRANS:	HAl
        INDEX:	P4W36
      OFFSETS:	187-190
       TOKENS:	P4W45-P4W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAl)
          POS:	NOUN
          VOC:	HAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	الافراد
     IS_TRANS:	AlAfrAd
        INDEX:	P4W37
      OFFSETS:	191-198
       TOKENS:	P4W46-P4W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[farod_1]
   UNSPLITVOC:	(Al>aforAd)
          POS:	DET+NOUN
          VOC:	Al+>aforAd
        GLOSS:	the+individuals

 INPUT STRING:	فقط
     IS_TRANS:	fqT
        INDEX:	P4W38
      OFFSETS:	199-202
       TOKENS:	P4W47-P4W47
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[faqaT_1]
   UNSPLITVOC:	(faqaT)
          POS:	ADV
          VOC:	faqaT
        GLOSS:	only

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P4W39
      OFFSETS:	203-205
       TOKENS:	P4W48-P4W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بل
     IS_TRANS:	bl
        INDEX:	P4W40
      OFFSETS:	206-208
       TOKENS:	P4W49-P4W49
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal_1]
   UNSPLITVOC:	(bal)
          POS:	CONJ
          VOC:	bal
        GLOSS:	Rather, even, but, yet, however

 INPUT STRING:	حال
     IS_TRANS:	HAl
        INDEX:	P4W41
      OFFSETS:	209-212
       TOKENS:	P4W50-P4W50
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAl)
          POS:	NOUN
          VOC:	HAl
        GLOSS:	situation/condition/case/situations/conditions/cases

 INPUT STRING:	الاحزاب
