 INPUT STRING:	مش
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+he/it

 INPUT STRING:	:
     IS_TRANS:	:
        INDEX:	P4W4
      OFFSETS:	11-12
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(:)
          POS:	PUNC
          VOC:	:
        GLOSS:	:

 INPUT STRING:	بتوع
     IS_TRANS:	btwE
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bituwE)
          POS:	NOUN
          VOC:	bituwE
        GLOSS:	of

 INPUT STRING:	التحرير
     IS_TRANS:	AltHryr
        INDEX:	P5W2
      OFFSETS:	5-12
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHoriyr_1]
   UNSPLITVOC:	(Alt~aHoriyr)
          POS:	DET+NOUN_PROP
          VOC:	Al+taHoriyr
        GLOSS:	the+Tahrir

 INPUT STRING:	بتوع
     IS_TRANS:	btwE
        INDEX:	P6W1
      OFFSETS:	0-4
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bitAE_1]
   UNSPLITVOC:	(bituwE)
          POS:	NOUN
          VOC:	bituwE
        GLOSS:	of

 INPUT STRING:	العباسيه
     IS_TRANS:	AlEbAsyh
        INDEX:	P6W2
      OFFSETS:	5-13
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eab~Asiy~ap_1]
   UNSPLITVOC:	(AlEab~Asiy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Eab~Asiy~+ap
        GLOSS:	the+Abbasid+[fem.sg.]

 INPUT STRING:	ليييييييييييييييييييييييييييييه
     IS_TRANS:	lyyyyyyyyyyyyyyyyyyyyyyyyyyyyyh
        INDEX:	P7W1
      OFFSETS:	0-31
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iyoh_1]
   UNSPLITVOC:	(>iyoh)
          POS:	INTERROG_PRON
          VOC:	>iyoh
        GLOSS:	what

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P8W2
      OFFSETS:	4-8
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	حصلكوا
     IS_TRANS:	HSlkwA
        INDEX:	P8W3
      OFFSETS:	9-15
       TOKENS:	P8W3-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(HaSallukuwA)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_2P
          VOC:	HaSal+(null)+lu+kuwA
        GLOSS:	happen+he/it+to+you [pl.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P8W4
      OFFSETS:	16-18
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	مصريين
     IS_TRANS:	mSryyn
        INDEX:	P8W5
      OFFSETS:	19-25
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(maSoriyiyn)
          POS:	NOUN+NSUFF_MASC_PL
          VOC:	maSoriy+iyn
        GLOSS:	Egyptian+[masc.pl.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P9W1
      OFFSETS:	0-3
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	متاكده
     IS_TRANS:	mtAkdh
        INDEX:	P9W2
      OFFSETS:	4-10
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muta>ak~id_1]
   UNSPLITVOC:	(muta>ak~idap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	muta>ak~id+ap
        GLOSS:	certain/sure+[fem.sg.]

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P9W3
      OFFSETS:	11-13
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P9W4
      OFFSETS:	14-16
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	عين
     IS_TRANS:	Eyn
        INDEX:	P9W5
      OFFSETS:	17-20
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eayn_1]
   UNSPLITVOC:	(Eayn)
          POS:	NOUN
          VOC:	Eayn
        GLOSS:	eye/eyes/water spring/water source/water springs/water sources/notables/VIP's/Aain

 INPUT STRING:	وصابتنا
     IS_TRANS:	wSAbtnA
        INDEX:	P9W6
      OFFSETS:	21-28
       TOKENS:	P9W6-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[SAb_1]
   UNSPLITVOC:	(wiSAbitnA)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS+PVSUFF_DO:1P
          VOC:	wi+SAb+it+nA
        GLOSS:	and+hit+it/they/she+us

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P10W1
      OFFSETS:	0-2
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	بجد
     IS_TRANS:	bjd
        INDEX:	P10W2
      OFFSETS:	3-6
       TOKENS:	P10W2-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jad~_1]
   UNSPLITVOC:	(bijad~)
          POS:	PREP+NOUN
          VOC:	bi+jad~
        GLOSS:	with/by+seriously

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P10W3
      OFFSETS:	7-10
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	التفرقه
     IS_TRANS:	Altfrqh
        INDEX:	P10W4
      OFFSETS:	11-18
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taforiqap_1]
   UNSPLITVOC:	(Alt~aforiqap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+taforiq+ap
        GLOSS:	the+segregation/discrimination/separation+[fem.sg.]

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P10W5
      OFFSETS:	19-21
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P11W1
      OFFSETS:	0-3
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W2
      OFFSETS:	4-6
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	every

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P11W3
      OFFSETS:	7-9
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that, whether

 INPUT STRING:	افتح
     IS_TRANS:	AftH
        INDEX:	P11W4
      OFFSETS:	10-14
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fataH_1]
   UNSPLITVOC:	(AafotaH)
          POS:	IV1S+IV
          VOC:	Aa+fotaH
        GLOSS:	I+open/conquer/be opened/be conquered

 INPUT STRING:	الاقي
     IS_TRANS:	AlAqy
        INDEX:	P11W5
      OFFSETS:	15-20
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lAqaY_1]
   UNSPLITVOC:	(AalAqiy)
          POS:	IV1S+IV
          VOC:	Aa+lAqiy
        GLOSS:	I+meet/encounter/be met/be encountered

 INPUT STRING:	خمسين
     IS_TRANS:	xmsyn
        INDEX:	P11W6
      OFFSETS:	21-26
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xamosiyn_1]
   UNSPLITVOC:	(xamosiyn)
          POS:	NOUN_NUM
          VOC:	xamosiyn
        GLOSS:	fifties

 INPUT STRING:	موضوع
     IS_TRANS:	mwDwE
        INDEX:	P11W7
      OFFSETS:	27-32
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(mawDuwE)
          POS:	NOUN
          VOC:	mawDuwE
        GLOSS:	subject/theme/issue

 INPUT STRING:	بيشجع
     IS_TRANS:	by$jE
        INDEX:	P11W8
      OFFSETS:	33-38
       TOKENS:	P11W8-P11W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aj~aE_1]
   UNSPLITVOC:	(biyi$aj~aE)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+$aj~aE
        GLOSS:	[present-tense]+he/it+encourage

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P11W9
      OFFSETS:	39-42
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	those

 INPUT STRING:	وبيتريق
     IS_TRANS:	wbytryq
        INDEX:	P11W10
      OFFSETS:	43-50
       TOKENS:	P11W11-P11W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~aroyaq_1]
   UNSPLITVOC:	(wibiyit~aroyaq)
          POS:	CONJ+PROG_PART+IV3MS+IV
          VOC:	wi+bi+yi+t~aroyaq
        GLOSS:	and+[present-tense]+he/it+mock

 INPUT STRING:	ويتمهزق
     IS_TRANS:	wytmhzq
        INDEX:	P11W11
      OFFSETS:	51-58
       TOKENS:	P11W14-P11W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitomahozaq_1]
   UNSPLITVOC:	(wiyitomahozaq)
          POS:	CONJ+IV3MS+IV_PASS
          VOC:	wi+yi+tomahozaq
        GLOSS:	and+he/it+make fun of someone

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P11W12
      OFFSETS:	59-62
       TOKENS:	P11W16-P11W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P11W13
      OFFSETS:	63-66
       TOKENS:	P11W17-P11W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	those

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P12W1
      OFFSETS:	0-3
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	منتبعش
     IS_TRANS:	mntbE$
        INDEX:	P12W2
      OFFSETS:	4-10
       TOKENS:	P12W2-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ait~abaE_1]
   UNSPLITVOC:	(mAnit~ibiE$)
          POS:	NEG_PART+IV1P+IV+NEG_PART
          VOC:	mA+ni+t~ibiE+$
        GLOSS:	not+we+follow+not

 INPUT STRING:	اسلوب
     IS_TRANS:	Aslwb
        INDEX:	P12W3
      OFFSETS:	11-16
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usoluwb_1]
   UNSPLITVOC:	(>usoluwb)
          POS:	NOUN
          VOC:	>usoluwb
        GLOSS:	style/method/manner

 INPUT STRING:	احسن
     IS_TRANS:	AHsn
        INDEX:	P12W4
      OFFSETS:	17-21
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHosan_1]
   UNSPLITVOC:	(>aHosan)
          POS:	ADJ_COMP
          VOC:	>aHosan
        GLOSS:	better/best

 INPUT STRING:	لوفي
     IS_TRANS:	lwfy
        INDEX:	P13W1
      OFFSETS:	0-4
       TOKENS:	P13W1-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(lawfiyh)
          POS:	SUB_CONJ+PREP+PRON_3MS
          VOC:	law+fiy+h
        GLOSS:	if+in+he/it

 INPUT STRING:	حاجه
     IS_TRANS:	HAjh
        INDEX:	P13W2
      OFFSETS:	5-9
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P13W3
      OFFSETS:	10-12
       TOKENS:	P13W5-P13W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عاجبانا
     IS_TRANS:	EAjbAnA
        INDEX:	P13W4
      OFFSETS:	13-20
       TOKENS:	P13W6-P13W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EAjobAnA)
          POS:	ADJ+NSUFF_FEM_SG+PRON_1P
          VOC:	EAjob+ap+nA
        GLOSS:	pleasing+[fem.sg.]+us

 INPUT STRING:	نقول
     IS_TRANS:	nqwl
        INDEX:	P13W5
      OFFSETS:	21-25
       TOKENS:	P13W8-P13W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(niquwl)
          POS:	IV1P+IV
          VOC:	ni+quwl
        GLOSS:	we+said/say/be said/say/(for example)

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P13W6
      OFFSETS:	26-28
       TOKENS:	P13W9-P13W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P13W7
      OFFSETS:	29-31
       TOKENS:	P13W10-P13W10
