 INPUT STRING:	انا
   UNSPLITVOC:	(mitogay~ar)
          POS:	ADJ
          VOC:	mitogay~ar
        GLOSS:	changing/alternating

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P2W4
      OFFSETS:	15-19
       TOKENS:	P2W4-P2W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	thing/belongings+[fem.sg.]

 INPUT STRING:	غير
     IS_TRANS:	gyr
        INDEX:	P2W5
      OFFSETS:	20-23
       TOKENS:	P2W5-P2W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[giyr_1]
   UNSPLITVOC:	(giyr)
          POS:	NOUN
          VOC:	giyr
        GLOSS:	not/other

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P2W6
      OFFSETS:	24-26
       TOKENS:	P2W6-P2W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~)
          POS:	SUB_CONJ
          VOC:	<in~
        GLOSS:	that

 INPUT STRING:	الزجاجة
     IS_TRANS:	AlzjAjp
        INDEX:	P2W7
      OFFSETS:	27-34
       TOKENS:	P2W7-P2W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zujAjap_1]
   UNSPLITVOC:	(Alz~ujAjap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+zujAj+ap
        GLOSS:	the+bottle/glass+[fem.sg.]

 INPUT STRING:	300
     IS_TRANS:	300
        INDEX:	P2W8
      OFFSETS:	35-38
       TOKENS:	P2W8-P2W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tultumiyt_1]
   UNSPLITVOC:	(tultumiyt)
          POS:	NOUN_NUM
          VOC:	tultumiyt
        GLOSS:	three hundred

 INPUT STRING:	مللى
     IS_TRANS:	mllY
        INDEX:	P2W9
      OFFSETS:	38-42
       TOKENS:	P2W9-P2W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mill~iy_1]
   UNSPLITVOC:	(mill~iy)
          POS:	ABBREV
          VOC:	mill~iy
        GLOSS:	Millimeter

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P2W10
      OFFSETS:	43-46
       TOKENS:	P2W10-P2W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not

 INPUT STRING:	ترد
     IS_TRANS:	trd
        INDEX:	P2W11
      OFFSETS:	47-50
       TOKENS:	P2W12-P2W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[rad~_1]
   UNSPLITVOC:	(turad~)
          POS:	IV3FS+IV_PASS
          VOC:	tu+rad~
        GLOSS:	it/they/she+be returned/be given back

 INPUT STRING:	وكمان
     IS_TRANS:	wkmAn
        INDEX:	P2W12
      OFFSETS:	51-56
       TOKENS:	P2W13-P2W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(wikamAn)
          POS:	CONJ+ADV
          VOC:	wi+kamAn
        GLOSS:	and+also/too

 INPUT STRING:	اغلى
     IS_TRANS:	AglY
        INDEX:	P2W13
      OFFSETS:	57-61
       TOKENS:	P2W15-P2W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>agolaY_1]
   UNSPLITVOC:	(>agolaY)
          POS:	ADJ_COMP
          VOC:	>agolaY
        GLOSS:	more/most expensive

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P2W14
      OFFSETS:	62-64
       TOKENS:	P2W16-P2W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الكوكاكولا
     IS_TRANS:	AlkwkAkwlA
        INDEX:	P2W15
      OFFSETS:	65-75
       TOKENS:	P2W17-P2W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kuwkAkuwlA_1]
   UNSPLITVOC:	(AlkuwkAkuwlA)
          POS:	DET+NOUN_PROP
          VOC:	Al+kuwkAkuwlA
        GLOSS:	the+Coca-Cola

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P3W1
      OFFSETS:	1-3
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	عارف
     IS_TRANS:	EArf
        INDEX:	P3W2
      OFFSETS:	4-8
       TOKENS:	P3W2-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArif)
          POS:	ADJ
          VOC:	EArif
        GLOSS:	knowing/having knowledge of

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P3W3
      OFFSETS:	9-13
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	اكون
     IS_TRANS:	Akwn
        INDEX:	P3W4
      OFFSETS:	14-18
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(Aakuwn)
          POS:	IV1S+IV
          VOC:	Aa+kuwn
        GLOSS:	I+be

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P3W5
      OFFSETS:	19-21
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	متأكد
     IS_TRANS:	mt>kd
        INDEX:	P3W6
      OFFSETS:	22-27
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mito>ak~id_1]
   UNSPLITVOC:	(mito>ak~id)
          POS:	ADJ
          VOC:	mito>ak~id
        GLOSS:	certain/sure

 INPUT STRING:	لكن
     IS_TRANS:	lkn
        INDEX:	P3W7
      OFFSETS:	28-31
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lakin_1]
   UNSPLITVOC:	(lakin)
          POS:	CONJ
          VOC:	lakin
        GLOSS:	but

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P3W8
      OFFSETS:	32-34
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he

 INPUT STRING:	فعلا
     IS_TRANS:	fElA
        INDEX:	P3W9
      OFFSETS:	35-39
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiEol_1]
   UNSPLITVOC:	(fiEolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	fiEol+AF
        GLOSS:	doing/act/action/actually/in effect/acts/actions/deeds/exploits+[acc.indef.]

 INPUT STRING:	زى
     IS_TRANS:	zY
        INDEX:	P3W10
      OFFSETS:	40-42
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like/such as

 INPUT STRING:	الكوكاكولا
     IS_TRANS:	AlkwkAkwlA
        INDEX:	P3W11
      OFFSETS:	43-53
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[kwkAkwlA_1]
   UNSPLITVOC:	(AlkwkAkwlA)
          POS:	DET+NOUN_PROP
          VOC:	Al+kwkAkwlA
        GLOSS:	the+Coke cola

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P3W12
      OFFSETS:	54-60
       TOKENS:	P3W12-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZ~aboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+adjusting/regulating/precision

 INPUT STRING:	المهم
     IS_TRANS:	Almhm
        INDEX:	P4W1
      OFFSETS:	1-6
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~_1]
   UNSPLITVOC:	(Almuhim~)
          POS:	DET+ADJ
          VOC:	Al+muhim~
        GLOSS:	the+important/serious

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P4W2
      OFFSETS:	7-10
       TOKENS:	P4W2-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+it/he

 INPUT STRING:	نزل
     IS_TRANS:	nzl
        INDEX:	P4W3
      OFFSETS:	11-14
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nizil_1]
   UNSPLITVOC:	(nizil)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	nizil+(null)
        GLOSS:	descend/stay+he/it

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P4W4
      OFFSETS:	15-18
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	تقريبا
     IS_TRANS:	tqrybA
        INDEX:	P4W5
      OFFSETS:	19-25
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoriyb_1]
   UNSPLITVOC:	(taqoriybAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	taqoriyb+AF
        GLOSS:	approximation/bringing close/drawing near+[acc.indef.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P4W6
      OFFSETS:	26-28
       TOKENS:	P4W7-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	شهرين
     IS_TRANS:	$hryn
        INDEX:	P4W7
      OFFSETS:	29-34
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ahor_1]
   UNSPLITVOC:	($ahorayn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	$ahor+ayn
        GLOSS:	month/months+two

 INPUT STRING:	بداء
     IS_TRANS:	bdA'
        INDEX:	P4W8
      OFFSETS:	35-39
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[bada'_1]
   UNSPLITVOC:	(bada')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	bada'+(null)
        GLOSS:	start+he/it

 INPUT STRING:	يظهر
     IS_TRANS:	yZhr
        INDEX:	P4W9
      OFFSETS:	40-44
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Zahar_1]
   UNSPLITVOC:	(yiZohar)
          POS:	IV3MS+IV
          VOC:	yi+Zohar
        GLOSS:	he/it+appear/emerge

 INPUT STRING:	المشروب
     IS_TRANS:	Alm$rwb
        INDEX:	P4W10
      OFFSETS:	45-52
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ma$oruwb_1]
   UNSPLITVOC:	(Alma$oruwb)
          POS:	DET+NOUN
          VOC:	Al+ma$oruwb
        GLOSS:	the+beverage/drink/beverages/drink

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P4W11
      OFFSETS:	53-55
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	بصورة
     IS_TRANS:	bSwrp
        INDEX:	P4W12
      OFFSETS:	56-61
       TOKENS:	P4W13-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(biSuwrap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+Suwr+ap
        GLOSS:	with/by+manner/way/form+[fem.sg.]

 INPUT STRING:	كبيرة
     IS_TRANS:	kbyrp
        INDEX:	P4W13
      OFFSETS:	62-67
       TOKENS:	P4W15-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(kibiyrap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kibiyr+ap
        GLOSS:	large/great/important/major/senior+[fem.sg.]

 INPUT STRING:	شكرا
     IS_TRANS:	$krA
        INDEX:	P5W1
      OFFSETS:	1-5
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ukor_1]
   UNSPLITVOC:	($ukorAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	$ukor+AF
        GLOSS:	thank you/thanks+[acc.indef.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P5W2
      OFFSETS:	6-9
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الخبر
     IS_TRANS:	Alxbr
        INDEX:	P5W3
      OFFSETS:	10-15
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(Alxabar)
          POS:	DET+NOUN
          VOC:	Al+xabar
        GLOSS:	the+news/report

 INPUT STRING:	نصار
     IS_TRANS:	nSAr
        INDEX:	P5W4
      OFFSETS:	16-20
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[naS~Ar_1]
   UNSPLITVOC:	(naS~Ar)
          POS:	NOUN_PROP
          VOC:	naS~Ar
        GLOSS:	Nassar

 INPUT STRING:	تحياتى
     IS_TRANS:	tHyAtY
        INDEX:	P6W1
      OFFSETS:	1-7
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHiy~ap_1]
   UNSPLITVOC:	(taHiy~Atiy)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_1S
          VOC:	taHiy~+At+iy
        GLOSS:	greeting/salute+[fem.pl.]+my

 INPUT STRING:	النسر
     IS_TRANS:	Alnsr
        INDEX:	P6W2
      OFFSETS:	8-13
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nisor_1]
   UNSPLITVOC:	(Aln~isor)
          POS:	DET+NOUN
          VOC:	Al+nisor
        GLOSS:	the+eagle/vulture

 INPUT STRING:	الذهبىذ
     IS_TRANS:	Al*hbY*
        INDEX:	P6W3
      OFFSETS:	14-21
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al*hbY*)
          POS:	TYPO
          VOC:	Al*hbY*
        GLOSS:	nogloss

 INPUT STRING:	شىء
     IS_TRANS:	$Y'
        INDEX:	P7W1
      OFFSETS:	1-4
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy')
          POS:	NOUN
          VOC:	$iy'
        GLOSS:	something/thing/things

 INPUT STRING:	جميل
     IS_TRANS:	jmyl
        INDEX:	P7W2
      OFFSETS:	5-9
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jamiyl_1]
   UNSPLITVOC:	(jamiyl)
          POS:	ADJ
          VOC:	jamiyl
        GLOSS:	beautiful/nice/fine

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W3
      OFFSETS:	9-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P7W4
      OFFSETS:	10-11
       TOKENS:	P7W4-P7W4
