 INPUT STRING:	ده
        LEMMA:	[>aw_1]
   UNSPLITVOC:	(>aw)
          POS:	CONJ
          VOC:	>aw
        GLOSS:	or

 INPUT STRING:	وضعها
     IS_TRANS:	wDEhA
        INDEX:	P2W11
      OFFSETS:	48-53
       TOKENS:	P2W12-P2W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[waDaE_1]
   UNSPLITVOC:	(waDaEohA)
          POS:	PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:3FS
          VOC:	waDaE+(null)+hA
        GLOSS:	put/place+he/it [verb]+it/them/her

 INPUT STRING:	ودا
     IS_TRANS:	wdA
        INDEX:	P3W1
      OFFSETS:	0-3
       TOKENS:	P3W1-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(widah)
          POS:	CONJ+DEM_PRON_MS
          VOC:	wi+dah
        GLOSS:	and+this

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P3W2
      OFFSETS:	4-8
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	طبقا
     IS_TRANS:	TbqA
        INDEX:	P3W3
      OFFSETS:	9-13
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Tiboq_1]
   UNSPLITVOC:	(TiboqAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	Tiboq+AF
        GLOSS:	according (to)/in accordance (with)/conforming (with)+[acc.indef.]

 INPUT STRING:	لحكمة
     IS_TRANS:	lHkmp
        INDEX:	P3W4
      OFFSETS:	14-19
       TOKENS:	P3W5-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hikomap_1]
   UNSPLITVOC:	(liHikomap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+Hikom+ap
        GLOSS:	for/to+wisdom/maxim+[fem.sg.]

 INPUT STRING:	الرئيس
     IS_TRANS:	Alr}ys
        INDEX:	P3W5
      OFFSETS:	20-26
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ra}iys_1]
   UNSPLITVOC:	(Alr~a}iys)
          POS:	DET+NOUN
          VOC:	Al+ra}iys
        GLOSS:	the+president/head/chairman

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P3W6
      OFFSETS:	27-29
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	تسيير
     IS_TRANS:	tsyyr
        INDEX:	P3W7
      OFFSETS:	30-35
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tasoyiyr_1]
   UNSPLITVOC:	(tasoyiyr)
          POS:	NOUN
          VOC:	tasoyiyr
        GLOSS:	propulsion/steering/guidance

 INPUT STRING:	الأحداث
     IS_TRANS:	Al>HdAv
        INDEX:	P3W8
      OFFSETS:	36-43
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Al>aHodAv)
          POS:	DET+NOUN
          VOC:	Al+>aHodAv
        GLOSS:	the+events

 INPUT STRING:	القائمة
     IS_TRANS:	AlqA}mp
        INDEX:	P3W9
      OFFSETS:	44-51
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qA}im_2]
   UNSPLITVOC:	(AlqA}imap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+qA}im+ap
        GLOSS:	the+ongoing/existing/present/remaining+[fem.sg.]

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P3W10
      OFFSETS:	52-55
       TOKENS:	P3W12-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mA_7]
   UNSPLITVOC:	(limA)
          POS:	PREP+REL_PRON
          VOC:	li+mA
        GLOSS:	for/to+what/which

 INPUT STRING:	فيه
     IS_TRANS:	fyh
        INDEX:	P3W11
      OFFSETS:	56-59
       TOKENS:	P3W14-P3W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyh)
          POS:	PREP+PRON_3MS
          VOC:	fiy+uh
        GLOSS:	in+him/it

 INPUT STRING:	مصلحة
     IS_TRANS:	mSlHp
        INDEX:	P3W12
      OFFSETS:	60-65
       TOKENS:	P3W16-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSolaHap_1]
   UNSPLITVOC:	(maSolaHap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	maSolaH+ap
        GLOSS:	interest/advantage/favor+[fem.sg.]

 INPUT STRING:	الوطن
     IS_TRANS:	AlwTn
        INDEX:	P3W13
      OFFSETS:	66-71
       TOKENS:	P3W17-P3W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waTan_1]
   UNSPLITVOC:	(AlwaTan)
          POS:	DET+NOUN
          VOC:	Al+waTan
        GLOSS:	the+nation/homeland

 INPUT STRING:	والأشقاء
     IS_TRANS:	wAl>$qA'
        INDEX:	P3W14
      OFFSETS:	72-80
       TOKENS:	P3W18-P3W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$aqiyq_1]
   UNSPLITVOC:	(wiAl>a$iq~A')
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>a$iq~A'
        GLOSS:	and+the+brothers

 INPUT STRING:	والعرب
     IS_TRANS:	wAlErb
        INDEX:	P3W15
      OFFSETS:	81-87
       TOKENS:	P3W20-P3W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Earabiy_1]
   UNSPLITVOC:	(wiAlEarab)
          POS:	CONJ+DET+ADJ
          VOC:	wi+Al+Earab
        GLOSS:	and+the+Arab

 INPUT STRING:	ودي
     IS_TRANS:	wdy
        INDEX:	P4W1
      OFFSETS:	0-3
       TOKENS:	P4W1-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(widiy)
          POS:	CONJ+DEM_PRON
          VOC:	wi+diy
        GLOSS:	and+this/these

 INPUT STRING:	طبعا
     IS_TRANS:	TbEA
        INDEX:	P4W2
      OFFSETS:	4-8
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TaboE_1]
   UNSPLITVOC:	(TaboEAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	TaboE+AF
        GLOSS:	temperament/naturally/of course+[acc.indef.]

 INPUT STRING:	هتبقى
     IS_TRANS:	htbqY
        INDEX:	P4W3
      OFFSETS:	9-14
       TOKENS:	P4W4-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_2]
   UNSPLITVOC:	(hatiboqaY)
          POS:	FUT_PART+IV3FS+IV
          VOC:	ha+ti+boqaY
        GLOSS:	will+it/they/she+become/remain

 INPUT STRING:	بذرة
     IS_TRANS:	b*rp
        INDEX:	P4W4
      OFFSETS:	15-19
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bi*orap_1]
   UNSPLITVOC:	(bi*orap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	bi*or+ap
        GLOSS:	seed/germ+[fem.sg.]

 INPUT STRING:	لمقالة
     IS_TRANS:	lmqAlp
        INDEX:	P4W5
      OFFSETS:	20-26
       TOKENS:	P4W7-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqAlap_1]
   UNSPLITVOC:	(limaqAlap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	li+maqAl+ap
        GLOSS:	for/to+article/essay+[fem.sg.]

 INPUT STRING:	أربع
     IS_TRANS:	>rbE
        INDEX:	P4W6
      OFFSETS:	27-31
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ArobaE_1]
   UNSPLITVOC:	(ArobaE)
          POS:	NOUN_NUM
          VOC:	ArobaE
        GLOSS:	four

 INPUT STRING:	صفحات
     IS_TRANS:	SfHAt
        INDEX:	P4W7
      OFFSETS:	32-37
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SafoHap_1]
   UNSPLITVOC:	(SafoHAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	SafoH+At
        GLOSS:	pages/leaves+[fem.pl.]

 INPUT STRING:	بالقطع
     IS_TRANS:	bAlqTE
        INDEX:	P4W8
      OFFSETS:	38-44
       TOKENS:	P4W11-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qaToE_1]
   UNSPLITVOC:	(biAlqaToE)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+qaToE
        GLOSS:	with/by+the+definitely/absolutely

 INPUT STRING:	الكبير
     IS_TRANS:	Alkbyr
        INDEX:	P4W9
      OFFSETS:	45-51
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kibiyr_1]
   UNSPLITVOC:	(Alkibiyr)
          POS:	DET+ADJ
          VOC:	Al+kibiyr
        GLOSS:	the+large/great/important/major/senior

 INPUT STRING:	لشيخ
     IS_TRANS:	l$yx
        INDEX:	P4W10
      OFFSETS:	52-56
       TOKENS:	P4W14-P4W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ayx_1]
   UNSPLITVOC:	(li$ayx)
          POS:	PREP+NOUN
          VOC:	li+$ayx
        GLOSS:	for/to+Sheikh/chieftain

 INPUT STRING:	الصحفيين
     IS_TRANS:	AlSHfyyn
        INDEX:	P4W11
      OFFSETS:	57-65
       TOKENS:	P4W16-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaHafiy_1]
   UNSPLITVOC:	(AlS~aHafiy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+SaHafiy~+iyn
        GLOSS:	the+journalist/reporter+[masc.pl.]

 INPUT STRING:	أسامة
     IS_TRANS:	>sAmp
        INDEX:	P4W12
      OFFSETS:	66-71
       TOKENS:	P4W17-P4W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usAmap_1]
   UNSPLITVOC:	(>usAmap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>usAm+ap
        GLOSS:	Usama/Osama+[fem.sg.]

 INPUT STRING:	سرايا
     IS_TRANS:	srAyA
        INDEX:	P4W13
      OFFSETS:	72-77
       TOKENS:	P4W18-P4W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sarAyA_1]
   UNSPLITVOC:	(sarAyA)
          POS:	NOUN_PROP
          VOC:	sarAyA
        GLOSS:	Saraya

 INPUT STRING:	ليه
     IS_TRANS:	lyh
        INDEX:	P5W1
      OFFSETS:	0-3
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[layoh_1]
   UNSPLITVOC:	(layoh)
          POS:	INTERROG_ADV
          VOC:	layoh
        GLOSS:	why

 INPUT STRING:	ياعم
     IS_TRANS:	yAEm
        INDEX:	P5W2
      OFFSETS:	4-8
       TOKENS:	P5W2-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eam~_1]
   UNSPLITVOC:	(yA_Eam~)
          POS:	VOC_PART+NOUN
          VOC:	yA+Eam~
        GLOSS:	oh/O+paternal uncle/uncle

 INPUT STRING:	شلولح
     IS_TRANS:	$lwlH
        INDEX:	P5W3
      OFFSETS:	9-14
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iluwlaH_1]
   UNSPLITVOC:	($iluwlaH)
          POS:	NOUN_PROP
          VOC:	$iluwlaH
        GLOSS:	Shlolah

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P5W4
      OFFSETS:	15-18
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]

 INPUT STRING:	والاخت
     IS_TRANS:	wAlAxt
        INDEX:	P5W5
      OFFSETS:	19-25
       TOKENS:	P5W6-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>uxot_1]
   UNSPLITVOC:	(wiAl>uxot)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+>uxot
        GLOSS:	and+the+sister/counterpart/sisters

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W6
      OFFSETS:	25-26
       TOKENS:	P5W8-P5W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W7
      OFFSETS:	26-27
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	البنا
     IS_TRANS:	AlbnA
        INDEX:	P5W8
      OFFSETS:	27-32
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ban~A_3]
   UNSPLITVOC:	(Alban~A)
          POS:	DET+NOUN_PROP
          VOC:	Al+ban~A
        GLOSS:	the+Banna

 INPUT STRING:	امام
     IS_TRANS:	AmAm
        INDEX:	P5W9
      OFFSETS:	33-37
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imAm_1]
   UNSPLITVOC:	(<imAm)
          POS:	NOUN
          VOC:	<imAm
        GLOSS:	leader/Imam

 INPUT STRING:	الجيل
     IS_TRANS:	Aljyl
        INDEX:	P5W10
      OFFSETS:	38-43
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jiyl_1]
   UNSPLITVOC:	(Aljiyl)
          POS:	DET+NOUN
          VOC:	Al+jiyl
        GLOSS:	the+generation/epoch

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P5W11
      OFFSETS:	43-44
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	تشككوا
     IS_TRANS:	t$kkwA
        INDEX:	P6W1
      OFFSETS:	0-6
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ak~ik_1]
   UNSPLITVOC:	(ti$ak~ikuwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+$ak~ik+uwA
        GLOSS:	you [pl.]+make doubt/give suspicions+[pl.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P6W2
      OFFSETS:	7-9
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	حكمة
     IS_TRANS:	Hkmp
        INDEX:	P6W3
      OFFSETS:	10-14
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hikomap_1]
   UNSPLITVOC:	(Hikomap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	Hikom+ap
        GLOSS:	wisdom/maxim+[fem.sg.]

 INPUT STRING:	وحنكة
     IS_TRANS:	wHnkp
        INDEX:	P6W4
      OFFSETS:	15-20
