 INPUT STRING:	يا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nAs_1]
   UNSPLITVOC:	(wiAlnAs)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+nAs
        GLOSS:	and+the+people

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P3W10
      OFFSETS:	49-50
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	nogloss

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P4W1
      OFFSETS:	0-2
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all, entire, every, whole

 INPUT STRING:	شويه
     IS_TRANS:	$wyh
        INDEX:	P4W2
      OFFSETS:	3-7
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN_QUANT+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	محاولات
     IS_TRANS:	mHAwlAt
        INDEX:	P4W3
      OFFSETS:	8-15
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHAwalap_1]
   UNSPLITVOC:	(muHAwalAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muHAwal+At
        GLOSS:	attempts/efforts+[fem.pl.]

 INPUT STRING:	اقتحام
     IS_TRANS:	AqtHAm
        INDEX:	P4W4
      OFFSETS:	16-22
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iqotiHAm_1]
   UNSPLITVOC:	(<iqotiHAm)
          POS:	NOUN
          VOC:	<iqotiHAm
        GLOSS:	assault/storming/breach/incursion

 INPUT STRING:	منشآت
     IS_TRANS:	mn$|t
        INDEX:	P4W5
      OFFSETS:	23-28
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[muno$a>ap_1]
   UNSPLITVOC:	(muno$a|t)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	muno$a+|t
        GLOSS:	establishments/firms+[fem.pl.]

 INPUT STRING:	الدوله
     IS_TRANS:	Aldwlh
        INDEX:	P4W6
      OFFSETS:	29-35
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawlap_1]
   UNSPLITVOC:	(Ald~awlap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dawl+ap
        GLOSS:	the+state/country+[fem.sg.]

 INPUT STRING:	المهمه
     IS_TRANS:	Almhmh
        INDEX:	P4W7
      OFFSETS:	36-42
       TOKENS:	P4W7-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muhim~ap_1]
   UNSPLITVOC:	(Almuhim~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muhim~+ap
        GLOSS:	the+important/serious+[fem.sg.]

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P4W8
      OFFSETS:	43-47
       TOKENS:	P4W8-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	الامن
     IS_TRANS:	AlAmn
        INDEX:	P4W9
      OFFSETS:	48-53
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	يحاول
     IS_TRANS:	yHAwl
        INDEX:	P4W10
      OFFSETS:	54-59
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(yiHAwil)
          POS:	IV3MS+IV
          VOC:	yi+HAwil
        GLOSS:	he/it+attempt/try

 INPUT STRING:	منعهم
     IS_TRANS:	mnEhm
        INDEX:	P4W11
      OFFSETS:	60-65
       TOKENS:	P4W12-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[manoE_1]
   UNSPLITVOC:	(manoEuhum)
          POS:	NOUN+POSS_PRON_3P
          VOC:	manoE+hum
        GLOSS:	prevention/interdiction+their

 INPUT STRING:	يقوموا
     IS_TRANS:	yqwmwA
        INDEX:	P4W12
      OFFSETS:	66-72
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(yiquwmuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+quwm+uwA
        GLOSS:	they (people)+undertake/carry out+[pl.]

 INPUT STRING:	يتهموه
     IS_TRANS:	ythmwh
        INDEX:	P4W13
      OFFSETS:	73-79
       TOKENS:	P4W15-P4W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ait~aham_1]
   UNSPLITVOC:	(yit~ahamuwh)
          POS:	IV3P+IV+IVSUFF_SUBJ:P+IVSUFF_DO:3MS
          VOC:	yi+t~aham+uwA+uh
        GLOSS:	they (people)+accuse+[masc.pl.]+it/him

 INPUT STRING:	بتعذيب
     IS_TRANS:	btE*yb
        INDEX:	P4W14
      OFFSETS:	80-86
       TOKENS:	P4W17-P4W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEo*iyb_1]
   UNSPLITVOC:	(bitaEo*iyb)
          POS:	PREP+NOUN
          VOC:	bi+taEo*iyb
        GLOSS:	with/by+torture/punishment

 INPUT STRING:	المواطنين
     IS_TRANS:	AlmwATnyn
        INDEX:	P4W15
      OFFSETS:	87-96
       TOKENS:	P4W19-P4W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwATin_1]
   UNSPLITVOC:	(AlmuwATiniyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+muwATin+iyn
        GLOSS:	the+citizen+[masc.pl.]

 INPUT STRING:	وتعريتهم
     IS_TRANS:	wtErythm
        INDEX:	P4W16
      OFFSETS:	97-105
       TOKENS:	P4W20-P4W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taEoriyap_1]
   UNSPLITVOC:	(witaEoriy~ithum)
          POS:	CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_3P
          VOC:	wi+taEoriy~+ap+hum
        GLOSS:	and+uncovering/exposure/unveiling+[fem.sg.]+their

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W17
      OFFSETS:	105-106
       TOKENS:	P4W23-P4W23
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W18
      OFFSETS:	106-107
       TOKENS:	P4W24-P4W24
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W19
      OFFSETS:	107-108
       TOKENS:	P4W25-P4W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	خلا
     IS_TRANS:	xlA
        INDEX:	P4W20
      OFFSETS:	108-111
       TOKENS:	P4W26-P4W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(xlA)
          POS:	TYPO
          VOC:	xlA
        GLOSS:	nogloss

 INPUT STRING:	بقه
     IS_TRANS:	bqh
        INDEX:	P4W21
      OFFSETS:	112-115
       TOKENS:	P4W27-P4W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(ba>aY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	so/then

 INPUT STRING:	زهقت
     IS_TRANS:	zhqt
        INDEX:	P4W22
      OFFSETS:	116-120
       TOKENS:	P4W28-P4W28
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zahaq_1]
   UNSPLITVOC:	(zahaqt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	zahaq+t
        GLOSS:	die/be tired+I [verb]

 INPUT STRING:	قرفت
     IS_TRANS:	qrft
        INDEX:	P4W23
      OFFSETS:	121-125
       TOKENS:	P4W29-P4W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qirif_1]
   UNSPLITVOC:	(qirift)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qirif+t
        GLOSS:	peel+I [verb]

 INPUT STRING:	رحمتك
     IS_TRANS:	rHmtk
        INDEX:	P4W24
      OFFSETS:	126-131
       TOKENS:	P4W30-P4W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHomap_1]
   UNSPLITVOC:	(raHomitak)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	raHom+ap+ak
        GLOSS:	compassion/mercy+[fem.sg.]+your [masc.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P4W25
      OFFSETS:	132-134
       TOKENS:	P4W32-P4W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O, oh

 INPUT STRING:	رب
     IS_TRANS:	rb
        INDEX:	P4W26
      OFFSETS:	135-137
       TOKENS:	P4W33-P4W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(rab~)
          POS:	NOUN
          VOC:	rab~
        GLOSS:	lord/master

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W27
      OFFSETS:	137-138
       TOKENS:	P4W34-P4W34
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W28
      OFFSETS:	138-139
       TOKENS:	P4W35-P4W35
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	.
     IS_TRANS:	.
        INDEX:	P4W29
      OFFSETS:	139-140
       TOKENS:	P4W36-P4W36
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	nogloss

 INPUT STRING:	مواطين
     IS_TRANS:	mwATyn
        INDEX:	P5W1
      OFFSETS:	0-6
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(mwATyn)
          POS:	TYPO
          VOC:	mwATyn
        GLOSS:	nogloss

 INPUT STRING:	اييييييييه
     IS_TRANS:	Ayyyyyyyyh
        INDEX:	P5W2
      OFFSETS:	7-17
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	دول
     IS_TRANS:	dwl
        INDEX:	P5W3
      OFFSETS:	18-21
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dawol_1]
   UNSPLITVOC:	(dawol)
          POS:	DEM_PRON_P
          VOC:	dawol
        GLOSS:	these

 INPUT STRING:	ورايحين
     IS_TRANS:	wrAyHyn
        INDEX:	P5W4
      OFFSETS:	22-29
       TOKENS:	P5W4-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAyiH_1]
   UNSPLITVOC:	(wirAyoHiyn)
          POS:	CONJ+ADJ.VN+NSUFF_MASC_PL
          VOC:	wi+rAyoH+iyn
        GLOSS:	and+going+[masc.pl.]

 INPUT STRING:	يخربوا
     IS_TRANS:	yxrbwA
        INDEX:	P5W5
      OFFSETS:	30-36
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yxrbwA)
          POS:	NO_FUNC
          VOC:	yxrbwA
        GLOSS:	nogloss

 INPUT STRING:	ويستفزوا
     IS_TRANS:	wystfzwA
        INDEX:	P5W6
      OFFSETS:	37-45
       TOKENS:	P5W7-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<isotafaz~_1]
   UNSPLITVOC:	(wiyisotafiz~uwA)
          POS:	CONJ+IV3P+IV+IVSUFF_SUBJ:P
          VOC:	wi+yi+sotafiz~+uwA
        GLOSS:	and+they (people)+provoke/harass+[masc.pl.]

 INPUT STRING:	الامن
     IS_TRANS:	AlAmn
        INDEX:	P5W7
      OFFSETS:	46-51
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>amon_1]
   UNSPLITVOC:	(Al>amon)
          POS:	DET+NOUN
          VOC:	Al+>amon
        GLOSS:	the+security/safety

 INPUT STRING:	بشتايم
     IS_TRANS:	b$tAym
        INDEX:	P5W8
      OFFSETS:	52-58
       TOKENS:	P5W10-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$atiymap_1]
   UNSPLITVOC:	(bi$atAyim)
          POS:	PREP+NOUN
          VOC:	bi+$atAyim
        GLOSS:	by/with+insults/invectives

 INPUT STRING:	وطوب
     IS_TRANS:	wTwb
        INDEX:	P5W9
      OFFSETS:	59-63
       TOKENS:	P5W12-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tuwbap_1]
   UNSPLITVOC:	(wiTuwb)
          POS:	CONJ+NOUN
          VOC:	wi+Tuwb
        GLOSS:	and+bricks

 INPUT STRING:	ليييييييه
     IS_TRANS:	lyyyyyyyh
        INDEX:	P5W10
      OFFSETS:	64-73
       TOKENS:	P5W14-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[liyh_1]
   UNSPLITVOC:	(liyh)
          POS:	INTERROG_ADV
          VOC:	liyh
        GLOSS:	why

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W11
      OFFSETS:	74-75
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W12
      OFFSETS:	75-76
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P5W13
      OFFSETS:	77-79
       TOKENS:	P5W17-P5W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P5W14
      OFFSETS:	80-84
       TOKENS:	P5W18-P5W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	بقه
