 INPUT STRING:	يا
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mamoduwH_1]
   UNSPLITVOC:	(limamoduwH)
          POS:	PREP+NOUN_PROP
          VOC:	li+mamoduwH
        GLOSS:	for/to+Mamdouh

 INPUT STRING:	حمزة
     IS_TRANS:	Hmzp
        INDEX:	P3W4
      OFFSETS:	17-21
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamozap_1]
   UNSPLITVOC:	(Hamozap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	Hamoz+ap
        GLOSS:	Hamza+[fem.sg.]

 INPUT STRING:	وهو
     IS_TRANS:	whw
        INDEX:	P3W5
      OFFSETS:	22-25
       TOKENS:	P3W7-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(wihuw~a)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	wi+huw~a
        GLOSS:	while+he/it

 INPUT STRING:	بتكلم
     IS_TRANS:	btklm
        INDEX:	P3W6
      OFFSETS:	26-31
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(btklm)
          POS:	TYPO
          VOC:	btklm
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P3W7
      OFFSETS:	32-34
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with

 INPUT STRING:	البعض
     IS_TRANS:	AlbED
        INDEX:	P3W8
      OFFSETS:	35-40
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(AlbaEoD)
          POS:	DET+NOUN_QUANT
          VOC:	Al+baEoD
        GLOSS:	the+some, a few, little, part

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P3W9
      OFFSETS:	41-43
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	مخطط
     IS_TRANS:	mxTT
        INDEX:	P3W10
      OFFSETS:	44-48
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxaT~aT_1]
   UNSPLITVOC:	(muxaT~aT)
          POS:	NOUN
          VOC:	muxaT~aT
        GLOSS:	plan/sketch

 INPUT STRING:	الاضراب
     IS_TRANS:	AlADrAb
        INDEX:	P3W11
      OFFSETS:	49-56
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iDorAb_1]
   UNSPLITVOC:	(Al<iDorAb)
          POS:	DET+NOUN
          VOC:	Al+<iDorAb
        GLOSS:	the+strike/stoppage

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P3W12
      OFFSETS:	57-61
       TOKENS:	P3W15-P3W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	هيبتدى
     IS_TRANS:	hybtdY
        INDEX:	P3W13
      OFFSETS:	62-68
       TOKENS:	P3W16-P3W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AibotadA_1]
   UNSPLITVOC:	(Hayibotidiy)
          POS:	FUT_PART+IV3MS+IV
          VOC:	Ha+yi+botidiy
        GLOSS:	will+he/it+start/begin

 INPUT STRING:	بالسكك
     IS_TRANS:	bAlskk
        INDEX:	P3W14
      OFFSETS:	69-75
       TOKENS:	P3W18-P3W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sik~ap_1]
   UNSPLITVOC:	(biAls~ikak)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+sikak
        GLOSS:	with/by+the+roads

 INPUT STRING:	الحديد
     IS_TRANS:	AlHdyd
        INDEX:	P3W15
      OFFSETS:	76-82
       TOKENS:	P3W20-P3W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadiyd_1]
   UNSPLITVOC:	(AlHadiyd)
          POS:	DET+NOUN
          VOC:	Al+Hadiyd
        GLOSS:	the+iron

 INPUT STRING:	والمطارات
     IS_TRANS:	wAlmTArAt
        INDEX:	P3W16
      OFFSETS:	83-92
       TOKENS:	P3W21-P3W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maTAr_1]
   UNSPLITVOC:	(wiAlmaTArAt)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_PL
          VOC:	wi+Al+maTAr+At
        GLOSS:	and+the+airports/airfields+[fem.pl.]

 INPUT STRING:	ووحاجات
     IS_TRANS:	wwHAjAt
        INDEX:	P3W17
      OFFSETS:	93-100
       TOKENS:	P3W23-P3W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(wiHAjAt)
          POS:	CONJ+NOUN+NSUFF_FEM_PL
          VOC:	wi+HAj+At
        GLOSS:	and+thing+[fem.pl.]

 INPUT STRING:	كتير
     IS_TRANS:	ktyr
        INDEX:	P3W18
      OFFSETS:	101-105
       TOKENS:	P3W25-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kitiyr_1]
   UNSPLITVOC:	(kitiyr)
          POS:	ADJ
          VOC:	kitiyr
        GLOSS:	many/much/numerous

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P3W19
      OFFSETS:	106-108
       TOKENS:	P3W26-P3W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	البلد
     IS_TRANS:	Albld
        INDEX:	P3W20
      OFFSETS:	109-114
       TOKENS:	P3W27-P3W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[balad_1]
   UNSPLITVOC:	(Albalad)
          POS:	DET+NOUN
          VOC:	Al+balad
        GLOSS:	the+country/country/countries

 INPUT STRING:	امدة
     IS_TRANS:	Amdp
        INDEX:	P3W21
      OFFSETS:	115-119
       TOKENS:	P3W28-P3W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Amdp)
          POS:	TYPO
          VOC:	Amdp
        GLOSS:	nogloss

 INPUT STRING:	يوم
     IS_TRANS:	ywm
        INDEX:	P3W22
      OFFSETS:	120-123
       TOKENS:	P3W29-P3W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yawm_1]
   UNSPLITVOC:	(yawm)
          POS:	NOUN
          VOC:	yawm
        GLOSS:	today/some day/ever/day

 INPUT STRING:	وبعد
     IS_TRANS:	wbEd
        INDEX:	P3W23
      OFFSETS:	124-128
       TOKENS:	P3W30-P3W31
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(wibaEod)
          POS:	CONJ+NOUN
          VOC:	wi+baEod
        GLOSS:	and+after

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P3W24
      OFFSETS:	129-132
       TOKENS:	P3W32-P3W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[kidA_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	like that

 INPUT STRING:	يستمر
     IS_TRANS:	ystmr
        INDEX:	P3W25
      OFFSETS:	133-138
       TOKENS:	P3W33-P3W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotamar~_1]
   UNSPLITVOC:	(yisotamir~)
          POS:	IV3MS+IV
          VOC:	yi+sotamir~
        GLOSS:	he/it+continue

 INPUT STRING:	ولما
     IS_TRANS:	wlmA
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(wilam~A)
          POS:	CONJ+SUB_CONJ
          VOC:	wi+lam~A
        GLOSS:	and+as, when

 INPUT STRING:	اتكلم
     IS_TRANS:	Atklm
        INDEX:	P4W2
      OFFSETS:	5-10
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokal~im_1]
   UNSPLITVOC:	(Aitokal~im)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Aitokal~im+(null)
        GLOSS:	talk/speak/discuss+he/it [verb]

 INPUT STRING:	الاستاذ
     IS_TRANS:	AlAstA*
        INDEX:	P4W3
      OFFSETS:	11-18
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>usotA*_1]
   UNSPLITVOC:	(Al>usotA*)
          POS:	DET+NOUN
          VOC:	Al+>usotA*
        GLOSS:	the+professor

 INPUT STRING:	ممدوح
     IS_TRANS:	mmdwH
        INDEX:	P4W4
      OFFSETS:	19-24
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mamoduwH_1]
   UNSPLITVOC:	(mamoduwH)
          POS:	NOUN_PROP
          VOC:	mamoduwH
        GLOSS:	Mamdouh

 INPUT STRING:	انكر
     IS_TRANS:	Ankr
        INDEX:	P4W5
      OFFSETS:	25-29
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>anokar_1]
   UNSPLITVOC:	(>anokar)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	>anokar+(null)
        GLOSS:	deny/disavow/refuse+he/it [verb]

 INPUT STRING:	وقال
     IS_TRANS:	wqAl
        INDEX:	P4W6
      OFFSETS:	30-34
       TOKENS:	P4W7-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(wiqAl)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAl+(null)
        GLOSS:	and+say+he/it [verb]

 INPUT STRING:	انه
     IS_TRANS:	Anh
        INDEX:	P4W7
      OFFSETS:	35-38
       TOKENS:	P4W9-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~uh)
          POS:	SUB_CONJ+PRON_3MS
          VOC:	<in~+uh
        GLOSS:	that+he/it

 INPUT STRING:	ملفق
     IS_TRANS:	mlfq
        INDEX:	P4W8
      OFFSETS:	39-43
       TOKENS:	P4W11-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[milaf~aq_1]
   UNSPLITVOC:	(milaf~aq)
          POS:	ADJ
          VOC:	milaf~aq
        GLOSS:	fabricated/falsified

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	البنت
     IS_TRANS:	Albnt
        INDEX:	P5W2
      OFFSETS:	3-8
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(Albinot)
          POS:	DET+NOUN
          VOC:	Al+binot
        GLOSS:	the+daughter/girl

 INPUT STRING:	اللى
     IS_TRANS:	AllY
        INDEX:	P5W3
      OFFSETS:	9-13
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Alliy_1]
   UNSPLITVOC:	(Alliy)
          POS:	REL_PRON
          VOC:	Alliy
        GLOSS:	which

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P5W4
      OFFSETS:	14-18
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be+it/they/she [verb]

 INPUT STRING:	بتكلم
     IS_TRANS:	btklm
        INDEX:	P5W5
      OFFSETS:	19-24
       TOKENS:	P5W5-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kal~im_1]
   UNSPLITVOC:	(bitikal~im)
          POS:	PROG_PART+IV3FS+IV
          VOC:	bi+ti+kal~im
        GLOSS:	[present-tense]+she/it/they+talk/speak/discuss

 INPUT STRING:	معه
     IS_TRANS:	mEh
        INDEX:	P5W6
      OFFSETS:	25-28
       TOKENS:	P5W7-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	maEa+uh
        GLOSS:	something with+his/its

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P5W7
      OFFSETS:	29-31
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	المقطع
     IS_TRANS:	AlmqTE
        INDEX:	P5W8
      OFFSETS:	32-38
       TOKENS:	P5W10-P5W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maqoTaE_1]
   UNSPLITVOC:	(AlmaqoTaE)
          POS:	DET+NOUN
          VOC:	Al+maqoTaE
        GLOSS:	the+section/selection/excerpt

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P5W9
      OFFSETS:	39-42
       TOKENS:	P5W11-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P5W10
      OFFSETS:	43-48
       TOKENS:	P5W12-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	دى
     IS_TRANS:	dY
        INDEX:	P5W11
      OFFSETS:	49-51
       TOKENS:	P5W13-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON
          VOC:	diy
        GLOSS:	these/this

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P5W12
      OFFSETS:	52-54
       TOKENS:	P5W14-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	شباب
     IS_TRANS:	$bAb
        INDEX:	P5W13
      OFFSETS:	55-59
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ab~_1]
   UNSPLITVOC:	($abAb)
          POS:	NOUN
          VOC:	$abAb
        GLOSS:	young men

 INPUT STRING:	ائتلاف
     IS_TRANS:	A}tlAf
        INDEX:	P5W14
      OFFSETS:	60-66
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ai}otilAf_1]
   UNSPLITVOC:	(Ai}otilAf)
          POS:	NOUN
          VOC:	Ai}otilAf
        GLOSS:	coalition/entente

 INPUT STRING:	الثورة
     IS_TRANS:	Alvwrp
        INDEX:	P5W15
      OFFSETS:	67-73
       TOKENS:	P5W17-P5W17
