 INPUT STRING:	سلام
        GLOSS:	outside/outer part/overseas/exterior/out of play/leaving/departing/exiting

 INPUT STRING:	مصر
     IS_TRANS:	mSr
        INDEX:	P3W5
      OFFSETS:	21-24
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSor_1]
   UNSPLITVOC:	(maSor)
          POS:	NOUN_PROP
          VOC:	maSor
        GLOSS:	Egypt

 INPUT STRING:	ودى
     IS_TRANS:	wdY
        INDEX:	P3W6
      OFFSETS:	25-28
       TOKENS:	P3W8-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(widiy)
          POS:	CONJ+DEM_PRON_FS
          VOC:	wi+diy
        GLOSS:	and+these/this

 INPUT STRING:	فيها
     IS_TRANS:	fyhA
        INDEX:	P3W7
      OFFSETS:	29-33
       TOKENS:	P3W10-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiyhA)
          POS:	PREP+PRON_3FS
          VOC:	fiy+hA
        GLOSS:	in+it/them/her

 INPUT STRING:	مشكلتين
     IS_TRANS:	m$kltyn
        INDEX:	P3W8
      OFFSETS:	34-41
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mu$okilap_1]
   UNSPLITVOC:	(mu$okilatayon)
          POS:	NOUN+NSUFF_FEM_DU
          VOC:	mu$okil+atayon
        GLOSS:	problem/issue+two

 INPUT STRING:	اولا
     IS_TRANS:	AwlA
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aw~al_1]
   UNSPLITVOC:	(>aw~alAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aw~al+AF
        GLOSS:	first+[acc.indef.]

 INPUT STRING:	معرفش
     IS_TRANS:	mErf$
        INDEX:	P4W2
      OFFSETS:	5-10
       TOKENS:	P4W2-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eirif_1]
   UNSPLITVOC:	(mA_AaEoraf$)
          POS:	NEG_PART+IV1S+IV+NEG_PART
          VOC:	mA+Aa+Eoraf+$
        GLOSS:	not+I+be known/know+not

 INPUT STRING:	امتى
     IS_TRANS:	AmtY
        INDEX:	P4W3
      OFFSETS:	11-15
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<imotaY_1]
   UNSPLITVOC:	(<imotaY)
          POS:	REL_ADV
          VOC:	<imotaY
        GLOSS:	when

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P4W4
      OFFSETS:	16-19
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P4W5
      OFFSETS:	20-23
       TOKENS:	P4W7-P4W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	REL_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P4W6
      OFFSETS:	24-27
       TOKENS:	P4W8-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	ازاى
     IS_TRANS:	AzAY
        INDEX:	P4W7
      OFFSETS:	28-32
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aiz~Ay_1]
   UNSPLITVOC:	(Aiz~Ay)
          POS:	REL_ADV
          VOC:	Aiz~Ay
        GLOSS:	How

 INPUT STRING:	هروح
     IS_TRANS:	hrwH
        INDEX:	P4W8
      OFFSETS:	33-37
       TOKENS:	P4W10-P4W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(HaAaruwH)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+ruwH
        GLOSS:	will+I+begin/go

 INPUT STRING:	انتخب
     IS_TRANS:	Antxb
        INDEX:	P4W9
      OFFSETS:	38-43
       TOKENS:	P4W12-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotaxab_1]
   UNSPLITVOC:	(Aanotaxib)
          POS:	IV1S+IV
          VOC:	Aa+notaxib
        GLOSS:	I+vote for/choose/vote/elect

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P5W2
      OFFSETS:	3-5
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القنصلية
     IS_TRANS:	AlqnSlyp
        INDEX:	P5W3
      OFFSETS:	6-14
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qunoSuliy~ap_1]
   UNSPLITVOC:	(AlqunoSuliy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+qunoSuliy~+ap
        GLOSS:	the+consulate+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P5W4
      OFFSETS:	15-18
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	السفارة
     IS_TRANS:	AlsfArp
        INDEX:	P5W5
      OFFSETS:	19-26
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sifArap_1]
   UNSPLITVOC:	(Als~ifArap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+sifAr+ap
        GLOSS:	the+embassy/embassies+[fem.sg.]

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P5W6
      OFFSETS:	27-30
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	فين
     IS_TRANS:	fyn
        INDEX:	P5W7
      OFFSETS:	31-34
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fayon_1]
   UNSPLITVOC:	(fayon)
          POS:	REL_ADV
          VOC:	fayon
        GLOSS:	where

 INPUT STRING:	واية
     IS_TRANS:	wAyp
        INDEX:	P6W1
      OFFSETS:	0-4
       TOKENS:	P6W1-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_3]
   UNSPLITVOC:	(wi<iyh)
          POS:	CONJ+REL_PRON
          VOC:	wi+<iyh
        GLOSS:	and+what

 INPUT STRING:	هى
     IS_TRANS:	hY
        INDEX:	P6W2
      OFFSETS:	5-7
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hiy~a_1]
   UNSPLITVOC:	(hiy~a)
          POS:	PRON_3FS
          VOC:	hiy~a
        GLOSS:	it/they/she

 INPUT STRING:	الألية
     IS_TRANS:	Al>lyp
        INDEX:	P6W3
      OFFSETS:	8-14
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Al>lyp)
          POS:	TYPO
          VOC:	Al>lyp
        GLOSS:	nogloss

 INPUT STRING:	المحددة
     IS_TRANS:	AlmHddp
        INDEX:	P6W4
      OFFSETS:	15-22
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muHad~ad_1]
   UNSPLITVOC:	(AlmuHad~adap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+muHad~ad+ap
        GLOSS:	the+set/determined/defined+[fem.sg.]

 INPUT STRING:	للموضوع
     IS_TRANS:	llmwDwE
        INDEX:	P6W5
      OFFSETS:	23-30
       TOKENS:	P6W6-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawDuwE_1]
   UNSPLITVOC:	(lilmawDuwE)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+mawDuwE
        GLOSS:	for/to+the+subject/theme/issue/subjects/themes/issues

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P6W6
      OFFSETS:	31-33
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	والاهم
     IS_TRANS:	wAlAhm
        INDEX:	P7W1
      OFFSETS:	0-6
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aham~_1]
   UNSPLITVOC:	(wiAl>aham~)
          POS:	CONJ+DET+ADJ_COMP
          VOC:	wi+Al+>aham~
        GLOSS:	and+the+most important/more

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P7W2
      OFFSETS:	7-9
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	دة
     IS_TRANS:	dp
        INDEX:	P7W3
      OFFSETS:	10-12
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	these/this

 INPUT STRING:	هل
     IS_TRANS:	hl
        INDEX:	P7W4
      OFFSETS:	13-15
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hal_1]
   UNSPLITVOC:	(hal)
          POS:	INTERROG_PART
          VOC:	hal
        GLOSS:	do?/is?

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P7W5
      OFFSETS:	16-18
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	شيء
     IS_TRANS:	$y'
        INDEX:	P7W6
      OFFSETS:	19-22
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[$iy'_1]
   UNSPLITVOC:	($iy')
          POS:	NOUN
          VOC:	$iy'
        GLOSS:	thing/things/something

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P7W7
      OFFSETS:	23-27
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	NOUN
          VOC:	mumokin
        GLOSS:	possibilities

 INPUT STRING:	يؤكد
     IS_TRANS:	y&kd
        INDEX:	P7W8
      OFFSETS:	28-32
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>ak~ad_1]
   UNSPLITVOC:	(yu&ak~id)
          POS:	IV3MS+IV
          VOC:	yu+&ak~id
        GLOSS:	he/it+affirm/assure/confirm/guarantee/be affirmed/be assured/be confirmed/be guaranteed

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P7W9
      OFFSETS:	33-36
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	نزاهة
     IS_TRANS:	nzAhp
        INDEX:	P7W10
      OFFSETS:	37-42
       TOKENS:	P7W11-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nazAhap_1]
   UNSPLITVOC:	(nazAhap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	nazAh+ap
        GLOSS:	impartiality/neutral attitude+[fem.sg.]

 INPUT STRING:	تصويتى
     IS_TRANS:	tSwytY
        INDEX:	P7W11
      OFFSETS:	43-49
       TOKENS:	P7W12-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[taSowiyt_1]
   UNSPLITVOC:	(taSowiytiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	taSowiyt+iy
        GLOSS:	voting+my

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P7W12
      OFFSETS:	50-53
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I

 INPUT STRING:	وغيرى
     IS_TRANS:	wgyrY
        INDEX:	P7W13
      OFFSETS:	54-59
       TOKENS:	P7W15-P7W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gayor_1]
   UNSPLITVOC:	(wigayoriy)
          POS:	CONJ+NOUN+POSS_PRON_1S
          VOC:	wi+gayor+iy
        GLOSS:	and+not/other+my

 INPUT STRING:	يعنى
     IS_TRANS:	yEnY
        INDEX:	P7W14
      OFFSETS:	60-64
       TOKENS:	P7W18-P7W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P7W15
      OFFSETS:	65-67
       TOKENS:	P7W19-P7W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P7W16
      OFFSETS:	68-72
       TOKENS:	P7W20-P7W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	NOUN
          VOC:	mumokin
