 INPUT STRING:	يا
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(.)
          POS:	PUNC
          VOC:	.
        GLOSS:	.

 INPUT STRING:	أتكسف
     IS_TRANS:	>tksf
        INDEX:	P1W24
      OFFSETS:	38-43
       TOKENS:	P1W24-P1W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aitokasaf_1]
   UNSPLITVOC:	(Aitokisif)
          POS:	CV+CVSUFF_SUBJ:2MS
          VOC:	Aitokisif+(null)
        GLOSS:	be ashamed/feel shy/ be embarrassed+you[masc.sg.][verb]

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1W25
      OFFSETS:	44-45
       TOKENS:	P1W25-P1W25
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1W26
      OFFSETS:	45-46
       TOKENS:	P1W26-P1W26
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1W27
      OFFSETS:	46-47
       TOKENS:	P1W27-P1W27
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1W28
      OFFSETS:	47-48
       TOKENS:	P1W28-P1W28
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	!
     IS_TRANS:	!
        INDEX:	P1W29
      OFFSETS:	48-49
       TOKENS:	P1W29-P1W29
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(!)
          POS:	PUNC
          VOC:	!
        GLOSS:	!

 INPUT STRING:	كنت
     IS_TRANS:	knt
        INDEX:	P2W1
      OFFSETS:	0-3
       TOKENS:	P2W1-P2W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kunt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	kun+t
        GLOSS:	be+I

 INPUT STRING:	جالساً
     IS_TRANS:	jAlsAF
        INDEX:	P2W2
      OFFSETS:	4-10
       TOKENS:	P2W2-P2W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jAlis_1]
   UNSPLITVOC:	(jAlisAF)
          POS:	ADJ+CASE_INDEF_ACC
          VOC:	jAlis+AF
        GLOSS:	sitting+[acc.indef.]

 INPUT STRING:	أشاهد
     IS_TRANS:	>$Ahd
        INDEX:	P2W3
      OFFSETS:	11-16
       TOKENS:	P2W3-P2W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ahid_1]
   UNSPLITVOC:	(Aa$Ahid)
          POS:	IV1S+IV
          VOC:	Aa+$Ahid
        GLOSS:	I+watch/observe/witness

 INPUT STRING:	التلفاز
     IS_TRANS:	AltlfAz
        INDEX:	P2W4
      OFFSETS:	17-24
       TOKENS:	P2W4-P2W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[tilofAz_1]
   UNSPLITVOC:	(Alt~ilofAz)
          POS:	DET+NOUN_PROP
          VOC:	Al+tilofAz
        GLOSS:	the+TV set

 INPUT STRING:	انتظارا
     IS_TRANS:	AntZArA
        INDEX:	P2W5
      OFFSETS:	25-32
       TOKENS:	P2W5-P2W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotiZAr_1]
   UNSPLITVOC:	(<inotiZArAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	<inotiZAr+AF
        GLOSS:	waiting/antcipating+[acc.indef.]

 INPUT STRING:	لأحد
     IS_TRANS:	l>Hd
        INDEX:	P2W6
      OFFSETS:	33-37
       TOKENS:	P2W6-P2W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(li>aHad)
          POS:	PREP+NOUN
          VOC:	li+>aHad
        GLOSS:	for/to+one/one of

 INPUT STRING:	البرامج
     IS_TRANS:	AlbrAmj
        INDEX:	P2W7
      OFFSETS:	38-45
       TOKENS:	P2W8-P2W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bironAmij_1]
   UNSPLITVOC:	(AlbarAmij)
          POS:	DET+NOUN
          VOC:	Al+barAmij
        GLOSS:	the+programs

 INPUT STRING:	بقناة
     IS_TRANS:	bqnAp
        INDEX:	P2W8
      OFFSETS:	46-51
       TOKENS:	P2W9-P2W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qanAp_1]
   UNSPLITVOC:	(biqanAp)
          POS:	PREP+NOUN
          VOC:	bi+qanAp
        GLOSS:	with/by+channel/channels

 INPUT STRING:	دريم
     IS_TRANS:	drym
        INDEX:	P2W9
      OFFSETS:	52-56
       TOKENS:	P2W11-P2W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[driym_1]
   UNSPLITVOC:	(driym)
          POS:	NOUN_PROP
          VOC:	driym
        GLOSS:	Dream

 INPUT STRING:	2
     IS_TRANS:	2
        INDEX:	P2W10
      OFFSETS:	58-59
       TOKENS:	P2W12-P2W12
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[2_1]
   UNSPLITVOC:	(2)
          POS:	NOUN_NUM
          VOC:	2
        GLOSS:	2

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P3W1
      OFFSETS:	0-1
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	فإذا
     IS_TRANS:	f<*A
        INDEX:	P3W2
      OFFSETS:	2-6
       TOKENS:	P3W2-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<i*A_2]
   UNSPLITVOC:	(fa<i*A)
          POS:	CONNEC_PART+PART
          VOC:	fa+<i*A
        GLOSS:	so/then+suddenly

 INPUT STRING:	بأعلان
     IS_TRANS:	b>ElAn
        INDEX:	P3W3
      OFFSETS:	7-13
       TOKENS:	P3W4-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEolAn_1]
   UNSPLITVOC:	(biAiEolAn)
          POS:	PREP+NOUN
          VOC:	bi+AiEolAn
        GLOSS:	with/by+advertisement/announcement

 INPUT STRING:	يطرح
     IS_TRANS:	yTrH
        INDEX:	P3W4
      OFFSETS:	14-18
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[TaraH_1]
   UNSPLITVOC:	(yaToraH)
          POS:	IV1S+IV
          VOC:	ya+ToraH
        GLOSS:	he/it+propose/suggest/submit

 INPUT STRING:	نفسه
     IS_TRANS:	nfsh
        INDEX:	P3W5
      OFFSETS:	19-23
       TOKENS:	P3W7-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	nafos+uh
        GLOSS:	same/self/selves+his/its

 INPUT STRING:	علي
     IS_TRANS:	Ely
        INDEX:	P3W6
      OFFSETS:	24-27
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الشاشة
     IS_TRANS:	Al$A$p
        INDEX:	P3W7
      OFFSETS:	28-34
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A$ap_1]
   UNSPLITVOC:	(Al$~A$ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+$A$+ap
        GLOSS:	the+screen/screens+[fem.sg.]

 INPUT STRING:	وشدني
     IS_TRANS:	w$dny
        INDEX:	P3W8
      OFFSETS:	35-40
       TOKENS:	P3W11-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$ad~_1]
   UNSPLITVOC:	(wi$ad~niy)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS+PVSUFF_DO:1S
          VOC:	wi+$ad~+(null)+niy
        GLOSS:	and+attract+he/it+me

 INPUT STRING:	اسم
     IS_TRANS:	Asm
        INDEX:	P3W9
      OFFSETS:	41-44
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisom_1]
   UNSPLITVOC:	(Aisom)
          POS:	NOUN
          VOC:	Aisom
        GLOSS:	name

 INPUT STRING:	البرنامج
     IS_TRANS:	AlbrnAmj
        INDEX:	P3W10
      OFFSETS:	45-53
       TOKENS:	P3W15-P3W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baronAmij_1]
   UNSPLITVOC:	(AlbaronAmij)
          POS:	DET+NOUN
          VOC:	Al+baronAmij
        GLOSS:	the+program

 INPUT STRING:	أنت
     IS_TRANS:	>nt
        INDEX:	P3W11
      OFFSETS:	56-59
       TOKENS:	P3W16-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you[masc.sg]

 INPUT STRING:	وضميرك
     IS_TRANS:	wDmyrk
        INDEX:	P3W12
      OFFSETS:	60-66
       TOKENS:	P3W17-P3W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Damiyr_1]
   UNSPLITVOC:	(wiDamiyrak)
          POS:	CONJ+NOUN+POSS_PRON_2MS
          VOC:	wi+Damiyr+ak
        GLOSS:	and+conscience+your

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P3W13
      OFFSETS:	68-69
       TOKENS:	P3W20-P3W20
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وعلي
     IS_TRANS:	wEly
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(waEalaY)
          POS:	CONJ+PREP
          VOC:	wa+EalaY
        GLOSS:	and+on/above/by

 INPUT STRING:	الفور
     IS_TRANS:	Alfwr
        INDEX:	P4W2
      OFFSETS:	5-10
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fawr_1]
   UNSPLITVOC:	(Alfawr)
          POS:	DET+NOUN
          VOC:	Al+fawr
        GLOSS:	the+immediately/at once

 INPUT STRING:	حولت
     IS_TRANS:	Hwlt
        INDEX:	P4W3
      OFFSETS:	11-15
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Haw~il_1]
   UNSPLITVOC:	(Haw~ilot)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Haw~il+ot
        GLOSS:	change/convert/switch+I [verb]

 INPUT STRING:	انتباهي
     IS_TRANS:	AntbAhy
        INDEX:	P4W4
      OFFSETS:	16-23
       TOKENS:	P4W5-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotibAh_1]
   UNSPLITVOC:	(AinotibAhiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	AinotibAh+iy
        GLOSS:	attention/caution/vigilance+my

 INPUT STRING:	للمقتطفات
     IS_TRANS:	llmqtTfAt
        INDEX:	P4W5
      OFFSETS:	24-33
       TOKENS:	P4W7-P4W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muqotaTaf_1]
   UNSPLITVOC:	(lilmuqotaTafAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	li+Al+muqotaTaf+At
        GLOSS:	to/for+the+selections/excerpts/snippets+[fem.pl.]

 INPUT STRING:	التي
     IS_TRANS:	Alty
        INDEX:	P4W6
      OFFSETS:	34-38
       TOKENS:	P4W9-P4W9
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	يعلن
     IS_TRANS:	yEln
        INDEX:	P4W7
      OFFSETS:	39-43
       TOKENS:	P4W10-P4W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aEolan_1]
   UNSPLITVOC:	(yiEolin)
          POS:	IV3MS+IV
          VOC:	yi+Eolin
        GLOSS:	he/it+announce/declare/be announced/be declared

 INPUT STRING:	عنها
     IS_TRANS:	EnhA
        INDEX:	P4W8
      OFFSETS:	44-48
       TOKENS:	P4W11-P4W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(EanhA)
          POS:	PREP+PRON_3FS
          VOC:	Ean+hA
        GLOSS:	(away) from, off, about, on, over+it/she

 INPUT STRING:	الإعلام
     IS_TRANS:	Al<ElAm
        INDEX:	P4W9
      OFFSETS:	49-56
       TOKENS:	P4W13-P4W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<iEolAm_1]
   UNSPLITVOC:	(Al<iEolAm)
          POS:	DET+NOUN
          VOC:	Al+<iEolAm
        GLOSS:	the+information/media

 INPUT STRING:	,
     IS_TRANS:	,
        INDEX:	P4W10
      OFFSETS:	56-57
       TOKENS:	P4W14-P4W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	وكانت
     IS_TRANS:	wkAnt
        INDEX:	P5W1
      OFFSETS:	0-5
       TOKENS:	P5W1-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(wikAnit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+kAn+it
        GLOSS:	and+be+it/they/she

 INPUT STRING:	المفاجأة
     IS_TRANS:	AlmfAj>p
        INDEX:	P5W2
      OFFSETS:	6-14
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mufAj>ap_1]
   UNSPLITVOC:	(AlmufAj>ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+mufAj>+ap
        GLOSS:	the+surprise+[fem.sg.]

 INPUT STRING:	التي
     IS_TRANS:	Alty
        INDEX:	P5W3
      OFFSETS:	15-19
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Al~a*iy_1]
   UNSPLITVOC:	(Al~atiy)
          POS:	REL_PRON
          VOC:	Al~atiy
        GLOSS:	which/who/whom [fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P5W4
      OFFSETS:	20-22
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not

 INPUT STRING:	يضاهيها
     IS_TRANS:	yDAhyhA
        INDEX:	P5W5
      OFFSETS:	23-30
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(yDAhyhA)
          POS:	NO_FUNC
          VOC:	yDAhyhA
        GLOSS:	nogloss

 INPUT STRING:	مفاجأة
     IS_TRANS:	mfAj>p
        INDEX:	P5W6
      OFFSETS:	31-37
