 INPUT STRING:	يا
     IS_TRANS:	AlEAlm
        INDEX:	P2W15
      OFFSETS:	65-71
       TOKENS:	P2W17-P2W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAlam_1]
   UNSPLITVOC:	(AlEAlam)
          POS:	DET+NOUN
          VOC:	Al+EAlam
        GLOSS:	the+world/worlds

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P2W16
      OFFSETS:	72-74
       TOKENS:	P2W18-P2W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P2W17
      OFFSETS:	75-78
       TOKENS:	P2W19-P2W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it [verb]

 INPUT STRING:	مثل
     IS_TRANS:	mvl
        INDEX:	P2W18
      OFFSETS:	79-82
       TOKENS:	P2W20-P2W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mivol_1]
   UNSPLITVOC:	(mivol)
          POS:	NOUN
          VOC:	mivol
        GLOSS:	like/such as/like/such as/the likes of

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P2W19
      OFFSETS:	83-85
       TOKENS:	P2W21-P2W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يحدث
     IS_TRANS:	yHdv
        INDEX:	P2W20
      OFFSETS:	86-90
       TOKENS:	P2W22-P2W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(yiHoduv)
          POS:	IV3MS+IV
          VOC:	yi+Hoduv
        GLOSS:	he/it+happen/take place

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P2W21
      OFFSETS:	91-93
       TOKENS:	P2W23-P2W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	عشر
     IS_TRANS:	E$r
        INDEX:	P2W22
      OFFSETS:	94-97
       TOKENS:	P2W24-P2W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eu$or_1]
   UNSPLITVOC:	(Eu$or)
          POS:	NOUN_QUANT
          VOC:	Eu$or
        GLOSS:	(one) tenth

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P2W23
      OFFSETS:	98-100
       TOKENS:	P2W25-P2W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	يحدث
     IS_TRANS:	yHdv
        INDEX:	P2W24
      OFFSETS:	101-105
       TOKENS:	P2W26-P2W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(yiHoduv)
          POS:	IV3MS+IV
          VOC:	yi+Hoduv
        GLOSS:	he/it+happen/take place

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P2W25
      OFFSETS:	106-108
       TOKENS:	P2W27-P2W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	حوادث
     IS_TRANS:	HwAdv
        INDEX:	P2W26
      OFFSETS:	109-114
       TOKENS:	P2W28-P2W28
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAdiv_2]
   UNSPLITVOC:	(HawAdiv)
          POS:	NOUN
          VOC:	HawAdiv
        GLOSS:	accidents/mishaps

 INPUT STRING:	تقدم
     IS_TRANS:	tqdm
        INDEX:	P2W27
      OFFSETS:	115-119
       TOKENS:	P2W29-P2W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(tiqad~im)
          POS:	IV3FS+IV
          VOC:	ti+qad~im
        GLOSS:	it/they/she+Gloss:TBA

 INPUT STRING:	الحكومه
     IS_TRANS:	AlHkwmh
        INDEX:	P2W28
      OFFSETS:	120-127
       TOKENS:	P2W30-P2W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hukuwmap_1]
   UNSPLITVOC:	(AlHukuwmap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+Hukuwm+ap
        GLOSS:	the+government/administration/governments/administrations+[fem.sg.]

 INPUT STRING:	أستقالاتها
     IS_TRANS:	>stqAlAthA
        INDEX:	P2W29
      OFFSETS:	128-138
       TOKENS:	P2W31-P2W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AistiqAlap_1]
   UNSPLITVOC:	(AistiqAlAthA)
          POS:	NOUN+NSUFF_FEM_PL+POSS_PRON_3FS
          VOC:	AistiqAl+At+hA
        GLOSS:	resignation/retirement+[fem.pl.]+its/their/her

 INPUT STRING:	بالكامل
     IS_TRANS:	bAlkAml
        INDEX:	P2W30
      OFFSETS:	139-146
       TOKENS:	P2W33-P2W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAmil_1]
   UNSPLITVOC:	(biAlkAmil)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+kAmil
        GLOSS:	with/by+the+entire

 INPUT STRING:	أو
     IS_TRANS:	>w
        INDEX:	P2W31
      OFFSETS:	147-149
       TOKENS:	P2W35-P2W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>awo_1]
   UNSPLITVOC:	(>awo)
          POS:	CONJ
          VOC:	>awo
        GLOSS:	Or, if not, unless, except if, except when

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P2W32
      OFFSETS:	150-153
       TOKENS:	P2W36-P2W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	الأقل
     IS_TRANS:	Al>ql
        INDEX:	P2W33
      OFFSETS:	154-159
       TOKENS:	P2W37-P2W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aqal~_1]
   UNSPLITVOC:	(Al>aqal~)
          POS:	DET+ADJ_COMP
          VOC:	Al+>aqal~
        GLOSS:	the+least/smallest/minimum

 INPUT STRING:	يقدم
     IS_TRANS:	yqdm
        INDEX:	P2W34
      OFFSETS:	160-164
       TOKENS:	P2W38-P2W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qad~im_1]
   UNSPLITVOC:	(yiqad~im)
          POS:	IV3MS+IV
          VOC:	yi+qad~im
        GLOSS:	he/it+offer/present/introduce

 INPUT STRING:	الوزير
     IS_TRANS:	Alwzyr
        INDEX:	P2W35
      OFFSETS:	165-171
       TOKENS:	P2W39-P2W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waziyr_1]
   UNSPLITVOC:	(Alwaziyr)
          POS:	DET+NOUN
          VOC:	Al+waziyr
        GLOSS:	the+minister

 INPUT STRING:	المسئول
     IS_TRANS:	Alms}wl
        INDEX:	P2W36
      OFFSETS:	172-179
       TOKENS:	P2W40-P2W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maso}uwl_1]
   UNSPLITVOC:	(Almaso}uwl)
          POS:	DET+ADJ
          VOC:	Al+maso}uwl
        GLOSS:	the+responsible/dependable

 INPUT STRING:	أستقالته
     IS_TRANS:	>stqAlth
        INDEX:	P2W37
      OFFSETS:	180-188
       TOKENS:	P2W41-P2W42
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AisotiqAlap_1]
   UNSPLITVOC:	(AisotiqAlotuh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	AisotiqAlot+uh
        GLOSS:	resignation/retirement+his/its

 INPUT STRING:	أعترافا
     IS_TRANS:	>EtrAfA
        INDEX:	P2W38
      OFFSETS:	189-196
       TOKENS:	P2W43-P2W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiEotirAf_1]
   UNSPLITVOC:	(AiEotirAfAF)
          POS:	NOUN.VN+CASE_INDEF_ACC
          VOC:	AiEotirAf+AF
        GLOSS:	acknowledgment/recognition/admission/confession+[acc.indef.]

 INPUT STRING:	بالتقصير
     IS_TRANS:	bAltqSyr
        INDEX:	P2W39
      OFFSETS:	197-205
       TOKENS:	P2W44-P2W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taqoSiyr_1]
   UNSPLITVOC:	(biAlt~aqoSiyr)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+taqoSiyr
        GLOSS:	with/by+the+deficiency/inadequacy/diminution/curtailment

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P3W1
      OFFSETS:	0-2
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P3W2
      OFFSETS:	3-6
       TOKENS:	P3W2-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it [verb]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P3W3
      OFFSETS:	7-9
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	الأسكندريه
     IS_TRANS:	Al>skndryh
        INDEX:	P3W4
      OFFSETS:	10-20
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisokinodiriy~ap_1]
   UNSPLITVOC:	(AlAisokinodiriy~ap)
          POS:	DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	Al+Aisokinodiriy~+ap
        GLOSS:	the+Alexandria+[fem.sg.]

 INPUT STRING:	ويا
     IS_TRANS:	wyA
        INDEX:	P3W5
      OFFSETS:	21-24
       TOKENS:	P3W5-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(wayA)
          POS:	CONJ+VOC_PART
          VOC:	wa+yA
        GLOSS:	and+O, oh

 INPUT STRING:	هول
     IS_TRANS:	hwl
        INDEX:	P3W6
      OFFSETS:	25-28
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[hawl_1]
   UNSPLITVOC:	(hawl)
          POS:	NOUN
          VOC:	hawl
        GLOSS:	fright/shock

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P3W7
      OFFSETS:	29-31
       TOKENS:	P3W8-P3W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	REL_PRON
          VOC:	mA
        GLOSS:	what/which

 INPUT STRING:	حدث
     IS_TRANS:	Hdv
        INDEX:	P3W8
      OFFSETS:	32-35
       TOKENS:	P3W9-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hadav_1]
   UNSPLITVOC:	(Hadav)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	Hadav+(null)
        GLOSS:	happen/take place+he/it [verb]

 INPUT STRING:	يسير
     IS_TRANS:	ysyr
        INDEX:	P3W9
      OFFSETS:	36-40
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sAr_1]
   UNSPLITVOC:	(yisiyr)
          POS:	IV3MS+IV
          VOC:	yi+siyr
        GLOSS:	he/it+move/march

 INPUT STRING:	قطار
     IS_TRANS:	qTAr
        INDEX:	P3W10
      OFFSETS:	41-45
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiTAr_1]
   UNSPLITVOC:	(qiTAr)
          POS:	NOUN
          VOC:	qiTAr
        GLOSS:	train

 INPUT STRING:	مسافه
     IS_TRANS:	msAfh
        INDEX:	P3W11
      OFFSETS:	46-51
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[masAfap_1]
   UNSPLITVOC:	(masAfap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	masAf+ap
        GLOSS:	distance/interval+[fem.sg.]

 INPUT STRING:	عشر
     IS_TRANS:	E$r
        INDEX:	P3W12
      OFFSETS:	52-55
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$ar_1]
   UNSPLITVOC:	(Ea$ar)
          POS:	NOUN_NUM
          VOC:	Ea$ar
        GLOSS:	ten/tens/scores/dozens

 INPUT STRING:	كيلومترات
     IS_TRANS:	kylwmtrAt
        INDEX:	P3W13
      OFFSETS:	56-65
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kiyluwmitor_1]
   UNSPLITVOC:	(kiyluwmitorAt)
          POS:	NOUN+NSUFF_FEM_PL
          VOC:	kiyluwmitor+At
        GLOSS:	kilometer(s)+[fem.pl.]

 INPUT STRING:	بدون
     IS_TRANS:	bdwn
        INDEX:	P3W14
      OFFSETS:	66-70
       TOKENS:	P3W15-P3W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[duwn_1]
   UNSPLITVOC:	(biduwn)
          POS:	PREP+NOUN
          VOC:	bi+duwn
        GLOSS:	with/by+without/beneath/underneath/inferior/poor

 INPUT STRING:	سائق
     IS_TRANS:	sA}q
        INDEX:	P3W15
      OFFSETS:	71-75
       TOKENS:	P3W17-P3W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sA}iq_1]
   UNSPLITVOC:	(sA}iq)
          POS:	NOUN
          VOC:	sA}iq
        GLOSS:	chauffeur/driver

 INPUT STRING:	وبسرعه
     IS_TRANS:	wbsrEh
        INDEX:	P3W16
      OFFSETS:	76-82
       TOKENS:	P3W18-P3W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suroEap_1]
   UNSPLITVOC:	(wibisuroEap)
          POS:	CONJ+PREP+NOUN+NSUFF_FEM_SG
          VOC:	wi+bi+suroE+ap
        GLOSS:	and+with/by+speed/velocity/promptness/speeds+[fem.sg.]

 INPUT STRING:	خرافيه
     IS_TRANS:	xrAfyh
        INDEX:	P3W17
      OFFSETS:	83-89
       TOKENS:	P3W21-P3W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xurAfiy_1]
   UNSPLITVOC:	(xurAfiy~ap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	xurAfiy~+ap
        GLOSS:	fictitious/legendary+[fem.sg.]

 INPUT STRING:	فيطيح
     IS_TRANS:	fyTyH
        INDEX:	P3W18
      OFFSETS:	90-95
       TOKENS:	P3W22-P3W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TAH_1]
   UNSPLITVOC:	(fayiTiyH)
          POS:	CONJ+IV3MS+IV
          VOC:	fa+yi+TiyH
        GLOSS:	so/and+he/it+overthrow/topple

 INPUT STRING:	بخمس
     IS_TRANS:	bxms
        INDEX:	P3W19
      OFFSETS:	96-100
       TOKENS:	P3W24-P3W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xamas_1]
   UNSPLITVOC:	(bixamas)
          POS:	PREP+NOUN_NUM
          VOC:	bi+xamas
        GLOSS:	with/by+five

