 INPUT STRING:	هو
      OFFSETS:	70-72
       TOKENS:	P1W16-P1W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الخدمة
     IS_TRANS:	Alxdmp
        INDEX:	P1W14
      OFFSETS:	73-79
       TOKENS:	P1W17-P1W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xidomap_1]
   UNSPLITVOC:	(Alxidomap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+xidom+ap
        GLOSS:	the+service/assistance+[fem.sg.]

 INPUT STRING:	عام
     IS_TRANS:	EAm
        INDEX:	P1W15
      OFFSETS:	80-83
       TOKENS:	P1W18-P1W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAm_1]
   UNSPLITVOC:	(EAm)
          POS:	NOUN
          VOC:	EAm
        GLOSS:	year/years

 INPUT STRING:	2000
     IS_TRANS:	2000
        INDEX:	P1W16
      OFFSETS:	84-88
       TOKENS:	P1W19-P1W19
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(2000)
          POS:	NOUN_NUM
          VOC:	2000
        GLOSS:	2000

 INPUT STRING:	وقام
     IS_TRANS:	wqAm
        INDEX:	P1W17
      OFFSETS:	89-93
       TOKENS:	P1W20-P1W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAm_1]
   UNSPLITVOC:	(wiqAm)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+qAm+(null)
        GLOSS:	and+be based (on)+he/it

 INPUT STRING:	بالهروب
     IS_TRANS:	bAlhrwb
        INDEX:	P1W18
      OFFSETS:	94-101
       TOKENS:	P1W22-P1W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huruwb_1]
   UNSPLITVOC:	(biAlhuruwb)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+huruwb
        GLOSS:	with/by+the+escape/fleeing

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P1W19
      OFFSETS:	102-104
       TOKENS:	P1W24-P1W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زبانية
     IS_TRANS:	zbAnyp
        INDEX:	P1W20
      OFFSETS:	105-111
       TOKENS:	P1W25-P1W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zabAniyap_1]
   UNSPLITVOC:	(zabAniyap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	zabAniy+ap
        GLOSS:	myrmidons+[fem.sg.]

 INPUT STRING:	النظام
     IS_TRANS:	AlnZAm
        INDEX:	P1W21
      OFFSETS:	112-118
       TOKENS:	P1W26-P1W26
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(Aln~iZAm)
          POS:	DET+NOUN
          VOC:	Al+niZAm
        GLOSS:	the+regime/government

 INPUT STRING:	المخلوع
     IS_TRANS:	AlmxlwE
        INDEX:	P1W22
      OFFSETS:	119-126
       TOKENS:	P1W27-P1W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maxoluwE_1]
   UNSPLITVOC:	(AlmaxoluwE)
          POS:	DET+ADJ
          VOC:	Al+maxoluwE
        GLOSS:	the+deposed/toppled/removed (from office)/unrestrained/irresponsible

 INPUT STRING:	باللجوء
     IS_TRANS:	bAlljw'
        INDEX:	P1W23
      OFFSETS:	127-134
       TOKENS:	P1W28-P1W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[lujuw'_1]
   UNSPLITVOC:	(biAllujuw')
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+lujuw'
        GLOSS:	with/by+the+resorting/taking refuge

 INPUT STRING:	السياسى
     IS_TRANS:	AlsyAsY
        INDEX:	P1W24
      OFFSETS:	135-142
       TOKENS:	P1W30-P1W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[siyAsiy~_1]
   UNSPLITVOC:	(AlsiyAsiy~)
          POS:	DET+ADJ
          VOC:	Al+siyAsiy~
        GLOSS:	the+political

 INPUT STRING:	لسويسرا
     IS_TRANS:	lswysrA
        INDEX:	P1W25
      OFFSETS:	143-150
       TOKENS:	P1W31-P1W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[suwiysorA_1]
   UNSPLITVOC:	(lisuwiysorA)
          POS:	PREP+NOUN_PROP
          VOC:	li+suwiysorA
        GLOSS:	for/to+Switzerland

 INPUT STRING:	وعاد
     IS_TRANS:	wEAd
        INDEX:	P2W1
      OFFSETS:	0-4
       TOKENS:	P2W1-P2W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAd_1]
   UNSPLITVOC:	(wiEAd)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+EAd+(null)
        GLOSS:	and+return/go back/no longer+he/it

 INPUT STRING:	إلى
     IS_TRANS:	<lY
        INDEX:	P2W2
      OFFSETS:	5-8
       TOKENS:	P2W3-P2W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AilaY_1]
   UNSPLITVOC:	(AilaY)
          POS:	PREP
          VOC:	AilaY
        GLOSS:	to/towards

 INPUT STRING:	الدراسة
     IS_TRANS:	AldrAsp
        INDEX:	P2W3
      OFFSETS:	9-16
       TOKENS:	P2W4-P2W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dirAsap_1]
   UNSPLITVOC:	(Ald~irAsap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+dirAs+ap
        GLOSS:	the+study/studies/research+[fem.sg.]

 INPUT STRING:	مرة
     IS_TRANS:	mrp
        INDEX:	P2W4
      OFFSETS:	17-20
       TOKENS:	P2W5-P2W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mar~ap_1]
   UNSPLITVOC:	(mar~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	mar~+ap
        GLOSS:	once/one time/(several) times+[fem.sg.]

 INPUT STRING:	أخرى
     IS_TRANS:	>xrY
        INDEX:	P2W5
      OFFSETS:	21-25
       TOKENS:	P2W6-P2W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>uxoraY_1]
   UNSPLITVOC:	(>uxoraY)
          POS:	ADJ
          VOC:	>uxoraY
        GLOSS:	other/another/additional

 INPUT STRING:	وحصل
     IS_TRANS:	wHSl
        INDEX:	P2W6
      OFFSETS:	26-30
       TOKENS:	P2W7-P2W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HaSal_1]
   UNSPLITVOC:	(wiHaSal)
          POS:	CONJ+PV+PVSUFF_SUBJ:3MS
          VOC:	wi+HaSal+(null)
        GLOSS:	and+occur/happen/take place+he/it

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P2W7
      OFFSETS:	31-34
       TOKENS:	P2W9-P2W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	دكتوراة
     IS_TRANS:	dktwrAp
        INDEX:	P2W8
      OFFSETS:	35-42
       TOKENS:	P2W10-P2W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dukotuwrAp_1]
   UNSPLITVOC:	(dukotuwrAp)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	dukotuwrA+ap
        GLOSS:	doctorate+[fem.sg.]

 INPUT STRING:	فى
     IS_TRANS:	fY
        INDEX:	P2W9
      OFFSETS:	43-45
       TOKENS:	P2W11-P2W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	القانون
     IS_TRANS:	AlqAnwn
        INDEX:	P2W10
      OFFSETS:	46-53
       TOKENS:	P2W12-P2W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAnuwn_1]
   UNSPLITVOC:	(AlqAnuwn)
          POS:	DET+NOUN
          VOC:	Al+qAnuwn
        GLOSS:	the+law/statutes/regulations

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P2W11
      OFFSETS:	54-56
       TOKENS:	P2W13-P2W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	جامعة
     IS_TRANS:	jAmEp
        INDEX:	P2W12
      OFFSETS:	57-62
       TOKENS:	P2W14-P2W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmoEap_1]
   UNSPLITVOC:	(jAmoEap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jAmoE+ap
        GLOSS:	university+[fem.sg.]

 INPUT STRING:	روما
     IS_TRANS:	rwmA
        INDEX:	P2W13
      OFFSETS:	63-67
       TOKENS:	P2W15-P2W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rawmA_1]
   UNSPLITVOC:	(rawmA)
          POS:	NOUN_PROP
          VOC:	rawmA
        GLOSS:	Rome

 INPUT STRING:	وقد
     IS_TRANS:	wqd
        INDEX:	P2W14
      OFFSETS:	68-71
       TOKENS:	P2W16-P2W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[qado_1]
   UNSPLITVOC:	(waqado)
          POS:	CONJ+VERB_PART
          VOC:	wa+qado
        GLOSS:	and+may, might, perhaps, maybe, possibly, probably

 INPUT STRING:	وصلت
     IS_TRANS:	wSlt
        INDEX:	P2W15
      OFFSETS:	72-76
       TOKENS:	P2W18-P2W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waSal_1]
   UNSPLITVOC:	(waSalit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	waSal+it
        GLOSS:	connect+it/they/she

 INPUT STRING:	له
     IS_TRANS:	lh
        INDEX:	P2W16
      OFFSETS:	77-79
       TOKENS:	P2W19-P2W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(luh)
          POS:	PREP+PRON_3MS
          VOC:	li+uh
        GLOSS:	for+he/it

 INPUT STRING:	أيدى
     IS_TRANS:	>ydY
        INDEX:	P2W17
      OFFSETS:	80-84
       TOKENS:	P2W21-P2W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yad_1]
   UNSPLITVOC:	(>aydiy)
          POS:	NOUN
          VOC:	>aydiy
        GLOSS:	hands

 INPUT STRING:	المخابرات
     IS_TRANS:	AlmxAbrAt
        INDEX:	P2W18
      OFFSETS:	85-94
       TOKENS:	P2W22-P2W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muxAbarAt_1]
   UNSPLITVOC:	(AlmuxAbarAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+muxAbar+At
        GLOSS:	the+intelligence service/secret service+[fem.pl.]

 INPUT STRING:	المصرية
     IS_TRANS:	AlmSryp
        INDEX:	P2W19
      OFFSETS:	95-102
       TOKENS:	P2W23-P2W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maSoriy_1]
   UNSPLITVOC:	(AlmaSoriy~ap)
          POS:	DET+ADJ+NSUFF_FEM_SG
          VOC:	Al+maSoriy~+ap
        GLOSS:	the+Egyptian+[fem.sg.]

 INPUT STRING:	بعد
     IS_TRANS:	bEd
        INDEX:	P2W20
      OFFSETS:	103-106
       TOKENS:	P2W24-P2W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEod_1]
   UNSPLITVOC:	(baEod)
          POS:	NOUN
          VOC:	baEod
        GLOSS:	after

 INPUT STRING:	ذلك
     IS_TRANS:	*lk
        INDEX:	P2W21
      OFFSETS:	107-110
       TOKENS:	P2W25-P2W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[*alik_1]
   UNSPLITVOC:	(*alik)
          POS:	DEM_PRON_MS
          VOC:	*alik
        GLOSS:	that

 INPUT STRING:	وطلبت
     IS_TRANS:	wTlbt
        INDEX:	P2W22
      OFFSETS:	111-116
       TOKENS:	P2W26-P2W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Talab_1]
   UNSPLITVOC:	(wiTalabit)
          POS:	CONJ+PV+PVSUFF_SUBJ:3FS
          VOC:	wi+Talab+it
        GLOSS:	and+ask+it/they/she

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P2W23
      OFFSETS:	117-119
       TOKENS:	P2W28-P2W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[min~_1]
   UNSPLITVOC:	(min~uh)
          POS:	PREP+PRON_3MS
          VOC:	min~+uh
        GLOSS:	from+he/it

 INPUT STRING:	التعاون
     IS_TRANS:	AltEAwn
        INDEX:	P2W24
      OFFSETS:	120-127
       TOKENS:	P2W30-P2W30
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAwun_1]
   UNSPLITVOC:	(Alt~aEAwun)
          POS:	DET+NOUN
          VOC:	Al+taEAwun
        GLOSS:	the+cooperation

 INPUT STRING:	معها
     IS_TRANS:	mEhA
        INDEX:	P2W25
      OFFSETS:	128-132
       TOKENS:	P2W31-P2W32
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEaahA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	maEa+hA
        GLOSS:	with+its/their/her

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P2W26
      OFFSETS:	133-135
       TOKENS:	P2W33-P2W33
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from, off, about, on, over

 INPUT STRING:	طريق
     IS_TRANS:	Tryq
        INDEX:	P2W27
      OFFSETS:	136-140
       TOKENS:	P2W34-P2W34
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tariyq_1]
   UNSPLITVOC:	(Tariyq)
          POS:	NOUN
          VOC:	Tariyq
        GLOSS:	road/way/roads/ways/means/methods

 INPUT STRING:	السلطات
     IS_TRANS:	AlslTAt
        INDEX:	P2W28
      OFFSETS:	141-148
       TOKENS:	P2W35-P2W35
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suloTap_1]
   UNSPLITVOC:	(Als~uluTAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+suluT+At
        GLOSS:	the+authorities+[fem.pl.]

 INPUT STRING:	السويسرية
     IS_TRANS:	Alswysryp
        INDEX:	P2W29
      OFFSETS:	149-158
       TOKENS:	P2W36-P2W36
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwiysoriy_1]
   UNSPLITVOC:	(Als~uwiysoriy~ap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+suwiysoriy~+ap
        GLOSS:	the+Swiss+[fem.sg.]

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P2W30
      OFFSETS:	159-161
       TOKENS:	P2W37-P2W37
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	إختراق
     IS_TRANS:	<xtrAq
        INDEX:	P2W31
      OFFSETS:	162-168
       TOKENS:	P2W38-P2W38
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AixotirAq_1]
   UNSPLITVOC:	(AixotirAq)
          POS:	NOUN
          VOC:	AixotirAq
        GLOSS:	incursion/penetration/crossing

 INPUT STRING:	صفوف
     IS_TRANS:	Sfwf
        INDEX:	P2W32
      OFFSETS:	169-173
       TOKENS:	P2W39-P2W39
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Saf~_1]
   UNSPLITVOC:	(Sufuwf)
          POS:	NOUN
          VOC:	Sufuwf
        GLOSS:	ranks/lines/rows/classes

 INPUT STRING:	الإسلاميين
     IS_TRANS:	Al<slAmyyn
        INDEX:	P2W33
      OFFSETS:	174-184
       TOKENS:	P2W40-P2W40
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[<isolAmiy~_1]
   UNSPLITVOC:	(Al<isolAmiy~iyn)
          POS:	DET+NOUN+NSUFF_MASC_PL
          VOC:	Al+<isolAmiy~+iyn
        GLOSS:	the+Islamic/Islamist/Muslim+[mas.pl.]

 INPUT STRING:	بصفته
     IS_TRANS:	bSfth
        INDEX:	P2W34
      OFFSETS:	185-190
       TOKENS:	P2W41-P2W43
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sifap_1]
   UNSPLITVOC:	(biSifatuh)
          POS:	PREP+NOUN+NSUFF_FEM_SG+POSS_PRON_3MS
          VOC:	bi+Sif+ap+uh
        GLOSS:	with/by+attribute/characteristic/feature/attributes/characteristics/features+[fem.sg.]+his/its

 INPUT STRING:	أحد
     IS_TRANS:	>Hd
        INDEX:	P2W35
      OFFSETS:	191-194
       TOKENS:	P2W44-P2W44
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aHad_1]
   UNSPLITVOC:	(>aHad)
          POS:	NOUN
          VOC:	>aHad
        GLOSS:	one of /someone/ anyone/no-one/ones

 INPUT STRING:	أشد
     IS_TRANS:	>$d
        INDEX:	P2W36
      OFFSETS:	195-198
       TOKENS:	P2W45-P2W45
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>a$ad~_1]
   UNSPLITVOC:	(>a$ad~)
          POS:	ADJ_COMP
          VOC:	>a$ad~
        GLOSS:	stronger/strongest/more/most intense

 INPUT STRING:	المعارضين
     IS_TRANS:	AlmEArDyn
        INDEX:	P2W37
      OFFSETS:	199-208
       TOKENS:	P2W46-P2W46
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muEAriD_1]
   UNSPLITVOC:	(AlmuEAriDiyn)
          POS:	DET+ADJ+NSUFF_MASC_PL
          VOC:	Al+muEAriD+iyn
        GLOSS:	the+opposing+two

 INPUT STRING:	للنظام
     IS_TRANS:	llnZAm
        INDEX:	P2W38
      OFFSETS:	209-215
       TOKENS:	P2W47-P2W48
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[niZAm_1]
   UNSPLITVOC:	(liln~iZAm)
          POS:	PREP+DET+NOUN
          VOC:	li+Al+niZAm
