 INPUT STRING:	يا
        GLOSS:	[present-tense]+I+look+it/him

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P5W3
      OFFSETS:	10-15
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	ومامتك
     IS_TRANS:	wmAmtk
        INDEX:	P5W4
      OFFSETS:	16-22
       TOKENS:	P5W6-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(wimAmitak)
          POS:	SUB_CONJ+NOUN+NSUFF_FEM_SG+POSS_PRON_2MS
          VOC:	wi+mAm+ap+ak
        GLOSS:	while+mama+[fem.sg.]+your

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P5W5
      OFFSETS:	23-27
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يرحمها
     IS_TRANS:	yrHmhA
        INDEX:	P5W6
      OFFSETS:	28-34
       TOKENS:	P5W10-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHam_1]
   UNSPLITVOC:	(yiroHamahA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+roHam+hA
        GLOSS:	he/it+have mercy/be compassionate/have mercy on/be merceful/bless/be merciful/have mercy with+it/them/her

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P5W7
      OFFSETS:	35-39
       TOKENS:	P5W12-P5W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P6W1
      OFFSETS:	0-2
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الصور
     IS_TRANS:	AlSwr
        INDEX:	P6W2
      OFFSETS:	3-8
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Suwrap_1]
   UNSPLITVOC:	(AlSuwar)
          POS:	DET+NOUN
          VOC:	Al+Suwar
        GLOSS:	the+picture/image/illustration/photo/pictures/photographs/illustrations/photos

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ah)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	and+Allah/God

 INPUT STRING:	اعلم
     IS_TRANS:	AElm
        INDEX:	P7W2
      OFFSETS:	6-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(AElm)
          POS:	NO_FUNC
          VOC:	AElm
        GLOSS:	nogloss

 INPUT STRING:	شوفتي
     IS_TRANS:	$wfty
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwftiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	$uwf+tiy
        GLOSS:	look+you

 INPUT STRING:	بقى
     IS_TRANS:	bqY
        INDEX:	P8W2
      OFFSETS:	6-9
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(baqaY)
          POS:	ADV
          VOC:	baqaY
        GLOSS:	then

 INPUT STRING:	قولي
     IS_TRANS:	qwly
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(quwliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	quwl+iy
        GLOSS:	said/say/be said/(for example)+you

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P9W2
      OFFSETS:	5-9
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	NOUN
          VOC:	<inotiy
        GLOSS:	you

 INPUT STRING:	بالظبط
     IS_TRANS:	bAlZbT
        INDEX:	P10W1
      OFFSETS:	0-6
       TOKENS:	P10W1-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ZaboT_1]
   UNSPLITVOC:	(biAlZaboT)
          POS:	PREP+DET+NOUN
          VOC:	bi+Al+ZaboT
        GLOSS:	with/by+the+adjusting/regulating/precision/seizure/confiscation

 INPUT STRING:	ماما
     IS_TRANS:	mAmA
        INDEX:	P11W1
      OFFSETS:	0-4
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAmA_1]
   UNSPLITVOC:	(mAmA)
          POS:	NOUN
          VOC:	mAmA
        GLOSS:	mama

 INPUT STRING:	كل
     IS_TRANS:	kl
        INDEX:	P11W2
      OFFSETS:	5-7
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kul~_1]
   UNSPLITVOC:	(kul~)
          POS:	NOUN_QUANT
          VOC:	kul~
        GLOSS:	all/entire/every/whole

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P11W3
      OFFSETS:	8-12
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	تقولوا
     IS_TRANS:	tqwlwA
        INDEX:	P11W4
      OFFSETS:	13-19
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(tiquwluwA)
          POS:	IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ti+quwl+uwA
        GLOSS:	you+said/say/be said/(for example)+they

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P11W5
      OFFSETS:	20-22
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P11W6
      OFFSETS:	23-28
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P11W7
      OFFSETS:	29-31
       TOKENS:	P11W7-P11W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	صغنن
     IS_TRANS:	Sgnn
        INDEX:	P11W8
      OFFSETS:	32-36
       TOKENS:	P11W8-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugan~an_1]
   UNSPLITVOC:	(Sugan~an)
          POS:	ADJ
          VOC:	Sugan~an
        GLOSS:	small/young/half grown/children/youth/very small/teeny/precise

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_2]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P12W2
      OFFSETS:	3-5
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W3
      OFFSETS:	6-9
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P12W4
      OFFSETS:	10-12
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	قلت
     IS_TRANS:	qlt
        INDEX:	P12W5
      OFFSETS:	13-16
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qult)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	qul+t
        GLOSS:	said/say/be said/(for example)+I

 INPUT STRING:	شبه
     IS_TRANS:	$bh
        INDEX:	P12W6
      OFFSETS:	17-20
       TOKENS:	P12W6-P12W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$abah_1]
   UNSPLITVOC:	($abah)
          POS:	NOUN
          VOC:	$abah
        GLOSS:	resemblance/resemblances

 INPUT STRING:	محمود
     IS_TRANS:	mHmwd
        INDEX:	P12W7
      OFFSETS:	21-26
       TOKENS:	P12W7-P12W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maHomuwd_1]
   UNSPLITVOC:	(maHomuwd)
          POS:	NOUN_PROP
          VOC:	maHomuwd
        GLOSS:	Mahmoud

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W8
      OFFSETS:	27-28
       TOKENS:	P12W8-P12W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	هو
     IS_TRANS:	hw
        INDEX:	P12W9
      OFFSETS:	29-31
       TOKENS:	P12W9-P12W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	صغير
     IS_TRANS:	Sgyr
        INDEX:	P12W10
      OFFSETS:	32-36
       TOKENS:	P12W10-P12W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sugay~ar_1]
   UNSPLITVOC:	(Sugay~ar)
          POS:	ADJ
          VOC:	Sugay~ar
        GLOSS:	young/small

 INPUT STRING:	هتقولي
     IS_TRANS:	htqwly
        INDEX:	P12W11
      OFFSETS:	37-43
       TOKENS:	P12W11-P12W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(Hatiquwliy)
          POS:	FUT_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	Ha+ti+quwl+iy
        GLOSS:	will+you+said/say/be said/(for example)+you

 INPUT STRING:	بتقول
     IS_TRANS:	btqwl
        INDEX:	P12W12
      OFFSETS:	44-49
       TOKENS:	P12W13-P12W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(bituquwl)
          POS:	PROG_PART+IV2MS+IV
          VOC:	bi+tu+quwl
        GLOSS:	[present-tense]+you+said/say/be said/(for example)

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P12W13
      OFFSETS:	50-53
       TOKENS:	P12W15-P12W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	ADV
          VOC:	kidah
        GLOSS:	just like that

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P12W14
      OFFSETS:	54-59
       TOKENS:	P12W16-P12W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
        GLOSS:	on/above+situation/case/matters/because of/matter/status/condition/for sake of

 INPUT STRING:	اخوها
     IS_TRANS:	AxwhA
        INDEX:	P12W15
      OFFSETS:	60-65
       TOKENS:	P12W18-P12W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
   UNSPLITVOC:	(>axuwhA)
          POS:	NOUN+POSS_PRON_3FS
          VOC:	>axuw+hA
        GLOSS:	brothers/fraternity/brotherhood+its/their/her

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P12W16
      OFFSETS:	66-68
       TOKENS:	P12W20-P12W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	ADV
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W17
      OFFSETS:	69-72
       TOKENS:	P12W21-P12W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P12W18
      OFFSETS:	73-75
       TOKENS:	P12W22-P12W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	زمان
     IS_TRANS:	zmAn
        INDEX:	P12W19
      OFFSETS:	76-80
       TOKENS:	P12W23-P12W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zamAn_1]
   UNSPLITVOC:	(zamAn)
          POS:	NOUN
          VOC:	zamAn
        GLOSS:	time/duration/times/durations

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P12W20
      OFFSETS:	81-82
       TOKENS:	P12W24-P12W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wa_1]
   UNSPLITVOC:	(wa)
          POS:	CONJ
          VOC:	wa
        GLOSS:	and

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P12W21
      OFFSETS:	83-86
       TOKENS:	P12W25-P12W25
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	شايفه
     IS_TRANS:	$Ayfh
        INDEX:	P12W22
      OFFSETS:	87-92
       TOKENS:	P12W26-P12W27
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayofuh)
          POS:	ADJ.VN+PRON_3MS
          VOC:	$Ayof+uh
        GLOSS:	viewer/observer/onlooker/onloker+him

 INPUT STRING:	اخويا
     IS_TRANS:	AxwyA
        INDEX:	P12W23
      OFFSETS:	93-98
       TOKENS:	P12W28-P12W29
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ax~_1]
