 INPUT STRING:	انتي
        INDEX:	P5W2
      OFFSETS:	5-7
       TOKENS:	P5W2-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(lik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	for/to+you

 INPUT STRING:	نمرتها
     IS_TRANS:	nmrthA
        INDEX:	P5W3
      OFFSETS:	8-14
       TOKENS:	P5W4-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nimorap_1]
   UNSPLITVOC:	(nimorithA)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_3FS
          VOC:	nimor+ap+hA
        GLOSS:	number+[fem.sg.]+its/their/her

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W4
      OFFSETS:	14-15
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P5W5
      OFFSETS:	15-16
       TOKENS:	P5W7-P5W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	شفتي
     IS_TRANS:	$fty
        INDEX:	P6W1
      OFFSETS:	0-4
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uftiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	$uf+tiy
        GLOSS:	look+you

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W2
      OFFSETS:	5-6
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P6W3
      OFFSETS:	6-7
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P6W4
      OFFSETS:	7-9
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maE)
          POS:	NOUN
          VOC:	maE
        GLOSS:	with

 INPUT STRING:	إنها
     IS_TRANS:	<nhA
        INDEX:	P6W5
      OFFSETS:	10-14
       TOKENS:	P6W5-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ahA)
          POS:	SUB_CONJ+PRON_3FS
          VOC:	<in~+hA
        GLOSS:	that+she/it

 INPUT STRING:	كانت
     IS_TRANS:	kAnt
        INDEX:	P6W6
      OFFSETS:	15-19
       TOKENS:	P6W7-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAnit)
          POS:	PV+PVSUFF_SUBJ:3FS
          VOC:	kAn+it
        GLOSS:	be/was/were+it/they/she

 INPUT STRING:	عجباني
     IS_TRANS:	EjbAny
        INDEX:	P6W7
      OFFSETS:	20-26
       TOKENS:	P6W8-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[EAjib_1]
   UNSPLITVOC:	(EajobAniy)
          POS:	ADJ+NSUFF_FEM_SG+PRON_1S
          VOC:	Eajob+ap+niy
        GLOSS:	admire+[fem.sg.]+I

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P6W8
      OFFSETS:	27-30
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	تفتكري
     IS_TRANS:	tftkry
        INDEX:	P7W1
      OFFSETS:	0-6
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aifotakar_1]
   UNSPLITVOC:	(tifotikoriy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+fotikor+iy
        GLOSS:	you+reflect/ponder/believe/think+you

 INPUT STRING:	أرجعها
     IS_TRANS:	>rjEhA
        INDEX:	P7W2
      OFFSETS:	7-13
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[raj~aE_1]
   UNSPLITVOC:	(>araj~aEhA)
          POS:	IV1S+IV+IVSUFF_DO:3FS
          VOC:	>a+raj~aE+hA
        GLOSS:	i+send back/be sent back+it/them/her

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P7W3
      OFFSETS:	14-17
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	أسكت
     IS_TRANS:	>skt
        INDEX:	P7W4
      OFFSETS:	18-22
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sikit_1]
   UNSPLITVOC:	(Aasokut)
          POS:	IV1S+IV
          VOC:	Aa+sokut
        GLOSS:	I+be silent

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P7W5
      OFFSETS:	23-24
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P7W6
      OFFSETS:	24-25
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	دي
     IS_TRANS:	dy
        INDEX:	P7W7
      OFFSETS:	25-27
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[diy_1]
   UNSPLITVOC:	(diy)
          POS:	DEM_PRON_FS
          VOC:	diy
        GLOSS:	this

 INPUT STRING:	ب
     IS_TRANS:	b
        INDEX:	P7W8
      OFFSETS:	28-29
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(b)
          POS:	NO_FUNC
          VOC:	b
        GLOSS:	nogloss

 INPUT STRING:	125
     IS_TRANS:	125
        INDEX:	P7W9
      OFFSETS:	29-32
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[125_1]
   UNSPLITVOC:	(125)
          POS:	NOUN_NUM
          VOC:	125
        GLOSS:	125

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P8W1
      OFFSETS:	0-2
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P8W2
      OFFSETS:	3-5
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P8W3
      OFFSETS:	6-10
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	جامدة
     IS_TRANS:	jAmdp
        INDEX:	P8W4
      OFFSETS:	11-16
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmid_1]
   UNSPLITVOC:	(jAmodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAmod+ap
        GLOSS:	frozen/rigid/inorganic+[fem.sg.]

 INPUT STRING:	خديها
     IS_TRANS:	xdyhA
        INDEX:	P8W5
      OFFSETS:	17-22
       TOKENS:	P8W5-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(xudiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	xud+iy+hA
        GLOSS:	I/take+you+it/them/her

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	جامدة
     IS_TRANS:	jAmdp
        INDEX:	P9W2
      OFFSETS:	3-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jAmid_1]
   UNSPLITVOC:	(jAmodap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jAmod+ap
        GLOSS:	frozen/rigid/inorganic+[fem.sg.]

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P9W3
      OFFSETS:	9-11
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	هتحتاج
     IS_TRANS:	htHtAj
        INDEX:	P9W4
      OFFSETS:	12-18
       TOKENS:	P9W4-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AiHotAj_1]
   UNSPLITVOC:	(HatiHotAj)
          POS:	FUT_PART+IV3FS+IV
          VOC:	Ha+ti+HotAj
        GLOSS:	will+it/they/she+require/be in need/need

 INPUT STRING:	حد
     IS_TRANS:	Hd
        INDEX:	P9W5
      OFFSETS:	19-21
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Had~_1]
   UNSPLITVOC:	(Had~)
          POS:	NOUN
          VOC:	Had~
        GLOSS:	some one

 INPUT STRING:	يخيطها
     IS_TRANS:	yxyThA
        INDEX:	P9W6
      OFFSETS:	22-28
       TOKENS:	P9W7-P9W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xay~aT_1]
   UNSPLITVOC:	(yixay~aThA)
          POS:	IV3MS+IV+IVSUFF_DO:3FS
          VOC:	yi+xay~aT+hA
        GLOSS:	he+sew/stitch+her/it

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P10W1
      OFFSETS:	0-4
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mumokin_1]
   UNSPLITVOC:	(mumokin)
          POS:	ADJ
          VOC:	mumokin
        GLOSS:	possible

 INPUT STRING:	تترفي
     IS_TRANS:	ttrfy
        INDEX:	P10W2
      OFFSETS:	5-10
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitoraf~aY_1]
   UNSPLITVOC:	(titoraf~aY)
          POS:	IV3FS+IV_PASS
          VOC:	ti+toraf~aY
        GLOSS:	she/it+be sewed/be stitched

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P10W3
      OFFSETS:	10-11
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P11W1
      OFFSETS:	0-2
       TOKENS:	P11W1-P11W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	حلوة
     IS_TRANS:	Hlwp
        INDEX:	P11W2
      OFFSETS:	3-7
       TOKENS:	P11W2-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hilow_1]
   UNSPLITVOC:	(Hilowap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	Hilow+ap
        GLOSS:	beautiful/good+[fem.sg.]

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P11W3
      OFFSETS:	8-13
       TOKENS:	P11W3-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealaykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	خديها
     IS_TRANS:	xdyhA
        INDEX:	P11W4
      OFFSETS:	14-19
       TOKENS:	P11W5-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aaxad_1]
   UNSPLITVOC:	(xudiyhA)
          POS:	CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3FS
          VOC:	xud+iy+hA
        GLOSS:	I/take+you+it/them/her

 INPUT STRING:	شوفي
     IS_TRANS:	$wfy
        INDEX:	P12W1
      OFFSETS:	0-4
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	($uwfiy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	$uwf+iy
        GLOSS:	look+you

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P12W2
      OFFSETS:	5-8
       TOKENS:	P12W2-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this/after all that time/in this way/approximately/like that/as such/that/like

 INPUT STRING:	الخياطة
     IS_TRANS:	AlxyATp
        INDEX:	P13W1
      OFFSETS:	0-7
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xiyATap_1]
   UNSPLITVOC:	(AlxiyATap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+xiyAT+ap
        GLOSS:	the+sewing/needlework/tailoring+[fem.sg.]

 INPUT STRING:	اللي
     IS_TRANS:	Ally
        INDEX:	P13W2
      OFFSETS:	8-12
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aill~iy_1]
   UNSPLITVOC:	(Aill~iy)
          POS:	REL_PRON
          VOC:	Aill~iy
        GLOSS:	who/which/that

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P13W3
      OFFSETS:	13-15
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الجنب
     IS_TRANS:	Aljnb
        INDEX:	P13W4
      OFFSETS:	16-21
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[janob_1]
   UNSPLITVOC:	(Aljanob)
          POS:	DET+NOUN
          VOC:	Al+janob
        GLOSS:	the+next to/side/sides

 INPUT STRING:	متهييء
     IS_TRANS:	mthyy'
        INDEX:	P14W1
      OFFSETS:	0-6
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mitohayay'_1]
   UNSPLITVOC:	(mitohayay')
          POS:	ADJ.VN
          VOC:	mitohayay'
        GLOSS:	imagine

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P14W2
      OFFSETS:	7-9
       TOKENS:	P14W2-P14W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	تترفي
     IS_TRANS:	ttrfy
        INDEX:	P14W3
      OFFSETS:	10-15
       TOKENS:	P14W4-P14W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitoraf~aY_1]
   UNSPLITVOC:	(titoraf~aY)
          POS:	IV3FS+IV_PASS
          VOC:	ti+toraf~aY
        GLOSS:	she/it+be sewed/be stitched

 INPUT STRING:	ممكن
     IS_TRANS:	mmkn
        INDEX:	P15W1
      OFFSETS:	0-4
       TOKENS:	P15W1-P15W1
