 INPUT STRING:	انتي
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(-)
          POS:	PUNC
          VOC:	-
        GLOSS:	-

 INPUT STRING:	(
     IS_TRANS:	(
        INDEX:	P3W10
      OFFSETS:	40-41
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(()
          POS:	PUNC
          VOC:	(
        GLOSS:	(

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P4W2
      OFFSETS:	5-9
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	يستخدم
     IS_TRANS:	ystxdm
        INDEX:	P4W3
      OFFSETS:	10-16
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aisotaxodim_1]
   UNSPLITVOC:	(yusotaxodam)
          POS:	IV3MS+IV
          VOC:	yu+sotaxodam
        GLOSS:	he/it+employ/utilize/use

 INPUT STRING:	زي
     IS_TRANS:	zy
        INDEX:	P4W4
      OFFSETS:	17-19
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[zay~_1]
   UNSPLITVOC:	(zay~)
          POS:	NOUN
          VOC:	zay~
        GLOSS:	like

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P4W5
      OFFSETS:	20-22
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	FOCUS_PART
          VOC:	mA
        GLOSS:	emphasis

 INPUT STRING:	hw
     IS_TRANS:	hw
        INDEX:	P4W6
      OFFSETS:	23-25
       TOKENS:	P4W6-P4W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[huw~a_1]
   UNSPLITVOC:	(huw~a)
          POS:	PRON_3MS
          VOC:	huw~a
        GLOSS:	it/he/an improper way/its/the self same/emphatic pronoun of the 3rd person/emphasizing a preceding noun/emphasizing a preceding suffix

 INPUT STRING:	bs
     IS_TRANS:	bs
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bas~_1]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P5W2
      OFFSETS:	3-7
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P5W3
      OFFSETS:	8-11
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	AsAs
     IS_TRANS:	AsAs
        INDEX:	P5W4
      OFFSETS:	12-16
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>asAs_1]
   UNSPLITVOC:	(AsAs)
          POS:	NOUN
          VOC:	AsAs
        GLOSS:	foundation/basis/foundations/bases/primarily/basically

 INPUT STRING:	طفل
     IS_TRANS:	Tfl
        INDEX:	P5W5
      OFFSETS:	17-20
       TOKENS:	P5W5-P5W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tifol_1]
   UNSPLITVOC:	(Tifol)
          POS:	NOUN
          VOC:	Tifol
        GLOSS:	child/boy/girl/children/infants

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P5W6
      OFFSETS:	21-22
       TOKENS:	P5W6-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	جلده
     IS_TRANS:	jldh
        INDEX:	P5W7
      OFFSETS:	23-27
       TOKENS:	P5W7-P5W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jild_1]
   UNSPLITVOC:	(jilduh)
          POS:	NOUN+POSS_PRON_3MS
          VOC:	jild+uh
        GLOSS:	skin+his/its

 INPUT STRING:	رقيق
     IS_TRANS:	rqyq
        INDEX:	P5W8
      OFFSETS:	28-32
       TOKENS:	P5W9-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raqiyq_1]
   UNSPLITVOC:	(raqiyq)
          POS:	ADJ
          VOC:	raqiyq
        GLOSS:	gentle/delicate/slender

 INPUT STRING:	فخففيه
     IS_TRANS:	fxffyh
        INDEX:	P5W9
      OFFSETS:	33-39
       TOKENS:	P5W10-P5W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xaf~if_1]
   UNSPLITVOC:	(faxaf~ifiyuh)
          POS:	PART+CV+CVSUFF_SUBJ:2FS+CVSUFF_DO:3MS
          VOC:	fa+xaf~if+iy+uh
        GLOSS:	then+delight+you+it

 INPUT STRING:	بشوية
     IS_TRANS:	b$wyp
        INDEX:	P5W10
      OFFSETS:	40-45
       TOKENS:	P5W13-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$iway~ap_1]
   UNSPLITVOC:	(bi$iway~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+$iway~+ap
        GLOSS:	with/by+little/small+[fem.sg.]

 INPUT STRING:	bsAT
     IS_TRANS:	bsAT
        INDEX:	P5W11
      OFFSETS:	46-50
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(bsAT)
          POS:	TYPO
          VOC:	bsAT
        GLOSS:	nogloss

 INPUT STRING:	مية
     IS_TRANS:	myp
        INDEX:	P5W12
      OFFSETS:	51-54
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[may~ap_1]
   UNSPLITVOC:	(may~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	may~+ap
        GLOSS:	water+[fem.sg.]

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P6W1
      OFFSETS:	0-1
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	حاولى
     IS_TRANS:	HAwlY
        INDEX:	P6W2
      OFFSETS:	2-7
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(HAwoliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	HAwol+iy
        GLOSS:	test/try/attempt/try out/test for ripeness/explore/invent/originate+you

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W3
      OFFSETS:	8-11
       TOKENS:	P6W3-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	>
     IS_TRANS:	>
        INDEX:	P6W4
      OFFSETS:	12-13
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(>)
          POS:	TYPO
          VOC:	>
        GLOSS:	nogloss

 INPUT STRING:	d
     IS_TRANS:	d
        INDEX:	P6W5
      OFFSETS:	13-14
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(d)
          POS:	TYPO
          VOC:	d
        GLOSS:	nogloss

 INPUT STRING:	الجرح
     IS_TRANS:	AljrH
        INDEX:	P6W6
      OFFSETS:	15-20
       TOKENS:	P6W6-P6W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jaroH_1]
   UNSPLITVOC:	(AljaroH)
          POS:	DET+NOUN
          VOC:	Al+jaroH
        GLOSS:	the+injuries/wounds

 INPUT STRING:	ماتغرقهوش
     IS_TRANS:	mAtgrqhw$
        INDEX:	P6W7
      OFFSETS:	21-30
       TOKENS:	P6W7-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[gar~aq_1]
   UNSPLITVOC:	(mA_tigar~aqhuw$)
          POS:	NEG_PART+IV2MS+IV+IVSUFF_DO:3MS+NEG_PART
          VOC:	mA+ti+gar~aq+uh+$
        GLOSS:	not+you+submerge/drown/inundate+it/him+not

 INPUT STRING:	بيتادين
     IS_TRANS:	bytAdyn
        INDEX:	P6W8
      OFFSETS:	31-38
       TOKENS:	P6W11-P6W11
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(bytAdyn)
          POS:	FOREIGN
          VOC:	bytAdyn
        GLOSS:	nogloss

 INPUT STRING:	يعني
     IS_TRANS:	yEny
        INDEX:	P6W9
      OFFSETS:	39-43
       TOKENS:	P6W12-P6W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EanaY_1]
   UNSPLITVOC:	(yaEoniy)
          POS:	IV3MS+IV
          VOC:	ya+Eoniy
        GLOSS:	he/it+mean/signify/concern/be meant/be signified/be concerned (with)

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P7W1
      OFFSETS:	0-1
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P7W2
      OFFSETS:	2-6
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(E$>n)
          POS:	TYPO
          VOC:	E$>n
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P7W3
      OFFSETS:	7-10
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	عارفة
     IS_TRANS:	EArfp
        INDEX:	P7W4
      OFFSETS:	11-16
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EArif_1]
   UNSPLITVOC:	(EArofap)
          POS:	ADJ.VN+NSUFF_FEM_SG
          VOC:	EArof+ap
        GLOSS:	knowing/having knowledge of+[fem.sg.]

 INPUT STRING:	إنك
     IS_TRANS:	<nk
        INDEX:	P7W5
      OFFSETS:	17-20
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in~_1]
   UNSPLITVOC:	(<in~ik)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	<in~+ik
        GLOSS:	that+you

 INPUT STRING:	قلقتي
     IS_TRANS:	qlqty
        INDEX:	P7W6
      OFFSETS:	21-26
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qiliq_1]
   UNSPLITVOC:	(qiliqtiy)
          POS:	PV+PVSUFF_SUBJ:2FS
          VOC:	qiliq+tiy
        GLOSS:	be worried/be agitated+you

 INPUT STRING:	mn
     IS_TRANS:	mn
        INDEX:	P7W7
      OFFSETS:	27-29
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	التليفون
     IS_TRANS:	Altlyfwn
        INDEX:	P7W8
      OFFSETS:	30-38
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[tiliyfuwn_1]
   UNSPLITVOC:	(Altiliyfuwn)
          POS:	DET+NOUN
          VOC:	Al+tiliyfuwn
        GLOSS:	the+telephone

 INPUT STRING:	متحاوليش
     IS_TRANS:	mtHAwly$
        INDEX:	P8W1
      OFFSETS:	0-8
       TOKENS:	P8W1-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAwil_1]
   UNSPLITVOC:	(mA_tiHAwoliy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+HAwol+iy+$
        GLOSS:	not+you+test/try/attempt/try out/test for ripeness/explore/invent/originate+you+not

 INPUT STRING:	متدافعيش
     IS_TRANS:	mtdAfEy$
        INDEX:	P9W1
      OFFSETS:	0-8
       TOKENS:	P9W1-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[dAfiE_1]
   UNSPLITVOC:	(mAtidAfiEiy$)
          POS:	NEG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS+NEG_PART
          VOC:	mA+ti+dAfiE+iy+$
        GLOSS:	not+you+defend+you+not

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P9W2
      OFFSETS:	9-11
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	نفسك
     IS_TRANS:	nfsk
        INDEX:	P9W3
      OFFSETS:	12-16
       TOKENS:	P9W5-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nafos_1]
   UNSPLITVOC:	(nafosik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	nafos+ik
        GLOSS:	same/self/selves/soul/souls+your

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P10W1
      OFFSETS:	0-2
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P10W2
      OFFSETS:	3-5
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P10W3
      OFFSETS:	6-9
       TOKENS:	P10W3-P10W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	أصلا
     IS_TRANS:	>SlA
        INDEX:	P10W4
      OFFSETS:	10-14
       TOKENS:	P10W4-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aSol_1]
   UNSPLITVOC:	(>aSolAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>aSol+AF
        GLOSS:	origin/source/root/origins/sources/principles/originally/primarily+[acc.indef.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P10W5
      OFFSETS:	15-17
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	اجيد
     IS_TRANS:	Ajyd
        INDEX:	P10W6
      OFFSETS:	18-22
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AajAd_1]
   UNSPLITVOC:	(Aajiyd)
          POS:	IV1S+IV
          VOC:	Aa+jiyd
        GLOSS:	I+be proficient at/do well

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P10W7
      OFFSETS:	23-25
       TOKENS:	P10W7-P10W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
