 INPUT STRING:	صباح
     IS_TRANS:	bAynh
        INDEX:	P1W10
      OFFSETS:	39-44
       TOKENS:	P1W12-P1W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAyin_1]
   UNSPLITVOC:	(bAyonap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	bAyon+ap
        GLOSS:	obvious/evident+[fem.sg.]

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P1W11
      OFFSETS:	45-47
       TOKENS:	P1W13-P1W13
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Ah)
          POS:	TYPO
          VOC:	Ah
        GLOSS:	nogloss

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P1W12
      OFFSETS:	48-50
       TOKENS:	P1W14-P1W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	بنتي
     IS_TRANS:	bnty
        INDEX:	P1W13
      OFFSETS:	51-55
       TOKENS:	P1W15-P1W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(binotiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	binot+iy
        GLOSS:	daughter/girl/daughters/girls+my

 INPUT STRING:	فينك
     IS_TRANS:	fynk
        INDEX:	P1W14
      OFFSETS:	56-60
       TOKENS:	P1W17-P1W18
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiyn_1]
   UNSPLITVOC:	(fiynik)
          POS:	INTERROG_ADV+PRON_2FS
          VOC:	fiyn+ik
        GLOSS:	where+you

 INPUT STRING:	لعل
     IS_TRANS:	lEl
        INDEX:	P1W15
      OFFSETS:	61-64
       TOKENS:	P1W19-P1W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[laEal~a_1]
   UNSPLITVOC:	(laEal~a)
          POS:	PSEUDO_VERB
          VOC:	laEal~a
        GLOSS:	perhaps/maybe

 INPUT STRING:	المانع
     IS_TRANS:	AlmAnE
        INDEX:	P1W16
      OFFSETS:	65-71
       TOKENS:	P1W20-P1W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mAniE_1]
   UNSPLITVOC:	(AlmAniE)
          POS:	DET+NOUN
          VOC:	Al+mAniE
        GLOSS:	the+obstacle/impediment/obstacles/impediments

 INPUT STRING:	خير
     IS_TRANS:	xyr
        INDEX:	P1W17
      OFFSETS:	72-75
       TOKENS:	P1W21-P1W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyr_1]
   UNSPLITVOC:	(xiyr)
          POS:	NOUN
          VOC:	xiyr
        GLOSS:	affluence/prosperity/good/wealth/welfare

 INPUT STRING:	معلش
     IS_TRANS:	mEl$
        INDEX:	P2W1
      OFFSETS:	0-4
       TOKENS:	P2W1-P2W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEoli$~_1]
   UNSPLITVOC:	(maEoli$~)
          POS:	INTERJ
          VOC:	maEoli$~
        GLOSS:	sorry

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P2W2
      OFFSETS:	5-10
       TOKENS:	P2W2-P2W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by+Allah/God

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P2W3
      OFFSETS:	11-13
       TOKENS:	P2W4-P2W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	منى
     IS_TRANS:	mnY
        INDEX:	P2W4
      OFFSETS:	14-17
       TOKENS:	P2W5-P2W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[munaY_1]
   UNSPLITVOC:	(munaY)
          POS:	NOUN_PROP
          VOC:	munaY
        GLOSS:	Mouna/Muna

 INPUT STRING:	الواد
     IS_TRANS:	AlwAd
        INDEX:	P2W5
      OFFSETS:	18-23
       TOKENS:	P2W6-P2W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wAd_1]
   UNSPLITVOC:	(AlwAd)
          POS:	DET+NOUN
          VOC:	Al+wAd
        GLOSS:	the+boy

 INPUT STRING:	حسين
     IS_TRANS:	Hsyn
        INDEX:	P2W6
      OFFSETS:	24-28
       TOKENS:	P2W7-P2W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hisiyn_1]
   UNSPLITVOC:	(Hisiyn)
          POS:	NOUN_PROP
          VOC:	Hisiyn
        GLOSS:	Hussein/Hussien/housin

 INPUT STRING:	سخن
     IS_TRANS:	sxn
        INDEX:	P2W7
      OFFSETS:	29-32
       TOKENS:	P2W8-P2W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[sixin_1]
   UNSPLITVOC:	(sixin)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	sixin+(null)
        GLOSS:	warm up/become hot+he/it [verb]

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P2W8
      OFFSETS:	33-37
       TOKENS:	P2W9-P2W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	فكنت
     IS_TRANS:	fknt
        INDEX:	P2W9
      OFFSETS:	38-42
       TOKENS:	P2W10-P2W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(fakunt)
          POS:	CONJ+PV+PVSUFF_SUBJ:1S
          VOC:	fa+kun+t
        GLOSS:	so/and+be/was/were+I

 INPUT STRING:	مغيباه
     IS_TRANS:	mgybAh
        INDEX:	P2W10
      OFFSETS:	43-49
       TOKENS:	P2W12-P2W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[migay~ib_1]
   UNSPLITVOC:	(migay~ibAh)
          POS:	ADJ+NSUFF_FEM_SG+PRON_3MS
          VOC:	migay~ib+ap+uh
        GLOSS:	make absent+[fem.sg]+it/him

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P2W11
      OFFSETS:	50-52
       TOKENS:	P2W14-P2W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	المدرسة
     IS_TRANS:	Almdrsp
        INDEX:	P2W12
      OFFSETS:	53-60
       TOKENS:	P2W15-P2W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[madorasap_1]
   UNSPLITVOC:	(Almadorasap)
          POS:	DET+NOUN+NSUFF_FEM_SG
          VOC:	Al+madoras+ap
        GLOSS:	the+school/schools+[fem.sg.]

 INPUT STRING:	فمستلم
     IS_TRANS:	fmstlm
        INDEX:	P3W1
      OFFSETS:	0-6
       TOKENS:	P3W1-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[misotilim_1]
   UNSPLITVOC:	(famisotilim)
          POS:	CONJ+ADJ
          VOC:	fa+misotilim
        GLOSS:	so/and+recipient/consignee

 INPUT STRING:	الموبايل
     IS_TRANS:	AlmwbAyl
        INDEX:	P3W2
      OFFSETS:	7-15
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[muwbAyil_1]
   UNSPLITVOC:	(AlmuwbAyil)
          POS:	DET+NOUN
          VOC:	Al+muwbAyil
        GLOSS:	the+mobile phone/cell phones/mobiles

 INPUT STRING:	من
     IS_TRANS:	mn
        INDEX:	P3W3
      OFFSETS:	16-18
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[min_1]
   UNSPLITVOC:	(min)
          POS:	PREP
          VOC:	min
        GLOSS:	from

 INPUT STRING:	الصبح
     IS_TRANS:	AlSbH
        INDEX:	P3W4
      OFFSETS:	19-24
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SuboH_1]
   UNSPLITVOC:	(AlSuboH)
          POS:	DET+NOUN
          VOC:	Al+SuboH
        GLOSS:	the+morning/daybreak/mornings

 INPUT STRING:	بيلعب
     IS_TRANS:	bylEb
        INDEX:	P3W5
      OFFSETS:	25-30
       TOKENS:	P3W6-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(biyiloEab)
          POS:	PROG_PART+IV3MS+IV
          VOC:	bi+yi+loEab
        GLOSS:	[present-tense]+he/it+play

 INPUT STRING:	بيه
     IS_TRANS:	byh
        INDEX:	P3W6
      OFFSETS:	31-34
       TOKENS:	P3W8-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yih_1]
   UNSPLITVOC:	(biyih)
          POS:	PREP+NOUN
          VOC:	bi+yih
        GLOSS:	with/by+him/it

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P4W1
      OFFSETS:	0-3
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	still/not yet

 INPUT STRING:	شايفة
     IS_TRANS:	$Ayfp
        INDEX:	P4W2
      OFFSETS:	4-9
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$Ayif_1]
   UNSPLITVOC:	($Ayfap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	$Ayf+ap
        GLOSS:	i see/viewer/observer/onlooker/seeing/see/looking+[fem.sg.]

 INPUT STRING:	كلامك
     IS_TRANS:	klAmk
        INDEX:	P4W3
      OFFSETS:	10-15
       TOKENS:	P4W3-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kalAm_1]
   UNSPLITVOC:	(kalAmik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	kalAm+ik
        GLOSS:	speech/statement/remark/talk/saying+your

 INPUT STRING:	حالل
     IS_TRANS:	HAll
        INDEX:	P4W4
      OFFSETS:	16-20
       TOKENS:	P4W5-P4W5
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(HAll)
          POS:	TYPO
          VOC:	HAll
        GLOSS:	nogloss

 INPUT STRING:	حالا
     IS_TRANS:	HAlA
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAl_1]
   UNSPLITVOC:	(HAlAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	HAl+AF
        GLOSS:	situation/condition/case/situations/conditions/cases+[acc.indef.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P6W1
      OFFSETS:	0-2
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[la>_1]
   UNSPLITVOC:	(la>)
          POS:	INTERJ
          VOC:	la>
        GLOSS:	no/non-/not

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P6W2
      OFFSETS:	3-6
       TOKENS:	P6W2-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	يهمك
     IS_TRANS:	yhmk
        INDEX:	P6W3
      OFFSETS:	7-11
       TOKENS:	P6W4-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ham~_1]
   UNSPLITVOC:	(yihim~ik)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+him~+ik
        GLOSS:	he/it+be ready/intend+you

 INPUT STRING:	وألف
     IS_TRANS:	w>lf
        INDEX:	P6W4
      OFFSETS:	12-16
       TOKENS:	P6W6-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>alof_1]
   UNSPLITVOC:	(wi>alof)
          POS:	CONJ+NOUN_NUM
          VOC:	wi+>alof
        GLOSS:	and+thousand/thousands

 INPUT STRING:	سلامة
     IS_TRANS:	slAmp
        INDEX:	P6W5
      OFFSETS:	17-22
       TOKENS:	P6W8-P6W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(salAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	salAm+ap
        GLOSS:	security/safety/integrity+[fem.sg.]

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P6W6
      OFFSETS:	23-26
       TOKENS:	P6W9-P6W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	حسين
     IS_TRANS:	Hsyn
        INDEX:	P6W7
      OFFSETS:	27-31
       TOKENS:	P6W10-P6W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Hisiyn_1]
   UNSPLITVOC:	(Hisiyn)
          POS:	NOUN_PROP
          VOC:	Hisiyn
        GLOSS:	Hussein/Hussien/housin

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P7W1
      OFFSETS:	0-4
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Allah_1]
   UNSPLITVOC:	(Allah)
          POS:	NOUN_PROP
          VOC:	Allah
        GLOSS:	God

 INPUT STRING:	يخليكي
     IS_TRANS:	yxlyky
        INDEX:	P7W2
      OFFSETS:	5-11
       TOKENS:	P7W2-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+xal~iy+ik
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P7W3
      OFFSETS:	12-16
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<inotiy_1]
   UNSPLITVOC:	(<inotiy)
          POS:	PRON_2FS
          VOC:	<inotiy
        GLOSS:	you [fem.sg.]/you

 INPUT STRING:	اخبارك
     IS_TRANS:	AxbArk
        INDEX:	P7W4
      OFFSETS:	17-23
       TOKENS:	P7W5-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(AxobArik)
          POS:	NOUN+POSS_PRON_2FS
          VOC:	AxobAr+ik
        GLOSS:	news/report/reports+your

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P7W5
      OFFSETS:	24-27
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_1]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	Aiyh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P7W6
      OFFSETS:	27-28
       TOKENS:	P7W8-P7W8
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P7W7
      OFFSETS:	28-29
       TOKENS:	P7W9-P7W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	لله
     IS_TRANS:	llh
        INDEX:	P8W2
      OFFSETS:	6-9
       TOKENS:	P8W2-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[All~`h_1]
   UNSPLITVOC:	(lil~`h)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~`h
        GLOSS:	to/for+Allah/God

 INPUT STRING:	وديت
     IS_TRANS:	wdyt
        INDEX:	P8W3
      OFFSETS:	10-14
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wad~aY_1]
   UNSPLITVOC:	(wad~ayt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	wad~+ayt
        GLOSS:	carry/bring/take away/lead/take/lead them/give+I

 INPUT STRING:	عمر
     IS_TRANS:	Emr
        INDEX:	P8W4
      OFFSETS:	15-18
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumar_1]
   UNSPLITVOC:	(Eumar)
          POS:	NOUN_PROP
          VOC:	Eumar
        GLOSS:	Omar/Umar

 INPUT STRING:	جنينة
     IS_TRANS:	jnynp
        INDEX:	P8W5
      OFFSETS:	19-24
       TOKENS:	P8W6-P8W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jinaynap_1]
   UNSPLITVOC:	(jinaynap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	jinayn+ap
        GLOSS:	garden/gardens/park/orchard/public garden/recreation ground+[fem.sg.]

 INPUT STRING:	الحيونات
     IS_TRANS:	AlHywnAt
        INDEX:	P8W6
      OFFSETS:	25-33
       TOKENS:	P8W7-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HayawAn_1]
   UNSPLITVOC:	(AlHayawAnAt)
          POS:	DET+NOUN+NSUFF_FEM_PL
          VOC:	Al+HayawAn+At
        GLOSS:	the+animal/creature+[fem.pl.]

 INPUT STRING:	أخيرا
     IS_TRANS:	>xyrA
        INDEX:	P8W7
      OFFSETS:	34-39
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[axiyr_1]
   UNSPLITVOC:	(axiyrAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	axiyrAF+AF
        GLOSS:	last/latest/recent/latter+[acc.indef.]

 INPUT STRING:	"
     IS_TRANS:	"
        INDEX:	P8W8
      OFFSETS:	39-40
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(")
          POS:	PUNC
          VOC:	"
        GLOSS:	"

 INPUT STRING:	بس
     IS_TRANS:	bs
        INDEX:	P8W9
      OFFSETS:	41-43
       TOKENS:	P8W10-P8W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[bas~_2]
   UNSPLITVOC:	(bas~)
          POS:	CONJ
          VOC:	bas~
        GLOSS:	but

 INPUT STRING:	اتبسط
     IS_TRANS:	AtbsT
        INDEX:	P8W10
      OFFSETS:	44-49
       TOKENS:	P8W11-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AitobasaT_1]
   UNSPLITVOC:	(AitobasaT)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	AitobasaT+(null)
        GLOSS:	be flattened/have fun/be happy+he/it

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P8W11
      OFFSETS:	50-53
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
