 INPUT STRING:	كل
          VOC:	Aa+kal~im+ik
        GLOSS:	I+talk/speak/talk to+you

 INPUT STRING:	عن
     IS_TRANS:	En
        INDEX:	P2W6
      OFFSETS:	24-26
       TOKENS:	P2W8-P2W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ean_1]
   UNSPLITVOC:	(Ean)
          POS:	PREP
          VOC:	Ean
        GLOSS:	(away) from/off/about/on/over

 INPUT STRING:	فيسبوك
     IS_TRANS:	fysbwk
        INDEX:	P2W7
      OFFSETS:	27-33
       TOKENS:	P2W9-P2W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[fiysbuwk_1]
   UNSPLITVOC:	(fiysbuwk)
          POS:	NOUN
          VOC:	fiysbuwk
        GLOSS:	facebook

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P3W1
      OFFSETS:	0-2
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	سلام
     IS_TRANS:	slAm
        INDEX:	P3W2
      OFFSETS:	3-7
       TOKENS:	P3W2-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAm_1]
   UNSPLITVOC:	(salAm)
          POS:	NOUN
          VOC:	salAm
        GLOSS:	peace/greeting/salute/salutation/greetings/salutations/anthem/song

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P3W3
      OFFSETS:	8-13
       TOKENS:	P3W3-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P3W4
      OFFSETS:	14-17
       TOKENS:	P3W5-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	جالي
     IS_TRANS:	jAly
        INDEX:	P3W5
      OFFSETS:	18-22
       TOKENS:	P3W7-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jA_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	jA+(null)+li+iy
        GLOSS:	occur/came/come/reach/arrive+he/it+to/for+I

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P3W6
      OFFSETS:	23-27
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	يبقى
     IS_TRANS:	ybqY
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+become/begin/start/be/begin a new day

 INPUT STRING:	القلوب
     IS_TRANS:	Alqlwb
        INDEX:	P4W2
      OFFSETS:	5-11
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qalob_1]
   UNSPLITVOC:	(Alquluwb)
          POS:	DET+NOUN
          VOC:	Al+quluwb
        GLOSS:	the+overthrowing/toppling/reversal/inversion/heart/center/essence/hearts

 INPUT STRING:	عند
     IS_TRANS:	End
        INDEX:	P4W3
      OFFSETS:	12-15
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eanod_1]
   UNSPLITVOC:	(Eanod)
          POS:	NOUN
          VOC:	Eanod
        GLOSS:	at/have/possession/with

 INPUT STRING:	بعضها
     IS_TRANS:	bEDhA
        INDEX:	P4W4
      OFFSETS:	16-21
       TOKENS:	P4W4-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoDahA)
          POS:	NOUN_QUANT+POSS_PRON_3FS
          VOC:	baEoD+hA
        GLOSS:	some/a few/little/part+its/their/her

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P5W2
      OFFSETS:	3-8
       TOKENS:	P5W2-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	بعت
     IS_TRANS:	bEt
        INDEX:	P5W3
      OFFSETS:	9-12
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEat_1]
   UNSPLITVOC:	(baEat~)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	baEat+~
        GLOSS:	send+I

 INPUT STRING:	لك
     IS_TRANS:	lk
        INDEX:	P5W4
      OFFSETS:	13-15
       TOKENS:	P5W5-P5W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liik)
          POS:	PREP+PRON_2FS
          VOC:	li+ik
        GLOSS:	to/him (it/he has)/them/her (it/she has/they have)/for+you

 INPUT STRING:	لوحدي
     IS_TRANS:	lwHdy
        INDEX:	P5W5
      OFFSETS:	16-21
       TOKENS:	P5W7-P5W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[waHod_1]
   UNSPLITVOC:	(liwaHodiy)
          POS:	PREP+NOUN+POSS_PRON_1S
          VOC:	li+waHod+iy
        GLOSS:	for/to+alone/only+my

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P5W6
      OFFSETS:	22-25
       TOKENS:	P5W10-P5W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(walA)
          POS:	CONJ+NEG_PART
          VOC:	wa+lA
        GLOSS:	and+no/not/non-

 INPUT STRING:	جالي
     IS_TRANS:	jAly
        INDEX:	P5W7
      OFFSETS:	26-30
       TOKENS:	P5W12-P5W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(jA_liy)
          POS:	PV+PVSUFF_SUBJ:3MS+PREP+PRON_1S
          VOC:	jA+(null)+li+iy
        GLOSS:	occur/came/come/reach/arrive+he/it+to/for+I

 INPUT STRING:	أي
     IS_TRANS:	>y
        INDEX:	P5W8
      OFFSETS:	31-33
       TOKENS:	P5W15-P5W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aay~_1]
   UNSPLITVOC:	(>ay~)
          POS:	NOUN_QUANT
          VOC:	>ay~
        GLOSS:	any

 INPUT STRING:	حاجة
     IS_TRANS:	HAjp
        INDEX:	P5W9
      OFFSETS:	34-38
       TOKENS:	P5W16-P5W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P6W1
      OFFSETS:	0-5
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN_PROP
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	كريم
     IS_TRANS:	krym
        INDEX:	P6W2
      OFFSETS:	6-10
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kariym_1]
   UNSPLITVOC:	(kariym)
          POS:	ADJ
          VOC:	kariym
        GLOSS:	distinguished/generous/noble/precious

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P7W1
      OFFSETS:	0-5
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmolap_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	working+[fem.sg.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P7W2
      OFFSETS:	6-9
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	والولاد
     IS_TRANS:	wAlwlAd
        INDEX:	P7W3
      OFFSETS:	10-17
       TOKENS:	P7W3-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(wiAlwilAd)
          POS:	CONJ+DET+NOUN
          VOC:	wi+Al+wilAd
        GLOSS:	and+the+child/son/children

 INPUT STRING:	عاملين
     IS_TRANS:	EAmlyn
        INDEX:	P7W4
      OFFSETS:	18-24
       TOKENS:	P7W5-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmoliyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	EAmol+iyn
        GLOSS:	active/operating/working+[pl.]

 INPUT STRING:	إيه
     IS_TRANS:	<yh
        INDEX:	P7W5
      OFFSETS:	25-28
       TOKENS:	P7W6-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(Aiyh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P7W6
      OFFSETS:	28-29
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P8W1
      OFFSETS:	0-5
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	llh
     IS_TRANS:	llh
        INDEX:	P8W2
      OFFSETS:	6-9
       TOKENS:	P8W2-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	،
     IS_TRANS:	,
        INDEX:	P8W3
      OFFSETS:	10-11
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(,)
          POS:	PUNC
          VOC:	,
        GLOSS:	,

 INPUT STRING:	انتي
     IS_TRANS:	Anty
        INDEX:	P8W4
      OFFSETS:	11-15
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	واحشتني
     IS_TRANS:	wAH$tny
        INDEX:	P8W5
      OFFSETS:	16-23
       TOKENS:	P8W6-P8W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[wAHa$_1]
   UNSPLITVOC:	(wAHa$tiniy)
          POS:	PV+PVSUFF_SUBJ:2FS+PVSUFF_DO:1S
          VOC:	wAHa$+ti+niy
        GLOSS:	miss you+you+me

 INPUT STRING:	qwy
     IS_TRANS:	qwy
        INDEX:	P8W6
      OFFSETS:	24-27
       TOKENS:	P8W8-P8W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	qwy
     IS_TRANS:	qwy
        INDEX:	P8W7
      OFFSETS:	28-31
       TOKENS:	P8W9-P8W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	وأيه
     IS_TRANS:	w>yh
        INDEX:	P8W8
      OFFSETS:	32-36
       TOKENS:	P8W10-P8W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aiyh_1]
   UNSPLITVOC:	(wi>iyh)
          POS:	CONJ+INTERROG_PRON
          VOC:	wi+>iyh
        GLOSS:	and+what

 INPUT STRING:	AxbAr
     IS_TRANS:	AxbAr
        INDEX:	P8W9
      OFFSETS:	37-42
       TOKENS:	P8W12-P8W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xabar_1]
   UNSPLITVOC:	(>axobAr)
          POS:	NOUN
          VOC:	>axobAr
        GLOSS:	news/report/reports

 INPUT STRING:	رمضان
     IS_TRANS:	rmDAn
        INDEX:	P8W10
      OFFSETS:	43-48
       TOKENS:	P8W13-P8W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ramaDAn_1]
   UNSPLITVOC:	(ramaDAn)
          POS:	NOUN_PROP
          VOC:	ramaDAn
        GLOSS:	Ramadan

 INPUT STRING:	غي
     IS_TRANS:	gy
        INDEX:	P8W11
      OFFSETS:	49-51
       TOKENS:	P8W14-P8W14
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(gy)
          POS:	TYPO
          VOC:	gy
        GLOSS:	nogloss

 INPUT STRING:	للسعودية
     IS_TRANS:	llsEwdyp
        INDEX:	P8W12
      OFFSETS:	52-60
       TOKENS:	P8W15-P8W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suEuwdiy~ap_1]
   UNSPLITVOC:	(lils~uEuwdiy~ap)
          POS:	PREP+DET+NOUN_PROP+NSUFF_FEM_SG
          VOC:	li+Al+suEuwdiy~+ap
        GLOSS:	for/to+the+Saudi Arabia+[fem.sg.]

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W13
      OFFSETS:	60-61
       TOKENS:	P8W17-P8W17
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P8W14
      OFFSETS:	61-62
       TOKENS:	P8W18-P8W18
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	?

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P9W1
      OFFSETS:	0-5
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(waAll~ahi)
          POS:	PREP+NOUN_PROP
          VOC:	wa+All~ah
        GLOSS:	by/with+Allah/God

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P9W2
      OFFSETS:	6-11
       TOKENS:	P9W3-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	and+you [fem.sg.]/you/feminine

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P9W3
      OFFSETS:	12-16
       TOKENS:	P9W5-P9W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	جدا
     IS_TRANS:	jdA
        INDEX:	P9W4
      OFFSETS:	17-20
       TOKENS:	P9W6-P9W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jid~_1]
   UNSPLITVOC:	(jid~AF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	jid~+AF
        GLOSS:	seriousness/earnestness/very/much+[acc.indef.]

 INPUT STRING:	كان
     IS_TRANS:	kAn
        INDEX:	P9W5
      OFFSETS:	21-24
       TOKENS:	P9W7-P9W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kAn_1]
   UNSPLITVOC:	(kAn)
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	kAn+(null)
        GLOSS:	be/was/were+he/it

 INPUT STRING:	نفسي
     IS_TRANS:	nfsy
        INDEX:	P9W6
      OFFSETS:	25-29
       TOKENS:	P9W8-P9W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[nifos_1]
   UNSPLITVOC:	(nifosiy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	nifos+iy
        GLOSS:	appetite+my

 INPUT STRING:	أشوفك
     IS_TRANS:	>$wfk
        INDEX:	P9W7
      OFFSETS:	30-35
       TOKENS:	P9W10-P9W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$Af_1]
   UNSPLITVOC:	(Aa$uwfik)
          POS:	IV1S+IV+IVSUFF_DO:2FS
          VOC:	Aa+$uwf+ik
        GLOSS:	I+look+you

 INPUT STRING:	قبل
     IS_TRANS:	qbl
        INDEX:	P9W8
      OFFSETS:	36-39
       TOKENS:	P9W12-P9W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qabol_1]
   UNSPLITVOC:	(qabol)
          POS:	NOUN
          VOC:	qabol
        GLOSS:	before/previously/formerly

 INPUT STRING:	ما
     IS_TRANS:	mA
        INDEX:	P9W9
      OFFSETS:	40-42
       TOKENS:	P9W13-P9W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mA_1]
   UNSPLITVOC:	(mA)
          POS:	SUB_CONJ
          VOC:	mA
        GLOSS:	that/if/unless/whether/as long as/as soon as

 INPUT STRING:	أسافر
