 INPUT STRING:	انتي
       TOKENS:	P6W3-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[mA_3]
   UNSPLITVOC:	(mA_lik)
          POS:	INTERROG_PRON+PREP+PRON_2FS
          VOC:	mA+li+ik
        GLOSS:	what/which+for/to+you

 INPUT STRING:	حبي
     IS_TRANS:	Hby
        INDEX:	P6W4
      OFFSETS:	13-16
       TOKENS:	P6W6-P6W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hub~_1]
   UNSPLITVOC:	(Hub~iy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	Hub~+iy
        GLOSS:	love/affection/out of affection for/for love of+my

 INPUT STRING:	اي
     IS_TRANS:	Ay
        INDEX:	P7W1
      OFFSETS:	0-2
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(Ay)
          POS:	FOREIGN
          VOC:	Ay
        GLOSS:	nogloss

 INPUT STRING:	دونه
     IS_TRANS:	dwnh
        INDEX:	P7W2
      OFFSETS:	3-7
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(dwnh)
          POS:	FOREIGN
          VOC:	dwnh
        GLOSS:	nogloss

