 INPUT STRING:	دودو
        INDEX:	P5W2
      OFFSETS:	6-7
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	اهلا
     IS_TRANS:	AhlA
        INDEX:	P6W1
      OFFSETS:	0-4
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>aholAF_1]
   UNSPLITVOC:	(>aholAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	>ahol+AF
        GLOSS:	welcome+[acc.indef.]

 INPUT STRING:	أمنية
     IS_TRANS:	>mnyp
        INDEX:	P6W2
      OFFSETS:	5-10
       TOKENS:	P6W2-P6W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>umoniy~ap_1]
   UNSPLITVOC:	(>umoniy~ap)
          POS:	NOUN_PROP+NSUFF_FEM_SG
          VOC:	>umoniy~+ap
        GLOSS:	Omnia+[fem.sg.]

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	كويسة
     IS_TRANS:	kwysp
        INDEX:	P7W2
      OFFSETS:	4-9
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kuway~is_1]
   UNSPLITVOC:	(kuway~isap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	kuway~is+ap
        GLOSS:	beautiful/nice/fine (arts)/brilliant/pleasant/shining with light/pretty/attractive+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P7W3
      OFFSETS:	10-12
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yA_1]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	حبيبتي
     IS_TRANS:	Hbybty
        INDEX:	P7W4
      OFFSETS:	13-19
       TOKENS:	P7W4-P7W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Habiybap_1]
   UNSPLITVOC:	(Habiybtiy)
          POS:	NOUN+NSUFF_FEM_SG+POSS_PRON_1S
          VOC:	Habiyb+ap+iy
        GLOSS:	beloved/lover/darling/dear/sweet heart/sweatheart/sweetheart+[fem.sg.]+my

 INPUT STRING:	انت
     IS_TRANS:	Ant
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainota_1]
   UNSPLITVOC:	(Ainota)
          POS:	PRON_2MS
          VOC:	Ainota
        GLOSS:	you [masc.sg.]/you/masculine

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P8W2
      OFFSETS:	4-9
       TOKENS:	P8W2-P8W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	working/operating/active+[fem.sg.]

 INPUT STRING:	أيه
     IS_TRANS:	>yh
        INDEX:	P8W3
      OFFSETS:	10-13
       TOKENS:	P8W3-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aayoh_1]
   UNSPLITVOC:	(>ayoh)
          POS:	INTERROG_PRON
          VOC:	>ayoh
        GLOSS:	what

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P9W1
      OFFSETS:	0-2
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	طبيعي
     IS_TRANS:	TbyEy
        INDEX:	P9W2
      OFFSETS:	3-8
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(TabiyEiy)
          POS:	ADJ
          VOC:	TabiyEiy
        GLOSS:	natural/normal

 INPUT STRING:	ياه
     IS_TRANS:	yAh
        INDEX:	P10W1
      OFFSETS:	0-3
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[yAh_1]
   UNSPLITVOC:	(yAh)
          POS:	INTERJ
          VOC:	yAh
        GLOSS:	Oh

 INPUT STRING:	بتحسي
     IS_TRANS:	btHsy
        INDEX:	P11W1
      OFFSETS:	0-5
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[Has~_1]
   UNSPLITVOC:	(bitiHis~iy)
          POS:	PROG_PART+IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	bi+ti+His~+iy
        GLOSS:	[present-tense]+you+feel+you

 INPUT STRING:	بالم
     IS_TRANS:	bAlm
        INDEX:	P11W2
      OFFSETS:	6-10
       TOKENS:	P11W3-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>alam_1]
   UNSPLITVOC:	(bi>alam)
          POS:	PREP+NOUN
          VOC:	bi+>alam
        GLOSS:	with/by+pain/suffering

 INPUT STRING:	ولا
     IS_TRANS:	wlA
        INDEX:	P11W3
      OFFSETS:	11-14
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wal~A_1]
   UNSPLITVOC:	(wal~A)
          POS:	CONJ
          VOC:	wal~A
        GLOSS:	or

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P11W4
      OFFSETS:	15-19
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	aggressive/hostile

 INPUT STRING:	وانتي
     IS_TRANS:	wAnty
        INDEX:	P11W5
      OFFSETS:	20-25
       TOKENS:	P11W7-P11W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(wiAinotiy)
          POS:	SUB_CONJ+PRON_2FS
          VOC:	wi+Ainotiy
        GLOSS:	while+you [fem.sg.]/you/feminine

 INPUT STRING:	بتشفطي
     IS_TRANS:	bt$fTy
        INDEX:	P11W6
      OFFSETS:	26-32
       TOKENS:	P11W9-P11W9
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(bt$fTy)
          POS:	NO_FUNC
          VOC:	bt$fTy
        GLOSS:	nogloss

 INPUT STRING:	؟
     IS_TRANS:	?
        INDEX:	P11W7
      OFFSETS:	32-33
       TOKENS:	P11W10-P11W10
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[punc]
   UNSPLITVOC:	(?)
          POS:	PUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	بالكهربا
     IS_TRANS:	bAlkhrbA
        INDEX:	P12W1
      OFFSETS:	0-8
       TOKENS:	P12W1-P12W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kahorabap_1]
   UNSPLITVOC:	(bilkahorabA)
          POS:	PREP+DET+NOUN+NSUFF_FEM_SG
          VOC:	bi+Al+kahorab+ap
        GLOSS:	with/by+the+electricity/electrification/electricities+[fem.sg.]

 INPUT STRING:	اكيد
     IS_TRANS:	Akyd
        INDEX:	P12W2
      OFFSETS:	9-13
       TOKENS:	P12W3-P12W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>akiyd_1]
   UNSPLITVOC:	(>akiyd)
          POS:	NOUN
          VOC:	>akiyd
        GLOSS:	certain/definite

 INPUT STRING:	HAjp
     IS_TRANS:	HAjp
        INDEX:	P12W3
      OFFSETS:	14-18
       TOKENS:	P12W4-P12W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[HAjap_1]
   UNSPLITVOC:	(HAjap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	HAj+ap
        GLOSS:	need/needs/thing/belongings+[fem.sg.]

 INPUT STRING:	متطورة
     IS_TRANS:	mtTwrp
        INDEX:	P12W4
      OFFSETS:	19-25
       TOKENS:	P12W5-P12W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mutaTaw~ir_1]
   UNSPLITVOC:	(mutaTaw~irap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mutaTaw~ir+ap
        GLOSS:	developed/advanced/sophisticated+[fem.sg.]

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P13W1
      OFFSETS:	0-2
       TOKENS:	P13W1-P13W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[lA_2]
   UNSPLITVOC:	(lA)
          POS:	NEG_PART
          VOC:	lA
        GLOSS:	no/not/non-

 INPUT STRING:	w
     IS_TRANS:	w
        INDEX:	P13W2
      OFFSETS:	3-4
       TOKENS:	P13W2-P13W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(w)
          POS:	TYPO
          VOC:	w
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P13W3
      OFFSETS:	5-9
       TOKENS:	P13W3-P13W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P13W4
      OFFSETS:	10-13
       TOKENS:	P13W4-P13W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	عاملة
     IS_TRANS:	EAmlp
        INDEX:	P14W1
      OFFSETS:	0-5
       TOKENS:	P14W1-P14W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EAmil_1]
   UNSPLITVOC:	(EAmolap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	EAmol+ap
        GLOSS:	working/operating/active+[fem.sg.]

 INPUT STRING:	txs
     IS_TRANS:	txs
        INDEX:	P14W2
      OFFSETS:	6-9
       TOKENS:	P14W2-P14W2
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[foreign]
   UNSPLITVOC:	(txs)
          POS:	FOREIGN
          VOC:	txs
        GLOSS:	nogloss

 INPUT STRING:	قالو
     IS_TRANS:	qAlw
        INDEX:	P15W1
      OFFSETS:	0-4
       TOKENS:	P15W1-P15W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qAl_1]
   UNSPLITVOC:	(qAluwA)
          POS:	PV+PVSUFF_SUBJ:3P
          VOC:	qAl+uwA
        GLOSS:	said/say/be said/(for example)+they

 INPUT STRING:	لي
     IS_TRANS:	ly
        INDEX:	P15W2
      OFFSETS:	5-7
       TOKENS:	P15W2-P15W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[li_1]
   UNSPLITVOC:	(liy)
          POS:	PREP+PRON_1S
          VOC:	li+iy
        GLOSS:	for/to+me

 INPUT STRING:	مترضعهاش
     IS_TRANS:	mtrDEhA$
        INDEX:	P15W3
      OFFSETS:	8-16
       TOKENS:	P15W4-P15W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(mtrDEhA$)
          POS:	NO_FUNC
          VOC:	mtrDEhA$
        GLOSS:	nogloss

 INPUT STRING:	طبيعي
     IS_TRANS:	TbyEy
        INDEX:	P15W4
      OFFSETS:	17-22
       TOKENS:	P15W5-P15W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[TabiyEiy_1]
   UNSPLITVOC:	(TabiyEiy)
          POS:	ADJ
          VOC:	TabiyEiy
        GLOSS:	natural/normal

 INPUT STRING:	عشأن
     IS_TRANS:	E$>n
        INDEX:	P16W1
      OFFSETS:	0-4
       TOKENS:	P16W1-P16W1
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(E$>n)
          POS:	TYPO
          VOC:	E$>n
        GLOSS:	nogloss

 INPUT STRING:	مجهود
     IS_TRANS:	mjhwd
        INDEX:	P16W2
      OFFSETS:	5-10
       TOKENS:	P16W2-P16W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[majohuwd_1]
   UNSPLITVOC:	(majohuwd)
          POS:	NOUN
          VOC:	majohuwd
        GLOSS:	efforts/endeavors

 INPUT STRING:	عليها
     IS_TRANS:	ElyhA
        INDEX:	P16W3
      OFFSETS:	11-16
       TOKENS:	P16W3-P16W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EaliyhA)
          POS:	PREP+PRON_3FS
          VOC:	EalaY+hA
        GLOSS:	on/above+her/it

 INPUT STRING:	التشفيط
     IS_TRANS:	Alt$fyT
        INDEX:	P17W1
      OFFSETS:	0-7
       TOKENS:	P17W1-P17W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[ta$ofiyT_1]
   UNSPLITVOC:	(Alta$ofiyT)
          POS:	DET+NOUN
          VOC:	Al+ta$ofiyT
        GLOSS:	the+siphoning out/vacuuming/suction

 INPUT STRING:	اليدوي
     IS_TRANS:	Alydwy
        INDEX:	P17W2
      OFFSETS:	8-14
       TOKENS:	P17W2-P17W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Alyadawiy_1]
   UNSPLITVOC:	(Alyadawiy)
          POS:	DET+ADJ
          VOC:	Al+yadawiy
        GLOSS:	the+manual/hand

 INPUT STRING:	ده
     IS_TRANS:	dh
        INDEX:	P17W3
      OFFSETS:	15-17
       TOKENS:	P17W3-P17W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dah_1]
   UNSPLITVOC:	(dah)
          POS:	DEM_PRON_MS
          VOC:	dah
        GLOSS:	this

 INPUT STRING:	SEb
     IS_TRANS:	SEb
        INDEX:	P17W4
      OFFSETS:	18-21
       TOKENS:	P17W4-P17W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SaEob_1]
   UNSPLITVOC:	(SaEob)
          POS:	ADJ
          VOC:	SaEob
        GLOSS:	difficult/hard/arduous

 INPUT STRING:	قوي
     IS_TRANS:	qwy
        INDEX:	P17W5
      OFFSETS:	22-25
       TOKENS:	P17W5-P17W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(qawiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	بشفط
     IS_TRANS:	b$fT
        INDEX:	P18W1
      OFFSETS:	0-4
       TOKENS:	P18W1-P18W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[$afaT_1]
   UNSPLITVOC:	(bAa$fuT)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+$fuT
        GLOSS:	[present-tense]+I+siphoning out/vacuum

 INPUT STRING:	اللبن
     IS_TRANS:	Allbn
        INDEX:	P18W2
      OFFSETS:	5-10
       TOKENS:	P18W3-P18W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[laban_1]
   UNSPLITVOC:	(Allaban)
          POS:	DET+NOUN
          VOC:	Al+laban
        GLOSS:	the+milk/curdled milk/laban/dairy products/milk products

 INPUT STRING:	وإدهولها
     IS_TRANS:	w<dhwlhA
        INDEX:	P18W3
      OFFSETS:	11-19
       TOKENS:	P18W4-P18W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<id~aY_1]
   UNSPLITVOC:	(wiAad~uhlohA)
          POS:	CONJ+IV1S+IV+IVSUFF_DO:3MS+PREP+PRON_3FS
          VOC:	wi+Aa+d~i+uh+li+hA
        GLOSS:	and+I+give+it/him+to/for+it/them/her

 INPUT STRING:	رهيب
     IS_TRANS:	rhyb
        INDEX:	P19W1
      OFFSETS:	0-4
       TOKENS:	P19W1-P19W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rahiyb_1]
   UNSPLITVOC:	(rahiyb)
          POS:	ADJ
          VOC:	rahiyb
        GLOSS:	dreadful/fearful/serious

 INPUT STRING:	الحمد
     IS_TRANS:	AlHmd
        INDEX:	P20W1
      OFFSETS:	0-5
       TOKENS:	P20W1-P20W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hamod_1]
   UNSPLITVOC:	(AlHamod)
          POS:	DET+NOUN
          VOC:	Al+Hamod
        GLOSS:	the+commendation/praise

 INPUT STRING:	llh
     IS_TRANS:	llh
        INDEX:	P20W2
      OFFSETS:	6-9
       TOKENS:	P20W2-P20W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(lil~ah)
          POS:	PREP+NOUN_PROP
          VOC:	li+All~ah
        GLOSS:	for/to+Allah/God

 INPUT STRING:	لا
     IS_TRANS:	lA
        INDEX:	P21W1
      OFFSETS:	0-2
       TOKENS:	P21W1-P21W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lA_1]
   UNSPLITVOC:	(lA)
          POS:	INTERJ
          VOC:	lA
        GLOSS:	no

 INPUT STRING:	عادي
     IS_TRANS:	EAdy
        INDEX:	P21W2
      OFFSETS:	3-7
       TOKENS:	P21W2-P21W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EAdiy_1]
   UNSPLITVOC:	(EAdiy)
          POS:	ADJ
          VOC:	EAdiy
        GLOSS:	aggressive/hostile

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P22W1
      OFFSETS:	0-3
       TOKENS:	P22W1-P22W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مش
     IS_TRANS:	m$
        INDEX:	P22W2
      OFFSETS:	4-6
       TOKENS:	P22W2-P22W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mi$_1]
   UNSPLITVOC:	(mi$)
          POS:	NEG_PART
          VOC:	mi$
        GLOSS:	not

 INPUT STRING:	علرفة
     IS_TRANS:	Elrfp
        INDEX:	P22W3
      OFFSETS:	7-12
       TOKENS:	P22W3-P22W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(Elrfp)
          POS:	TYPO
          VOC:	Elrfp
