 INPUT STRING:	كل
        GLOSS:	on/above+you

 INPUT STRING:	الحب
     IS_TRANS:	AlHb
        INDEX:	P2W6
      OFFSETS:	31-35
       TOKENS:	P2W10-P2W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Hub~_1]
   UNSPLITVOC:	(AlHub~)
          POS:	DET+NOUN
          VOC:	Al+Hub~
        GLOSS:	the+love/affection/out of affection for/for love of

 INPUT STRING:	والمودة
     IS_TRANS:	wAlmwdp
        INDEX:	P2W7
      OFFSETS:	36-43
       TOKENS:	P2W11-P2W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mawad~ap_1]
   UNSPLITVOC:	(wiAlmawad~ap)
          POS:	CONJ+DET+NOUN+NSUFF_FEM_SG
          VOC:	wi+Al+mawad~+ap
        GLOSS:	and+the+friendship/love+[fem.sg.]

 INPUT STRING:	وراحة
     IS_TRANS:	wrAHp
        INDEX:	P2W8
      OFFSETS:	44-49
       TOKENS:	P2W13-P2W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAHap_1]
   UNSPLITVOC:	(wirAHap)
          POS:	CONJ+NOUN+NSUFF_FEM_SG
          VOC:	wi+rAH+ap
        GLOSS:	and+rest/repose/leisure/palm of the hand+[fem.sg.]

 INPUT STRING:	البال
     IS_TRANS:	AlbAl
        INDEX:	P2W9
      OFFSETS:	50-55
       TOKENS:	P2W15-P2W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bAl_1]
   UNSPLITVOC:	(AlbAl)
          POS:	DET+NOUN
          VOC:	Al+bAl
        GLOSS:	the+mind/attention/whale

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P2W10
      OFFSETS:	56-60
       TOKENS:	P2W16-P2W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	تسلمى
     IS_TRANS:	tslmY
        INDEX:	P3W1
      OFFSETS:	0-5
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[silim_1]
   UNSPLITVOC:	(tisolamiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+solam+iy
        GLOSS:	you [fem.sg.]+be safe/be faultless+[fem.sg.]

 INPUT STRING:	يا
     IS_TRANS:	yA
        INDEX:	P3W2
      OFFSETS:	6-8
       TOKENS:	P3W2-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[yA_3]
   UNSPLITVOC:	(yA)
          POS:	VOC_PART
          VOC:	yA
        GLOSS:	O/oh

 INPUT STRING:	ست
     IS_TRANS:	st
        INDEX:	P3W3
      OFFSETS:	9-11
       TOKENS:	P3W3-P3W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sit~_1]
   UNSPLITVOC:	(sit~)
          POS:	NOUN
          VOC:	sit~
        GLOSS:	lady/miss/ladies/misses

 INPUT STRING:	البنات
     IS_TRANS:	AlbnAt
        INDEX:	P3W4
      OFFSETS:	12-18
       TOKENS:	P3W4-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[binot_1]
   UNSPLITVOC:	(AlbanAt)
          POS:	DET+NOUN
          VOC:	Al+banAt
        GLOSS:	the+daughter/girl/daughters/girls

 INPUT STRING:	
     IS_TRANS:	&#xe304;&#xe304;&#xe304;
        INDEX:	P3W5
      OFFSETS:	19-22
       TOKENS:	P3W5-P3W5
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe304;&#xe304;&#xe304;)
          POS:	NO_FUNC
          VOC:	???
        GLOSS:	nogloss

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P3W6
      OFFSETS:	23-24
       TOKENS:	P3W6-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	انتى
     IS_TRANS:	AntY
        INDEX:	P3W7
      OFFSETS:	25-29
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ainotiy_1]
   UNSPLITVOC:	(Ainotiy)
          POS:	PRON_2FS
          VOC:	Ainotiy
        GLOSS:	you [fem.sg.]/you/feminine

 INPUT STRING:	بصحه
     IS_TRANS:	bSHh
        INDEX:	P3W8
      OFFSETS:	30-34
       TOKENS:	P3W8-P3W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[SiH~ap_1]
   UNSPLITVOC:	(biSiH~ap)
          POS:	PREP+NOUN+NSUFF_FEM_SG
          VOC:	bi+SiH~+ap
        GLOSS:	with/by+health/authenticity/truth/correctness+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P3W9
      OFFSETS:	35-36
       TOKENS:	P3W10-P3W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	سلامه
     IS_TRANS:	slAmh
        INDEX:	P3W10
      OFFSETS:	37-42
       TOKENS:	P3W11-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[salAmap_1]
   UNSPLITVOC:	(salAmap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	salAm+ap
        GLOSS:	security/safety/integrity+[fem.sg.]

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P3W11
      OFFSETS:	43-44
       TOKENS:	P3W12-P3W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	مبسوطه
     IS_TRANS:	mbswTh
        INDEX:	P3W12
      OFFSETS:	45-51
       TOKENS:	P3W13-P3W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[mabosuwT_1]
   UNSPLITVOC:	(mabosuwTap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	mabosuwT+ap
        GLOSS:	cheerful+[fem.sg.]

 INPUT STRING:	دايما
     IS_TRANS:	dAymA
        INDEX:	P3W13
      OFFSETS:	52-57
       TOKENS:	P3W14-P3W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[dAyom_1]
   UNSPLITVOC:	(dAyomAF)
          POS:	NOUN+CASE_INDEF_ACC
          VOC:	dAyom+AF
        GLOSS:	Gloss:TBA+[acc.indef.]

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P4W1
      OFFSETS:	0-4
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	يخليكي
     IS_TRANS:	yxlyky
        INDEX:	P4W2
      OFFSETS:	5-11
       TOKENS:	P4W2-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xal~aY_1]
   UNSPLITVOC:	(yixal~iykiy)
          POS:	IV3MS+IV+IVSUFF_DO:2FS
          VOC:	yi+xal~iy+ik
        GLOSS:	he/it+release/evacuate/allow/be released/be evacuated/be allowed+you

 INPUT STRING:	يارب
     IS_TRANS:	yArb
        INDEX:	P4W3
      OFFSETS:	12-16
       TOKENS:	P4W4-P4W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rab~_1]
   UNSPLITVOC:	(yA_rab~)
          POS:	VOC_PART+NOUN
          VOC:	yA+rab~
        GLOSS:	O/oh+lord/master/lords/masters/owner/proprietor/owners/proprietors

 INPUT STRING:	يالا
     IS_TRANS:	yAlA
        INDEX:	P5W1
      OFFSETS:	0-4
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[yal~A_1]
   UNSPLITVOC:	(yAl~A)
          POS:	INTERJ
          VOC:	yAl~A
        GLOSS:	come on

 INPUT STRING:	روحوا
     IS_TRANS:	rwHwA
        INDEX:	P5W2
      OFFSETS:	5-10
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[rAH_1]
   UNSPLITVOC:	(ruwHuwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	ruwH+uwA
        GLOSS:	begin/go+they

 INPUT STRING:	احتفلوا
     IS_TRANS:	AHtflwA
        INDEX:	P5W3
      OFFSETS:	11-18
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHotafal_1]
   UNSPLITVOC:	(AiHotafaluwA)
          POS:	CV+CVSUFF_SUBJ:2P
          VOC:	AiHotafal+uwA
        GLOSS:	celebrate+you [pl.]

 INPUT STRING:	
     IS_TRANS:	&#xe056;
        INDEX:	P5W4
      OFFSETS:	19-20
       TOKENS:	P5W4-P5W4
       STATUS:	has_sol=F	excluded=.	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	None
   UNSPLITVOC:	(&#xe056;)
          POS:	NO_FUNC
          VOC:	?
        GLOSS:	nogloss

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P6W1
      OFFSETS:	0-3
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(AnA)
          POS:	PRON_1S
          VOC:	AnA
        GLOSS:	I/me

 INPUT STRING:	بحتفل
     IS_TRANS:	bHtfl
        INDEX:	P6W2
      OFFSETS:	4-9
       TOKENS:	P6W2-P6W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AiHotafal_1]
   UNSPLITVOC:	(baHotafil)
          POS:	PROG_PART+IV1S+IV
          VOC:	bi+Aa+Hotafil
        GLOSS:	[present-tense]+I+celebrate

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P6W3
      OFFSETS:	10-12
       TOKENS:	P6W4-P6W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	with

 INPUT STRING:	عمار
     IS_TRANS:	EmAr
        INDEX:	P6W4
      OFFSETS:	13-17
       TOKENS:	P6W5-P6W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~Ar_1]
   UNSPLITVOC:	(Eam~Ar)
          POS:	NOUN_PROP
          VOC:	Eam~Ar
        GLOSS:	Amar

 INPUT STRING:	ابو
     IS_TRANS:	Abw
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>abuw_1]
   UNSPLITVOC:	(>abuw)
          POS:	NOUN_PROP
          VOC:	>abuw
        GLOSS:	Abu

 INPUT STRING:	عمار
     IS_TRANS:	EmAr
        INDEX:	P7W2
      OFFSETS:	4-8
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Eam~Ar_1]
   UNSPLITVOC:	(Eam~Ar)
          POS:	NOUN_PROP
          VOC:	Eam~Ar
        GLOSS:	Amar

 INPUT STRING:	لسه
     IS_TRANS:	lsh
        INDEX:	P7W3
      OFFSETS:	9-12
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lis~ah_1]
   UNSPLITVOC:	(lis~ah)
          POS:	ADV
          VOC:	lis~ah
        GLOSS:	yet

 INPUT STRING:	مجاش
     IS_TRANS:	mjA$
        INDEX:	P7W4
      OFFSETS:	13-17
       TOKENS:	P7W4-P7W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[jA_1]
   UNSPLITVOC:	(mA_jA$)
          POS:	NEG_PART+PV+PVSUFF_SUBJ:3MS+NEG_PART
          VOC:	mA+jA+(null)+$
        GLOSS:	not+came/come+he/it+not

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P7W5
      OFFSETS:	18-19
       TOKENS:	P7W7-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	شكلى
     IS_TRANS:	$klY
        INDEX:	P7W6
      OFFSETS:	20-24
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$akol_1]
   UNSPLITVOC:	($akoliy)
          POS:	NOUN+POSS_PRON_1S
          VOC:	$akol+iy
        GLOSS:	manner/form/configuration/manners/types/forms/configurations+my

 INPUT STRING:	هاكل
     IS_TRANS:	hAkl
        INDEX:	P7W7
      OFFSETS:	25-29
       TOKENS:	P7W10-P7W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>akal_1]
   UNSPLITVOC:	(hakul)
          POS:	FUT_PART+IV1S+IV
          VOC:	ha+Aa+kul
        GLOSS:	will+I+eat/consume/be eaten/be consumed

 INPUT STRING:	و
     IS_TRANS:	w
        INDEX:	P7W8
      OFFSETS:	30-31
       TOKENS:	P7W12-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wi_1]
   UNSPLITVOC:	(wi)
          POS:	CONJ
          VOC:	wi
        GLOSS:	and/particle introducing an oath

 INPUT STRING:	اسيبه
     IS_TRANS:	Asybh
        INDEX:	P7W9
      OFFSETS:	32-37
       TOKENS:	P7W13-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[sAb_1]
   UNSPLITVOC:	(Aasiybuh)
          POS:	IV1S+IV+IVSUFF_DO:3MS
          VOC:	Aa+siyb+uh
        GLOSS:	I+flow/neglect/leave/let+it/him

 INPUT STRING:	جعانههه
     IS_TRANS:	jEAnhhh
        INDEX:	P8W1
      OFFSETS:	0-7
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jaEAn_1]
   UNSPLITVOC:	(jaEAnap)
          POS:	ADJ+NSUFF_FEM_SG
          VOC:	jaEAn+ap
        GLOSS:	hungry+[fem.sg.]

 INPUT STRING:	وانا
     IS_TRANS:	wAnA
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[AnA_1]
   UNSPLITVOC:	(waAnA)
          POS:	CONJ+PRON_1S
          VOC:	wa+AnA
        GLOSS:	and+I/me

 INPUT STRING:	كمان
     IS_TRANS:	kmAn
        INDEX:	P9W2
      OFFSETS:	5-9
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kamAn_1]
   UNSPLITVOC:	(kamAn)
          POS:	ADV
          VOC:	kamAn
        GLOSS:	metabolism/also/else

 INPUT STRING:	اوي
     IS_TRANS:	Awy
        INDEX:	P9W3
      OFFSETS:	10-13
       TOKENS:	P9W4-P9W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qawiy_1]
   UNSPLITVOC:	(>awiy)
          POS:	ADJ
          VOC:	qawiy
        GLOSS:	powerful/strong

 INPUT STRING:	تعالى
     IS_TRANS:	tEAlY
        INDEX:	P10W1
      OFFSETS:	0-5
       TOKENS:	P10W1-P10W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taEAlay_1]
   UNSPLITVOC:	(taEAliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	taEAl+iy
        GLOSS:	come/be high/be raised/be exalted+you

 INPUT STRING:	كلى
     IS_TRANS:	klY
        INDEX:	P10W2
      OFFSETS:	6-9
       TOKENS:	P10W2-P10W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Aakal_1]
   UNSPLITVOC:	(kuliy)
          POS:	CV+CVSUFF_SUBJ:2FS
          VOC:	kul+iy
        GLOSS:	Gloss:TBA+you

 INPUT STRING:	معايا
     IS_TRANS:	mEAyA
        INDEX:	P10W3
      OFFSETS:	10-15
       TOKENS:	P10W3-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEAyA)
          POS:	NOUN+POSS_PRON_1S
          VOC:	maEa+iy
        GLOSS:	with+my

 INPUT STRING:	حتتغدوا
     IS_TRANS:	HttgdwA
        INDEX:	P11W1
      OFFSETS:	0-7
       TOKENS:	P11W1-P11W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Aitogad~aY_1]
   UNSPLITVOC:	(hatitogad~uwA)
          POS:	FUT_PART+IV2P+IV+IVSUFF_SUBJ:P
          VOC:	ha+ti+togad~+uwA
        GLOSS:	will+you+have breakfast/eat for lunch+[pl.]

 INPUT STRING:	ايه
     IS_TRANS:	Ayh
        INDEX:	P11W2
      OFFSETS:	8-11
       TOKENS:	P11W3-P11W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[<iyh_2]
   UNSPLITVOC:	(<iyh)
          POS:	INTERROG_PRON
          VOC:	<iyh
        GLOSS:	what

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P11W3
      OFFSETS:	12-14
       TOKENS:	P11W4-P11W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[<in_1]
   UNSPLITVOC:	(<in)
          POS:	SUB_CONJ
          VOC:	<in
        GLOSS:	Although/(even) though/even if/despite/in spite of the fact that/verily/truly

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P11W4
      OFFSETS:	15-18
       TOKENS:	P11W5-P11W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P11W5
      OFFSETS:	19-23
       TOKENS:	P11W6-P11W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[All~ah_1]
   UNSPLITVOC:	(All~ah)
          POS:	NOUN_PROP
          VOC:	All~ah
        GLOSS:	Allah/God

 INPUT STRING:	اه
     IS_TRANS:	Ah
        INDEX:	P12W1
      OFFSETS:	0-2
       TOKENS:	P12W1-P12W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[|h_1]
   UNSPLITVOC:	(|h)
          POS:	INTERJ
          VOC:	|h
        GLOSS:	yes

 INPUT STRING:	والله
     IS_TRANS:	wAllh
        INDEX:	P12W2
      OFFSETS:	3-8
       TOKENS:	P12W2-P12W3
