 INPUT STRING:	صباح
        GLOSS:	the+hour/time/hours/clock/watch/timepiece/clocks/watches+[fem.sg.]

 INPUT STRING:	5
     IS_TRANS:	5
        INDEX:	P2W6
      OFFSETS:	23-24
       TOKENS:	P2W6-P2W6
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[DEFAULT]
   UNSPLITVOC:	(5)
          POS:	NOUN_NUM
          VOC:	5
        GLOSS:	5

 INPUT STRING:	كده
     IS_TRANS:	kdh
        INDEX:	P2W7
      OFFSETS:	25-28
       TOKENS:	P2W7-P2W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[kidah_1]
   UNSPLITVOC:	(kidah)
          POS:	NOUN
          VOC:	kidah
        GLOSS:	this

 INPUT STRING:	حنعدي
     IS_TRANS:	HnEdy
        INDEX:	P2W8
      OFFSETS:	29-34
       TOKENS:	P2W8-P2W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ead~aY_1]
   UNSPLITVOC:	(HaniEad~iy)
          POS:	FUT_PART+IV1P+IV
          VOC:	Ha+ni+Ead~iy
        GLOSS:	will+we+traverse/cross/be traversed/be crossed

 INPUT STRING:	ناخد
     IS_TRANS:	nAxd
        INDEX:	P2W9
      OFFSETS:	35-39
       TOKENS:	P2W10-P2W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[>axad_1]
   UNSPLITVOC:	(nAxud)
          POS:	IV1P+IV
          VOC:	n+Axud
        GLOSS:	we+begin/I/receive/take

 INPUT STRING:	مانا
     IS_TRANS:	mAnA
        INDEX:	P2W10
      OFFSETS:	40-44
       TOKENS:	P2W11-P2W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[mAnA_1]
   UNSPLITVOC:	(mAnA)
          POS:	NOUN_PROP
          VOC:	mAnA
        GLOSS:	Mana

 INPUT STRING:	يلعبوا
     IS_TRANS:	ylEbwA
        INDEX:	P2W11
      OFFSETS:	45-51
       TOKENS:	P2W12-P2W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[liEib_1]
   UNSPLITVOC:	(yiloEabuwA)
          POS:	IV3P+IV+IVSUFF_SUBJ:P
          VOC:	yi+loEab+uwA
        GLOSS:	they+play+we

 INPUT STRING:	مع
     IS_TRANS:	mE
        INDEX:	P2W12
      OFFSETS:	52-54
       TOKENS:	P2W13-P2W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[maEa_1]
   UNSPLITVOC:	(maEa)
          POS:	NOUN
          VOC:	maEa
        GLOSS:	something with/at/with

 INPUT STRING:	بعض
     IS_TRANS:	bED
        INDEX:	P2W13
      OFFSETS:	55-58
       TOKENS:	P2W14-P2W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baEoD_1]
   UNSPLITVOC:	(baEoD)
          POS:	NOUN
          VOC:	baEoD
        GLOSS:	together/some/themselves/part/each/each other/little/another)

 INPUT STRING:	شوية
     IS_TRANS:	$wyp
        INDEX:	P2W14
      OFFSETS:	59-63
       TOKENS:	P2W15-P2W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$uway~ap_1]
   UNSPLITVOC:	($uway~ap)
          POS:	NOUN+NSUFF_FEM_SG
          VOC:	$uway~+ap
        GLOSS:	a little bit+[fem.sg.]

 INPUT STRING:	في
     IS_TRANS:	fy
        INDEX:	P2W15
      OFFSETS:	64-66
       TOKENS:	P2W16-P2W16
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[fiy_1]
   UNSPLITVOC:	(fiy)
          POS:	PREP
          VOC:	fiy
        GLOSS:	in

 INPUT STRING:	سوق
     IS_TRANS:	swq
        INDEX:	P2W16
      OFFSETS:	67-70
       TOKENS:	P2W17-P2W17
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[suwq_1]
   UNSPLITVOC:	(suwq)
          POS:	NOUN
          VOC:	suwq
        GLOSS:	market/markets

 INPUT STRING:	حراء
     IS_TRANS:	HrA'
        INDEX:	P2W17
      OFFSETS:	71-75
       TOKENS:	P2W18-P2W18
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[HirA'_1]
   UNSPLITVOC:	(HirA')
          POS:	NOUN_PROP
          VOC:	HirA'
        GLOSS:	Hira

 INPUT STRING:	لو
     IS_TRANS:	lw
        INDEX:	P2W18
      OFFSETS:	76-78
       TOKENS:	P2W19-P2W19
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[law_1]
   UNSPLITVOC:	(law)
          POS:	SUB_CONJ
          VOC:	law
        GLOSS:	if

 INPUT STRING:	تقدري
     IS_TRANS:	tqdry
        INDEX:	P2W19
      OFFSETS:	79-84
       TOKENS:	P2W20-P2W20
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[qidir_1]
   UNSPLITVOC:	(tiqodariy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+qodar+iy
        GLOSS:	you+be able/be able to/be capable of/no capacity+you

 INPUT STRING:	تيجي
     IS_TRANS:	tyjy
        INDEX:	P2W20
      OFFSETS:	85-89
       TOKENS:	P2W21-P2W21
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[jih_1]
   UNSPLITVOC:	(tiyjiy)
          POS:	IV2FS+IV+IVSUFF_SUBJ:2FS
          VOC:	ti+yj+iy
        GLOSS:	you+come+you

 INPUT STRING:	يبقي
     IS_TRANS:	ybqy
        INDEX:	P2W21
      OFFSETS:	90-94
       TOKENS:	P2W22-P2W22
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[baqaY_1]
   UNSPLITVOC:	(yiboqaY)
          POS:	IV3MS+IV
          VOC:	yi+boqaY
        GLOSS:	he/it+be/became/become/last/remain

 INPUT STRING:	الخير
     IS_TRANS:	Alxyr
        INDEX:	P2W22
      OFFSETS:	95-100
       TOKENS:	P2W23-P2W23
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyor_1]
   UNSPLITVOC:	(Alxiyor)
          POS:	DET+NOUN
          VOC:	Al+xiyor
        GLOSS:	the+affluence/prosperity/good/wealth/welfare

 INPUT STRING:	خيرين
     IS_TRANS:	xyryn
        INDEX:	P2W23
      OFFSETS:	101-106
       TOKENS:	P2W24-P2W24
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[xiyor_1]
   UNSPLITVOC:	(xiyoriyn)
          POS:	NOUN+NSUFF_MASC_DU
          VOC:	xiyor+iyn
        GLOSS:	good/virtuous/charitable+two

 INPUT STRING:	على
     IS_TRANS:	ElY
        INDEX:	P3W1
      OFFSETS:	0-3
       TOKENS:	P3W1-P3W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EalaY_1]
   UNSPLITVOC:	(EalaY)
          POS:	PREP
          VOC:	EalaY
        GLOSS:	on/above

 INPUT STRING:	العموم
     IS_TRANS:	AlEmwm
        INDEX:	P3W2
      OFFSETS:	4-10
       TOKENS:	P3W2-P3W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eumuwm_1]
   UNSPLITVOC:	(AlEumuwm)
          POS:	DET+NOUN
          VOC:	Al+Eumuwm
        GLOSS:	the+generality/totality/in general/generally/(House of) Commons

 INPUT STRING:	حأكد
     IS_TRANS:	H>kd
        INDEX:	P3W3
      OFFSETS:	11-15
       TOKENS:	P3W3-P3W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[>ak~id_1]
   UNSPLITVOC:	(HaAa>ak~id)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+>ak~id
        GLOSS:	will+I+ensure/confirm/assure/endorse/guarantee/stress/affirm

 INPUT STRING:	عليكي
     IS_TRANS:	Elyky
        INDEX:	P3W4
      OFFSETS:	16-21
       TOKENS:	P3W5-P3W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[EalaY_2]
   UNSPLITVOC:	(Ealiykiy)
          POS:	PREP+PRON_2FS
          VOC:	EalaY+ik
        GLOSS:	on/above+you

 INPUT STRING:	الميعاد
     IS_TRANS:	AlmyEAd
        INDEX:	P3W5
      OFFSETS:	22-29
       TOKENS:	P3W7-P3W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[miyEAd_1]
   UNSPLITVOC:	(AlmiyEAd)
          POS:	DET+NOUN
          VOC:	Al+miyEAd
        GLOSS:	the+promise/promises/appointment/appointed time/appointments/appointed times

 INPUT STRING:	وحبلغك
     IS_TRANS:	wHblgk
        INDEX:	P3W6
      OFFSETS:	30-36
       TOKENS:	P3W8-P3W11
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[bal~ag_1]
   UNSPLITVOC:	(wiHaAabal~agik)
          POS:	CONJ+FUT_PART+IV1S+IV+IVSUFF_DO:2FS
          VOC:	wi+Ha+Aa+bal~ag+ik
        GLOSS:	and+will+I+communicate/convey+you

 INPUT STRING:	بالتحركات
     IS_TRANS:	bAltHrkAt
        INDEX:	P3W7
      OFFSETS:	37-46
       TOKENS:	P3W12-P3W13
       STATUS:	has_sol=T	excluded=F	orig=MSA	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[taHar~uk_1]
   UNSPLITVOC:	(biAltaHar~ukAt)
          POS:	PREP+DET+NOUN+NSUFF_FEM_PL
          VOC:	bi+Al+taHar~uk+At
        GLOSS:	with/by+the+movements/activities+[fem.pl.]

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P4W1
      OFFSETS:	0-3
       TOKENS:	P4W1-P4W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good

 INPUT STRING:	أن
     IS_TRANS:	>n
        INDEX:	P4W2
      OFFSETS:	4-6
       TOKENS:	P4W2-P4W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain_1]
   UNSPLITVOC:	(Ain)
          POS:	SUB_CONJ
          VOC:	Ain
        GLOSS:	if

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P4W3
      OFFSETS:	7-10
       TOKENS:	P4W3-P4W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P4W4
      OFFSETS:	11-15
       TOKENS:	P4W4-P4W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Allah_1]
   UNSPLITVOC:	(Allah)
          POS:	NOUN_PROP
          VOC:	Allah
        GLOSS:	God

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P5W1
      OFFSETS:	0-2
       TOKENS:	P5W1-P5W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain_1]
   UNSPLITVOC:	(Ain)
          POS:	SUB_CONJ
          VOC:	Ain
        GLOSS:	if

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P5W2
      OFFSETS:	3-6
       TOKENS:	P5W2-P5W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الاه
     IS_TRANS:	AlAh
        INDEX:	P5W3
      OFFSETS:	7-11
       TOKENS:	P5W3-P5W3
       STATUS:	has_sol=T	excluded=T	orig=ARZ	sama=.	calima_all=.	calima_pv=.
      COMMENT:	[]
        LEMMA:	[typo]
   UNSPLITVOC:	(AlAh)
          POS:	TYPO
          VOC:	AlAh
        GLOSS:	nogloss

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P6W1
      OFFSETS:	0-4
       TOKENS:	P6W1-P6W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Allah_1]
   UNSPLITVOC:	(Allah)
          POS:	NOUN_PROP
          VOC:	Allah
        GLOSS:	God

 INPUT STRING:	انا
     IS_TRANS:	AnA
        INDEX:	P7W1
      OFFSETS:	0-3
       TOKENS:	P7W1-P7W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>anA_1]
   UNSPLITVOC:	(>anA)
          POS:	PRON_1S
          VOC:	>anA
        GLOSS:	I

 INPUT STRING:	ابتديت
     IS_TRANS:	Abtdyt
        INDEX:	P7W2
      OFFSETS:	4-10
       TOKENS:	P7W2-P7W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[AibotadaY_1]
   UNSPLITVOC:	(Aibotadiyt)
          POS:	PV+PVSUFF_SUBJ:1S
          VOC:	Aibotad+iyt
        GLOSS:	begin/start+I

 INPUT STRING:	البس
     IS_TRANS:	Albs
        INDEX:	P7W3
      OFFSETS:	11-15
       TOKENS:	P7W3-P7W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lab~is_1]
   UNSPLITVOC:	(Aalab~is)
          POS:	IV1S+IV
          VOC:	Aa+lab~is
        GLOSS:	I+clothe/dress/be clothed/be dressed/become ready/prepare/dress up/put on

 INPUT STRING:	الولاد
     IS_TRANS:	AlwlAd
        INDEX:	P7W4
      OFFSETS:	16-22
       TOKENS:	P7W4-P7W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[walad_1]
   UNSPLITVOC:	(AlwilAd)
          POS:	DET+NOUN
          VOC:	Al+wilAd
        GLOSS:	the+child/son/children

 INPUT STRING:	وحلبس
     IS_TRANS:	wHlbs
        INDEX:	P7W5
      OFFSETS:	23-28
       TOKENS:	P7W5-P7W7
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[libis_1]
   UNSPLITVOC:	(wiHaAalobis)
          POS:	CONJ+FUT_PART+IV1S+IV
          VOC:	wi+Ha+Aa+lobis
        GLOSS:	and+will+I+wear

 INPUT STRING:	واصلي
     IS_TRANS:	wASly
        INDEX:	P7W6
      OFFSETS:	29-34
       TOKENS:	P7W8-P7W9
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Sal~aY_1]
   UNSPLITVOC:	(wiAaSal~iy)
          POS:	CONJ+IV1S+IV
          VOC:	wi+Aa+Sal~iy
        GLOSS:	and+I+pray/worship/be worshiped/be prayed

 INPUT STRING:	العصر
     IS_TRANS:	AlESr
        INDEX:	P7W7
      OFFSETS:	35-40
       TOKENS:	P7W10-P7W10
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[EaSor_1]
   UNSPLITVOC:	(AlEaSor)
          POS:	DET+NOUN
          VOC:	Al+EaSor
        GLOSS:	the+age/period/epoch/ages/periods/epochs/compression/squeezing

 INPUT STRING:	ونيجي
     IS_TRANS:	wnyjy
        INDEX:	P7W8
      OFFSETS:	41-46
       TOKENS:	P7W11-P7W12
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=T
      COMMENT:	[]
        LEMMA:	[gih_1]
   UNSPLITVOC:	(winiyojiy)
          POS:	CONJ+IV1P+IV
          VOC:	wi+ni+yojiy
        GLOSS:	and+we+come/arrrive/reach

 INPUT STRING:	ان
     IS_TRANS:	An
        INDEX:	P7W9
      OFFSETS:	47-49
       TOKENS:	P7W13-P7W13
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Ain_1]
   UNSPLITVOC:	(Ain)
          POS:	SUB_CONJ
          VOC:	Ain
        GLOSS:	if

 INPUT STRING:	شاء
     IS_TRANS:	$A'
        INDEX:	P7W10
      OFFSETS:	50-53
       TOKENS:	P7W14-P7W14
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[$A'_1]
   UNSPLITVOC:	($A')
          POS:	PV+PVSUFF_SUBJ:3MS
          VOC:	$A'+(null)
        GLOSS:	want/desire/wish+he/it

 INPUT STRING:	الله
     IS_TRANS:	Allh
        INDEX:	P7W11
      OFFSETS:	54-58
       TOKENS:	P7W15-P7W15
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[Allah_1]
   UNSPLITVOC:	(Allah)
          POS:	NOUN_PROP
          VOC:	Allah
        GLOSS:	God

 INPUT STRING:	طيب
     IS_TRANS:	Tyb
        INDEX:	P8W1
      OFFSETS:	0-3
       TOKENS:	P8W1-P8W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Tay~ib_1]
   UNSPLITVOC:	(Tay~ib)
          POS:	ADJ
          VOC:	Tay~ib
        GLOSS:	good

 INPUT STRING:	حلبس
     IS_TRANS:	Hlbs
        INDEX:	P8W2
      OFFSETS:	4-8
       TOKENS:	P8W2-P8W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lab~is_1]
   UNSPLITVOC:	(HaAalab~is)
          POS:	FUT_PART+IV1S+IV
          VOC:	Ha+Aa+lab~is
        GLOSS:	will+I+clothe/dress/be clothed/be dressed/become ready/prepare/dress up/put on

 INPUT STRING:	عبد
     IS_TRANS:	Ebd
        INDEX:	P8W3
      OFFSETS:	9-12
       TOKENS:	P8W4-P8W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Eabod_1]
   UNSPLITVOC:	(Eabod)
          POS:	NOUN_PROP
          VOC:	Eabod
        GLOSS:	Abd

 INPUT STRING:	الرحمن
     IS_TRANS:	AlrHmn
        INDEX:	P8W4
      OFFSETS:	13-19
       TOKENS:	P8W5-P8W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[raHoman_1]
   UNSPLITVOC:	(AlraHoman)
          POS:	DET+NOUN_PROP
          VOC:	Al+raHoman
        GLOSS:	the+Rahman/Rahman (i.e./God/one of the 99 Beautiful Names)

 INPUT STRING:	احنا
     IS_TRANS:	AHnA
        INDEX:	P9W1
      OFFSETS:	0-4
       TOKENS:	P9W1-P9W1
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[>iHonA_1]
   UNSPLITVOC:	(>iHonA)
          POS:	PRON_1P
          VOC:	>iHonA
        GLOSS:	we

 INPUT STRING:	خارجين
     IS_TRANS:	xArjyn
        INDEX:	P9W2
      OFFSETS:	5-11
       TOKENS:	P9W2-P9W2
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xArij_1]
   UNSPLITVOC:	(xArojiyn)
          POS:	ADJ+NSUFF_MASC_PL
          VOC:	xAroj+iyn
        GLOSS:	outside/outer part/leaving/departing/exiting+[pl.]

 INPUT STRING:	خلاص
     IS_TRANS:	xlAS
        INDEX:	P9W3
      OFFSETS:	12-16
       TOKENS:	P9W3-P9W3
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[xalAS_1]
   UNSPLITVOC:	(xalAS)
          POS:	NOUN
          VOC:	xalAS
        GLOSS:	deliverance/salvation/settlement

 INPUT STRING:	حرنلك
     IS_TRANS:	Hrnlk
        INDEX:	P10W1
      OFFSETS:	0-5
       TOKENS:	P10W1-P10W4
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=F	calima_pv=F
      COMMENT:	[]
        LEMMA:	[ran~_1]
   UNSPLITVOC:	(Ha>arin~lik)
          POS:	FUT_PART+IV1S+IV+PREP+PRON_2FS
          VOC:	Ha+>a+rin~+li+ik
        GLOSS:	will+I+ring+to/for+you

 INPUT STRING:	لما
     IS_TRANS:	lmA
        INDEX:	P10W2
      OFFSETS:	6-9
       TOKENS:	P10W5-P10W5
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=T	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[lam~A_1]
   UNSPLITVOC:	(lam~A)
          POS:	SUB_CONJ
          VOC:	lam~A
        GLOSS:	as/when

 INPUT STRING:	نوصل
     IS_TRANS:	nwSl
        INDEX:	P10W3
      OFFSETS:	10-14
       TOKENS:	P10W6-P10W6
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[wiSil_1]
   UNSPLITVOC:	(niwoSal)
          POS:	IV1P+IV
          VOC:	ni+woSal
        GLOSS:	we+arrive at/reach/connect/be arrived at/be reached/be connected/reach up/be long

 INPUT STRING:	علشان
     IS_TRANS:	El$An
        INDEX:	P10W4
      OFFSETS:	15-20
       TOKENS:	P10W7-P10W8
       STATUS:	has_sol=T	excluded=F	orig=ARZ	sama=F	calima_all=T	calima_pv=.
      COMMENT:	[]
        LEMMA:	[Ea$An_1]
   UNSPLITVOC:	(Eala$An)
          POS:	PREP+NOUN
          VOC:	EalaY+$An
